A.intersect.value	CLL.A34021.CEMT_4.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_CTTGTA.FindER2.bed.remDups.bed.intersect.value	CLL.A34037.CEMT_5.H3K9me3.hg38.bwa-sb.IX2844.C4C9JACXX_2_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34076.CEMT_6.H3K9me3.hg38.bwa-sb.IX2844.C4C9JACXX_2_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A34940.CEMT_26.H3K9me3.hg38.bwa-sb.IX2651.C3TC1ACXX_1_CTTGTA.FindER2.bed.remDups.bed.intersect.value	CLL.A34947.CEMT_27.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34954.CEMT_28.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A34961.CEMT_29.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_AGGCCG.FindER2.bed.remDups.bed.intersect.value	CLL.A35238.CEMT_25.H3K9me3.hg38.bwa-sb.IX2651.C3TC1ACXX_1_CCCATG.FindER2.bed.remDups.bed.intersect.value	CLL.A35245.CEMT_30.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_ATGTCA.FindER2.bed.remDups.bed.intersect.value	CLL.A60645.CEMT_94.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A60652.CEMT_95.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A60659.CEMT_96.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_AGGCCG.FindER2.bed.remDups.bed.intersect.value	CLL.A60668.CEMT_97.H3K9me3.hg38.bwa-sb.IX4419.C9587ANXX_4_GGCTAC.FindER2.bed.remDups.bed.intersect.value	EGAN00001091897_EGAX00001135687_EGAR00001139769_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133243_EGAR00001137329_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107579_EGAX00001215595_EGAR00001228091_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215955_EGAR00001228606_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171949_EGAR00001185105_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001135683_EGAR00001139773_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001272637_EGAR00001300126_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001272619_EGAR00001300046_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001272595_EGAR00001300136_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291852_EGAR00001320579_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323209_EGAR00001352515_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326443_EGAR00001355794_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272620_EGAR00001300047_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272618_EGAR00001300045_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272625_EGAR00001300052_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272703_EGAR00001300107_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272706_EGAR00001300111_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272689_EGAR00001300082_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272659_EGAR00001300006_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272664_EGAR00001300011_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272653_merged2runs_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272585_EGAR00001300065_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304998_EGAR00001334471_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304995_EGAR00001334420_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326454_EGAR00001355727_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001326440_EGAR00001355791_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305062_EGAR00001334389_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326619_EGAR00001355765_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326520_EGAR00001355882_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295802_EGAX00001326536_EGAR00001355851_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326492_EGAR00001355779_usMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	GCBC.A70850.CEMT_134.H3K9me3.hg38.A70850_3_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70857.CEMT_135.H3K9me3.hg38.IX5209.CAVPBANXX_2_GGCTAC.FindER2.bed.remDups.bed.intersect.value	GCBC.A70864.CEMT_136.H3K9me3.hg38.IX5210.CAVPBANXX_3_ACGATA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70871.CEMT_137.H3K9me3.hg38.IX5212.CAVPBANXX_5_ATAATT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70878.CEMT_138.H3K9me3.hg38.IX5213.CAVPBANXX_6_CACCGG.FindER2.bed.remDups.bed.intersect.value
chr6_60815750_60816300	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	525	550	150	0	0	150	0	550	550	0	550	0	0	0	0	0	0	550	0	550	550	550	550	550
chr6_60879750_60880100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	275	50	0	0	0	350	350	0	350	0	0	0	350	350	0	350	125	0	0	0	0	0	350	0	350	350	350	350	350
chr6_60905100_60905600	0	0	0	0	0	0	0	0	0	0	225	0	75	0	0	500	0	0	0	125	0	0	0	0	0	500	500	0	0	0	125	0	500	150	375	500	0	0	0	0	0	0	500	0	500	500	300	500	500
chr6_60922350_60922650	0	0	0	0	0	0	0	0	0	0	225	300	300	300	0	0	150	0	0	0	0	150	0	0	0	300	300	0	0	0	0	300	300	300	0	300	0	0	0	0	0	150	300	0	300	300	300	300	300
chr6_60924050_60924350	0	0	50	0	50	0	0	0	0	200	0	200	300	100	0	0	0	0	0	0	0	0	0	0	0	275	125	0	0	0	50	0	275	300	0	300	0	0	0	0	0	125	275	0	300	0	300	300	0
chr6_60957300_60957600	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	225	0	75	0	0	0	0	0	0	300	300	0	300	0	0	0	300	150	0	300	0	0	0	0	0	225	300	0	300	300	225	300	300
chr6_60958150_60958650	0	0	0	0	0	0	0	0	0	0	0	300	500	0	0	0	0	0	500	275	0	0	0	425	0	500	500	0	275	0	0	0	500	500	0	500	75	0	0	0	0	0	500	0	500	500	500	500	500
chr6_60971850_60972150	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	75	0	0	0	0	150	0	0	0	0	300	300	300	0	0	300	0	300	300	0	300	75	0	0	0	0	0	300	0	300	300	225	300	300
chr6_61083450_61083850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	300	0	0	0	0	0	0	375	400	25	0	0	0	0	400	75	0	400	0	0	0	0	0	0	400	0	400	400	175	400	400
chr6_61089300_61089900	0	0	0	0	0	0	0	0	0	225	225	225	0	0	0	300	0	525	0	0	0	300	0	0	0	600	600	0	75	0	0	0	600	600	0	600	0	0	0	0	0	0	600	0	600	600	600	600	600
chr6_61104150_61104450	0	0	225	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	300	0	300	0	225	0	300	300	0	300	0	0	0	0	0	0	300	0	300	300	300	300	300
chr6_61115550_61115750	0	0	0	0	0	0	0	0	0	0	0	0	200	200	0	0	0	0	125	0	0	125	0	0	0	200	200	75	0	0	0	0	200	200	150	200	75	0	0	0	0	0	200	0	200	200	200	200	200
chr6_61148000_61148700	0	0	0	0	0	0	0	0	0	0	0	300	25	0	0	300	0	300	0	0	0	0	0	0	0	675	700	0	0	0	0	175	700	700	0	700	0	0	0	550	300	0	700	0	700	700	400	700	700
chr6_61154250_61154700	0	0	0	0	0	0	0	0	0	0	0	450	0	225	0	0	0	450	0	0	0	0	0	0	0	450	450	0	300	0	0	0	450	450	450	450	0	0	0	0	0	0	450	0	450	450	450	450	375
chr6_61581900_61582200	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	225	225	0	0	0	0	300	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	0	0	300	0	300	0	0	300	300
chr6_61647150_61647500	0	150	0	0	75	150	0	300	0	0	0	0	0	350	0	0	0	0	350	0	0	0	0	350	0	350	350	0	0	0	0	0	350	350	0	350	0	0	0	350	0	0	350	0	350	0	125	350	350
chr6_61659900_61660100	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	125	0	0	0	0	0	0	0	0	200	200	0	0	0	0	0	200	200	0	200	0	0	0	0	0	0	200	0	200	200	200	200	200
chr6_61667000_61667850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	0	850	0	0	0	0	400	0	850	850	175	0	0	0	0	850	850	0	850	0	0	0	0	0	675	825	0	850	850	250	850	850
chr6_61668000_61668350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	75	0	0	0	0	0	0	350	350	350	0	0	0	0	350	350	0	350	0	0	0	0	0	0	350	0	350	350	0	350	350
chr6_61668850_61669650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	525	0	0	0	0	0	0	800	800	125	125	0	0	0	800	800	50	800	0	0	0	0	0	0	800	0	800	800	800	800	800
chr6_61670350_61670700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	275	0	0	0	0	0	0	350	350	0	0	0	0	0	350	350	125	350	0	0	0	0	0	0	350	0	350	350	0	350	350
chr6_61671400_61671850	0	0	0	0	0	0	0	0	0	0	100	0	0	275	0	0	125	0	0	0	0	0	0	0	0	425	450	0	0	0	0	0	450	450	0	450	0	0	0	0	0	0	425	0	450	425	450	450	450
chr6_61680100_61680600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	500	0	0	0	0	0	0	500	500	0	0	0	0	0	500	500	0	500	0	0	0	0	0	50	500	0	500	500	500	500	500
chr6_61684800_61685450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	275	0	0	0	0	450	0	650	650	225	0	0	0	575	650	650	0	650	450	0	0	0	0	0	650	0	650	650	650	650	650
chr6_61707600_61708350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	750	0	0	375	0	450	0	750	300	0	0	0	0	75	750	750	0	750	225	0	0	0	0	0	750	0	750	750	150	750	750
chr6_61708650_61709150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	375	0	0	350	0	0	0	500	500	0	0	0	0	500	500	500	0	500	0	0	0	0	0	0	500	0	500	500	0	500	500
chr6_61709550_61709850	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	300	300	0	0	0	0	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	0	0	300	0	300	300	300	300	300
chr6_61711000_61711650	0	0	0	0	0	0	0	0	0	0	0	450	0	200	0	0	0	225	200	0	0	0	0	600	0	650	650	0	0	0	225	0	650	650	425	650	0	0	0	0	0	650	650	0	650	650	650	650	650
chr6_61713000_61713200	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	200	0	0	0	0	0	0	0	200	200	0	0	0	0	0	200	200	0	200	200	0	0	0	0	0	200	0	200	0	200	200	200
chr6_61719700_61719950	0	0	200	200	0	0	0	0	0	200	200	0	50	0	0	50	0	0	0	200	0	0	0	0	0	250	250	0	0	0	0	0	250	250	0	250	0	0	0	50	0	200	250	0	250	0	250	250	0
chr6_61731750_61732400	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	125	0	0	375	0	0	0	650	650	0	0	0	0	125	650	650	650	650	0	0	0	0	0	0	650	0	650	650	300	650	650
chr6_61738650_61739600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	675	0	0	0	0	0	0	950	950	0	0	0	0	225	950	950	150	950	0	0	0	0	0	275	950	0	950	950	950	950	950
chr6_61742400_61742850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	375	0	0	0	0	0	450	450	0	0	0	0	0	450	450	0	450	0	0	0	0	0	450	450	0	450	450	450	450	375
chr6_61748850_61749150	0	0	0	75	225	0	225	0	150	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	300	300	0	0	0	0	300	300	300	0	300	0	0	0	0	0	0	300	0	300	0	300	300	300
chr6_61758600_61759050	0	0	0	0	0	0	0	0	0	0	0	0	450	300	0	0	0	0	0	0	0	0	0	0	0	450	450	0	0	0	0	0	450	450	0	450	0	0	0	0	0	0	450	0	450	450	450	450	450
chr6_61761300_61761750	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	150	0	0	0	0	0	0	450	450	150	0	0	0	225	450	450	0	450	0	0	0	0	0	0	450	0	450	450	450	450	75
chr6_61782400_61782800	0	0	200	0	0	0	0	0	0	0	0	0	350	125	0	0	0	50	0	0	0	0	0	125	0	400	400	0	0	0	0	125	400	400	50	400	275	0	0	0	0	0	400	0	400	400	0	400	200
chr6_61783750_61784700	0	75	0	0	0	0	0	0	0	0	0	0	0	275	450	0	300	0	200	0	0	150	0	0	0	950	950	0	0	0	0	0	950	950	0	950	0	0	0	0	0	0	950	0	950	75	350	950	950
chr6_61787050_61787600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	550	0	0	0	0	0	550	550	0	550	0	0	0	0	0	0	550	0	550	550	50	550	550
chr6_61788900_61789200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	300	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	0	0	300	0	300	75	0	300	300
chr6_61789800_61790400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	600	0	0	0	0	0	0	600	600	0	0	0	0	0	600	600	600	600	0	0	0	300	0	0	600	0	600	600	600	600	600
chr6_61791250_61791650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	200	0	400	400	0	0	0	0	50	400	400	0	400	0	0	0	0	0	0	400	0	400	400	0	400	400
chr6_61796400_61796950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	550	550	0	0	0	0	0	525	550	325	550	0	0	0	0	0	0	550	0	550	550	400	550	550
chr6_61799400_61799700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	300	225	0	0	0	0	300	300	75	300	0	0	0	0	0	0	300	0	300	225	150	300	300
chr6_61801500_61802500	0	0	375	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	1000	0	0	450	0	0	0	975	1000	0	0	0	0	0	1000	1000	0	1000	0	0	0	0	0	0	1000	0	1000	300	550	1000	1000
chr6_61802700_61803300	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	525	0	600	150	0	0	0	0	375	0	600	600	0	0	0	0	0	600	600	0	600	0	0	0	0	0	0	600	0	600	0	75	600	600
chr6_61806600_61807050	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	450	150	0	0	0	0	0	450	450	0	0	0	0	0	450	450	450	450	0	0	0	0	0	0	450	0	450	450	450	450	450
chr6_61812800_61813850	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	325	0	0	0	0	0	0	1050	950	0	0	0	0	0	1025	950	0	725	0	0	0	0	0	0	1050	0	1050	1050	600	1050	1050
chr6_61818900_61819500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	0	600	600	0	0	0	0	0	600	600	0	600	0	0	0	0	0	0	600	0	600	300	75	600	600
chr6_61833450_61833650	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	200	200	0	0	0	0	0	50	0	200	200	0	0	0	0	0	200	200	0	200	0	0	0	0	0	0	200	0	150	200	200	200	200
chr6_61835700_61836000	0	0	75	0	0	0	0	0	0	0	0	0	0	0	75	300	0	0	0	0	0	0	0	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	0	0	300	0	300	300	300	300	150
chr6_61837350_61837650	0	0	0	0	0	0	0	0	0	300	300	300	0	0	225	0	0	0	225	0	0	0	0	0	0	300	300	0	75	0	0	0	300	300	0	300	0	0	0	0	0	300	300	0	300	300	300	300	0
chr6_61837950_61838550	0	0	0	0	0	0	0	0	0	0	0	0	0	150	600	0	0	0	0	0	0	0	0	0	0	600	600	0	0	0	0	0	600	600	0	600	0	0	0	0	0	600	600	0	600	600	150	600	600
chr6_61845150_61845750	0	600	300	75	0	0	375	600	0	0	0	0	0	375	0	0	0	0	0	0	0	75	0	0	0	600	600	375	0	0	0	150	600	600	225	600	0	0	0	0	0	0	600	0	600	600	150	600	600
chr6_61874550_61876000	0	0	825	0	0	0	0	0	0	0	0	0	25	0	450	0	0	750	225	0	0	450	0	0	0	1450	1350	0	0	0	0	0	1450	1450	100	1450	0	0	0	0	0	150	1425	0	1425	1450	450	1450	975
chr6_61878050_61878350	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	250	0	0	0	0	0	0	0	0	0	275	300	125	0	0	0	0	300	300	0	300	0	0	0	200	0	0	300	0	300	50	275	300	300
chr6_61878700_61878950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	250	250	50	50	0	0	0	250	250	0	250	0	0	0	0	0	0	250	0	250	250	250	250	250
chr6_61879300_61879800	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	500	0	0	50	0	0	0	500	500	0	0	0	0	0	500	500	0	500	0	0	0	0	0	0	500	0	500	425	275	500	500
chr6_61884800_61885500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	450	0	0	0	0	0	0	700	700	0	0	0	0	0	700	375	0	700	0	0	0	0	0	0	675	0	700	100	225	700	150
chr6_61886100_61887900	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	450	750	0	0	0	0	0	0	1800	1800	0	0	0	0	0	1800	300	150	1800	0	0	0	0	0	0	1800	0	1800	450	600	1800	1800
chr6_61897150_61897250	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	100	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	100	100	0	100	0	0	0	0	0	0	100	0	100	100	100	100	100
chr6_61899900_61901000	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	1050	0	0	0	0	0	0	0	1100	1100	0	0	0	0	0	1100	1100	0	1100	0	0	0	0	0	0	1100	0	1100	1100	450	1100	675
chr6_61902700_61903000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	275	0	0	0	0	0	0	0	0	0	275	300	0	0	0	0	0	300	300	50	300	0	0	0	0	0	0	300	0	300	300	250	300	300
chr6_61905650_61906500	375	450	0	0	450	0	0	625	0	0	0	0	0	225	0	0	0	0	325	0	0	0	300	0	0	825	850	375	0	0	0	0	850	850	75	850	150	0	0	0	225	0	850	0	850	300	0	850	850
chr6_61910850_61911800	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	275	0	0	0	0	675	0	950	950	0	0	0	0	0	950	950	575	950	0	0	0	0	0	525	950	0	950	950	450	950	225
chr6_61923250_61924300	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	1050	0	0	250	0	0	0	1050	1050	0	0	0	0	0	1025	1050	0	1025	0	0	0	0	0	0	1050	0	1050	1050	750	1050	1050
chr6_61929300_61929750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	450	450	0	0	75	0	0	450	450	0	450	0	0	0	0	0	0	450	0	450	450	450	450	225
chr6_61930150_61930950	450	725	0	600	350	0	0	800	0	0	0	0	200	125	300	0	200	200	525	0	0	0	0	0	0	800	800	0	0	0	0	0	800	800	0	800	0	0	0	0	0	0	800	0	800	800	500	800	450
chr6_61948500_61948850	0	0	0	0	0	0	0	0	0	50	0	0	50	50	0	0	0	0	0	0	0	350	0	0	0	350	350	0	0	50	0	0	350	350	50	350	0	0	0	0	0	275	350	0	225	0	350	350	0
chr6_61950450_61950650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	75	200	0	0	0	0	0	0	200	200	0	0	0	0	0	200	200	0	200	0	0	0	0	0	0	200	0	200	200	200	200	200
chr6_61950850_61951350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	500	500	425	0	0	0	0	500	500	0	500	0	0	0	0	0	275	500	0	500	500	500	500	500
chr6_61953150_61953450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	75	0	0	0	0	0	0	300	300	300	0	0	0	0	300	300	0	300	0	0	0	0	0	0	300	0	300	0	300	300	300
chr6_61954350_61954750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	300	25	0	0	0	0	400	400	0	300	0	0	0	0	0	0	375	0	400	25	400	400	400
chr6_61963900_61964100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	200	0	200	0	0	0	0	0	0	0	200	200	0	0	0	0	0	200	200	0	200	0	0	0	0	0	0	200	0	200	125	200	200	200
chr6_61967800_61968150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	350	0	0	0	0	0	350	350	350	350	0	0	0	0	0	0	350	0	350	0	350	350	350
chr6_61970000_61970300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	125	50	0	0	0	0	300	300	0	300	0	0	0	0	0	0	275	0	300	300	300	300	250
chr6_61974750_61975100	0	300	0	0	0	0	0	0	0	0	0	0	350	0	200	0	0	350	350	0	0	0	0	0	0	350	350	0	0	0	0	0	350	350	125	350	75	0	0	0	0	0	350	0	350	50	0	350	0
chr6_61976500_61976850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	350	0	350	350	0	0	0	0	0	350	350	0	350	0	0	0	0	0	350	350	0	350	350	300	350	350
chr6_61977450_61977800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	350	225	0	0	0	0	0	0	350	350	0	0	0	0	0	350	350	0	350	0	0	0	0	0	0	350	0	350	350	350	350	350
chr6_61981950_61983800	0	600	0	525	0	0	0	0	0	0	0	0	350	0	0	0	0	525	525	0	0	0	0	825	0	1850	725	275	0	350	0	0	1850	1850	825	1850	0	0	0	0	0	350	1850	0	1850	300	950	1850	1850
chr6_61985100_61985450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	350	0	0	0	125	0	200	0	350	350	0	0	0	0	0	350	350	350	350	0	0	0	0	0	0	350	0	350	350	350	350	225
chr6_61995000_61995750	0	0	0	525	0	0	0	0	0	0	675	0	0	225	225	0	0	300	750	0	0	0	0	0	0	750	750	0	0	0	0	0	750	750	0	750	0	0	0	0	0	0	750	0	750	750	600	750	300
chr6_61997650_61998150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	275	0	0	0	0	0	0	0	500	500	0	0	0	0	0	500	500	0	500	0	0	0	0	0	0	500	0	500	500	500	500	500
chr6_62004450_62004750	0	0	0	0	0	0	0	0	0	0	0	300	300	0	0	300	0	300	0	0	0	0	0	0	0	300	300	0	0	0	0	300	300	300	0	300	0	0	0	0	0	0	300	0	300	300	300	300	150
chr6_62014400_62014750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	325	25	0	0	0	0	0	325	350	0	350	0	0	0	0	0	0	350	0	350	350	0	350	350
chr6_62028450_62029150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	700	0	0	0	25	0	75	600	0	700	0	0	0	0	0	0	675	0	700	600	700	700	700
chr6_62036500_62037000	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	275	500	0	0	200	0	0	0	500	500	200	0	0	0	0	500	500	125	500	0	0	0	0	0	0	500	0	500	500	500	500	500
chr6_62043750_62044050	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	300	75	0	0	0	0	300	300	0	300	0	0	0	0	0	0	300	0	300	300	0	300	300
chr6_62053450_62053500	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	50	50	0	0	0	0	50	0	50	50	0	0	0	0	0	50	50	0	50	0	0	0	0	0	50	50	0	50	50	0	50	50
chr6_62079500_62079900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	150	0	0	0	0	0	0	375	400	400	0	0	0	0	400	400	0	400	0	0	0	0	0	0	400	0	375	400	0	400	400
chr6_62084700_62085450	0	0	0	0	0	0	0	0	0	0	0	0	0	75	75	0	150	0	150	0	0	0	0	0	0	750	750	225	0	0	0	150	750	750	450	750	0	0	0	0	0	0	750	0	750	750	750	750	675
chr6_62090100_62091650	0	0	0	0	0	0	0	0	0	0	300	0	0	0	150	50	350	0	0	300	0	500	75	0	0	1550	1550	0	0	75	125	0	1550	1550	150	1550	0	0	0	0	0	0	1550	0	1550	1200	800	1550	1550
chr6_62129150_62129550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	400	0	0	75	0	0	0	400	400	0	0	0	0	0	375	400	175	400	0	0	0	0	0	0	400	0	400	400	400	400	400
chr6_62157750_62158300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	0	0	0	0	0	0	525	75	0	0	0	0	0	550	0	0	550	0	0	0	0	0	0	550	0	550	450	550	550	550
chr6_62166000_62166300	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	225	0	0	300	0	0	150	0	0	0	300	300	75	0	0	0	225	300	300	150	300	0	0	0	0	0	0	300	0	300	300	0	300	300
chr6_62197150_62197650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	300	0	0	0	0	0	0	0	0	0	500	500	0	0	0	0	0	500	425	0	500	0	0	0	0	0	0	500	0	500	0	500	500	500
chr6_62378800_62379450	0	0	0	0	0	0	0	0	0	0	0	0	0	650	0	0	0	425	0	275	0	275	300	0	0	650	650	0	0	0	0	50	650	650	150	650	0	0	0	0	50	0	650	0	650	350	650	650	50
chr6_62387150_62387600	0	0	0	0	0	0	0	0	0	0	0	0	0	25	50	350	0	0	450	0	0	450	0	325	0	425	125	0	0	0	0	0	450	450	0	450	0	0	0	0	0	0	450	0	450	100	0	450	450
