# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
A1CF	unnamed (+232350)
RSRC1	unnamed (+138223), unnamed (+245698), unnamed (+341548), unnamed (+460598), unnamed (+461398)
RTKN	unnamed (+4774)
RTKN2	unnamed (+23757), unnamed (+101407), unnamed (+158182), unnamed (+161282)
RTL1	unnamed (-475878), unnamed (-236953), unnamed (-236003), unnamed (-235153)
RTN2	unnamed (-1964)
RTN4	unnamed (+24644), unnamed (+39569), unnamed (+212694), unnamed (+261894), unnamed (+263419)
RTN4IP1	unnamed (+114612)
RTN4RL2	unnamed (+25001)
RTP3	unnamed (+48259)
RTTN	unnamed (+8870), unnamed (+10295), unnamed (+11420), unnamed (+14170), unnamed (+45795), unnamed (+115845), unnamed (+116570), unnamed (+151045), unnamed (+175370), unnamed (+198695), unnamed (+200145), unnamed (+224995)
RUFY2	unnamed (+42539)
RUFY3	unnamed (-9420), unnamed (-7145), unnamed (+10105), unnamed (+11505)
RUNX1	unnamed (-996006), unnamed (-986281), unnamed (-141406), unnamed (-140056)
RUNX1T1	unnamed (-7571)
RUNX2	unnamed (-898019), unnamed (-875969)
RUNX3	unnamed (-54240), unnamed (+15185), unnamed (+16885), unnamed (+135160), unnamed (+137435), unnamed (+138060), unnamed (+138635), unnamed (+142135), unnamed (+161660), unnamed (+163485)
RUSC1	unnamed (+58523), unnamed (+135098), unnamed (+158923), unnamed (+159548), unnamed (+165123), unnamed (+181898)
RUVBL1	unnamed (+8424)
RXFP2	unnamed (-418117)
RXRA	unnamed (-179280), unnamed (-177455)
RYBP	unnamed (-374479), unnamed (+136846), unnamed (+156696), unnamed (+363721), unnamed (+364671), unnamed (+367796), unnamed (+368946), unnamed (+412171), unnamed (+467571)
S100A10	unnamed (+40415)
S100B	unnamed (+104058)
S100Z	unnamed (+24001)
S1PR1	unnamed (-57913)
S1PR2	unnamed (-4303), unnamed (+1347)
S1PR4	unnamed (-23443)
SAA1	unnamed (+46286)
SAAL1	unnamed (+4691)
SACM1L	unnamed (+50563), unnamed (+51663)
SAFB	unnamed (+40722)
SAG	unnamed (-53771), unnamed (-51746), unnamed (-37921), unnamed (-37671), unnamed (-34396), unnamed (-28946), unnamed (-24921), unnamed (-18696)
SAMD3	unnamed (-43663), unnamed (+99712), unnamed (+101337)
SAMD4A	unnamed (-34812), unnamed (-34387), unnamed (-3087), unnamed (+488), unnamed (+59713), unnamed (+144513), unnamed (+145038), unnamed (+162313), unnamed (+163163), unnamed (+291338)
SAMM50	unnamed (+1004)
SAMSN1	unnamed (-480148), unnamed (-468773), unnamed (-418423), unnamed (-296098), unnamed (-92023)
SAP130	unnamed (+153895)
SAP30BP	unnamed (-19541), unnamed (-991)
SAPCD2	unnamed (+1988)
SAR1A	unnamed (-53252), unnamed (-52927)
SARDH	unnamed (-68830)
SARNP	unnamed (+41756), unnamed (+45006)
SARS	unnamed (-80257)
SART3	unnamed (+13614)
SASH1	unnamed (+432), unnamed (+177157), unnamed (+295107), unnamed (+340607), unnamed (+351732), unnamed (+358182)
SATB1	unnamed (-316627)
SATB2	unnamed (-854)
SAV1	unnamed (-160094), unnamed (-133669), unnamed (-126144), unnamed (-122869), unnamed (-119494), unnamed (-118019), unnamed (-117194), unnamed (-116419), unnamed (-114119), unnamed (-107294), unnamed (-86819), unnamed (-82444)
SAYSD1	unnamed (-82936)
SBF1	unnamed (+33099)
SBNO2	unnamed (+61683)
SBSPON	unnamed (+69747), unnamed (+78247)
SC5D	unnamed (+80297), unnamed (+81872), unnamed (+113547), unnamed (+130272), unnamed (+137597), unnamed (+138947), unnamed (+153347), unnamed (+154522)
SCAF11	unnamed (+76290), unnamed (+98240)
SCAF4	unnamed (+55275)
SCAF8	unnamed (-49978), unnamed (-48103), unnamed (+67147), unnamed (+70847), unnamed (+80222), unnamed (+93247), unnamed (+94222)
SCARA3	unnamed (+116944)
SCARB1	unnamed (-20878), unnamed (-5503), unnamed (-553), unnamed (+822), unnamed (+1497), unnamed (+2172), unnamed (+7247), unnamed (+9047), unnamed (+16422), unnamed (+35472), unnamed (+64147), unnamed (+66922), unnamed (+69597), unnamed (+80847)
SCCPDH	unnamed (-143797), unnamed (-94822)
SCEL	unnamed (-190835), unnamed (-182235), unnamed (-175535), unnamed (-120610), unnamed (-119410), unnamed (-106710), unnamed (-105460), unnamed (-57735), unnamed (-57135), unnamed (-21635)
SCFD1	unnamed (-3262)
SCG3	unnamed (+37222), unnamed (+54397)
SCG5	unnamed (-6626)
SCGB1D1	unnamed (-56666), unnamed (-52516)
SCHIP1	unnamed (-76036), unnamed (+20814), unnamed (+64889)
SCIMP	unnamed (+34960)
SCML4	unnamed (-87413)
SCN3A	unnamed (+10493)
SCN4A	unnamed (+18893)
SCN4B	unnamed (+35170)
SCN7A	unnamed (-123807)
SCP2D1	unnamed (-135301), unnamed (-134251), unnamed (-84676)
SCPEP1	unnamed (+1170), unnamed (+25970), unnamed (+27595), unnamed (+28520)
SCRN1	unnamed (-31036)
SCX	unnamed (-33260), unnamed (-24810)
SCYL1	unnamed (-113777), unnamed (-86352)
SCYL3	unnamed (+19784), unnamed (+33984), unnamed (+41259)
SDC1	unnamed (+72233)
SDC2	unnamed (-203051)
SDC3	unnamed (-118764), unnamed (-98714), unnamed (-70989), unnamed (-62239), unnamed (-61289), unnamed (-55314), unnamed (-54739)
SDCBP	unnamed (+96096)
SDCBP2	unnamed (-53293), unnamed (-51068)
SDCCAG8	unnamed (+58319), unnamed (+340244)
SDF2	unnamed (-40900), unnamed (-31875)
SDHAF3	unnamed (+1960)
SDHB	unnamed (+15520)
SDK1	unnamed (+294977), unnamed (+446402), unnamed (+460702)
SDR16C5	unnamed (+651)
SDR42E1	unnamed (+95163), unnamed (+119263), unnamed (+128838), unnamed (+152788), unnamed (+161138)
SEC11C	unnamed (-242202), unnamed (-241102), unnamed (-238827), unnamed (-209627), unnamed (-201577), unnamed (-200952), unnamed (-197152), unnamed (-196527), unnamed (-195652), unnamed (-191427), unnamed (-190377), unnamed (-189652), unnamed (-189277), unnamed (-188852), unnamed (-166777), unnamed (-146352), unnamed (-88902), unnamed (+2548), unnamed (+4073), unnamed (+7023), unnamed (+7373), unnamed (+7848)
SEC13	unnamed (-67791), unnamed (+21609)
SEC14L1	unnamed (-130449), unnamed (-119049), unnamed (-90474), unnamed (-89724)
SEC22A	unnamed (-57247)
SEC23A	unnamed (+113353)
SEC23IP	unnamed (+21914), unnamed (+23664), unnamed (+24164), unnamed (+25589), unnamed (+26939), unnamed (+27814), unnamed (+28714)
SEC24B	unnamed (+36303)
SEC24D	unnamed (+30963), unnamed (+69738), unnamed (+78013)
SEC61A1	unnamed (+63031)
SEC62	unnamed (+10260), unnamed (+36310)
SEC63	unnamed (+46464)
SECISBP2	unnamed (-4281), unnamed (+37219), unnamed (+39069), unnamed (+42844), unnamed (+45094), unnamed (+45619), unnamed (+66569), unnamed (+72094), unnamed (+81519), unnamed (+84569)
SEL1L	unnamed (+32536)
SELENOF	unnamed (+46515), unnamed (+55440)
SELENOI	unnamed (+32136)
SELENOM	unnamed (+28769)
SELENOO	unnamed (-2129)
SELENOS	unnamed (-14625)
SELENOT	unnamed (-3388), unnamed (+2387), unnamed (+6912), unnamed (+77687)
SELPLG	unnamed (-31772)
SEMA4C	unnamed (-180504), unnamed (-178629), unnamed (-176904)
SEMA4D	unnamed (+15758), unnamed (+18808), unnamed (+28233), unnamed (+33758), unnamed (+54708), unnamed (+55233), unnamed (+57483), unnamed (+61258), unnamed (+63108)
SENP1	unnamed (-1792), unnamed (+8208), unnamed (+15208), unnamed (+19983), unnamed (+58283)
SENP2	unnamed (+8051), unnamed (+39726), unnamed (+159176)
SENP5	unnamed (+61694), unnamed (+62044), unnamed (+63044)
SEPHS2	unnamed (-6094)
SEPT10	unnamed (+357718)
SEPT11	unnamed (-260737), unnamed (+91288), unnamed (+103563), unnamed (+113113)
SEPT2	unnamed (-5261), unnamed (-4111)
SEPT9	unnamed (+40740), unnamed (+42640), unnamed (+101240), unnamed (+386115)
SERHL2	unnamed (+29131)
SERP1	unnamed (-2501), unnamed (+3274), unnamed (+19199), unnamed (+19524)
SERP2	unnamed (-114717), unnamed (-97642), unnamed (-32117), unnamed (+58), unnamed (+62508), unnamed (+63508)
SERPINB12	unnamed (+6765)
SERPINB13	unnamed (-24375)
SERPINC1	unnamed (-80547)
SERPINE3	unnamed (-87357), unnamed (+28743), unnamed (+55643), unnamed (+89818)
SERPINI1	unnamed (+37577)
SERPINI2	unnamed (-218118)
SERTAD2	unnamed (-198387), unnamed (-172037), unnamed (+70838), unnamed (+74388)
SESN1	unnamed (+190544)
SESN3	unnamed (-552778), unnamed (-550853), unnamed (-549628), unnamed (-546703), unnamed (-544478), unnamed (-535653)
SESTD1	unnamed (-10260), unnamed (+83065)
SETBP1	unnamed (-133548), unnamed (+689252), unnamed (+692377), unnamed (+775302)
SETD2	unnamed (+108967), unnamed (+147742)
SETD3	unnamed (+79204)
SETD4	unnamed (+14911), unnamed (+24636), unnamed (+869511), unnamed (+870861)
SETDB1	unnamed (+23061)
SETDB2	unnamed (+14751)
SETMAR	unnamed (-239729), unnamed (-237979)
SF3B1	unnamed (+1391)
SF3B5	unnamed (-49252), unnamed (-48902), unnamed (-34252)
SFI1	unnamed (+54012), unnamed (+108062), unnamed (+129712)
SFMBT2	unnamed (-97039), unnamed (-96564), unnamed (-80864), unnamed (-73114), unnamed (-70214), unnamed (-69114), unnamed (-33989), unnamed (+483011), unnamed (+484136)
SFSWAP	unnamed (-730387), unnamed (-199387), unnamed (+36438), unnamed (+46088)
SFTA2	unnamed (+10425)
SFXN4	unnamed (+4242), unnamed (+22192)
SGCD	unnamed (+75868)
SGIP1	unnamed (-131857)
SGK1	unnamed (-510342), unnamed (-61542), unnamed (+69983), unnamed (+71158), unnamed (+72583), unnamed (+82608), unnamed (+87808), unnamed (+100633), unnamed (+101583), unnamed (+117958), unnamed (+139733), unnamed (+141808), unnamed (+143983), unnamed (+145383)
SGMS1	unnamed (-29342), unnamed (+171283), unnamed (+264783), unnamed (+275733), unnamed (+287908), unnamed (+306983), unnamed (+308233)
SGO1	unnamed (+1641), unnamed (+12016), unnamed (+18466), unnamed (+21291), unnamed (+25591)
SGSM3	unnamed (+6139), unnamed (+34064), unnamed (+51914), unnamed (+53914), unnamed (+54964), unnamed (+58914), unnamed (+63289), unnamed (+68514), unnamed (+79364), unnamed (+116814), unnamed (+123239)
SGTA	unnamed (+13971), unnamed (+14396)
SH2B2	unnamed (-454905), unnamed (-452930), unnamed (-425980), unnamed (-409855), unnamed (-387980), unnamed (-210955), unnamed (-120230), unnamed (-109730), unnamed (-49030), unnamed (+16020)
SH2B3	unnamed (+172652)
SH2D2A	unnamed (+19648)
SH2D4A	unnamed (+146708), unnamed (+202458), unnamed (+202983), unnamed (+263408)
SH3BGRL3	unnamed (+22249)
SH3BP4	unnamed (-408785), unnamed (-407710)
SH3BP5	unnamed (+113629)
SH3D21	unnamed (-53735), unnamed (-53035), unnamed (-52185), unnamed (-27660), unnamed (-24010), unnamed (-22985), unnamed (-21535)
SH3GL1	unnamed (+24697)
SH3GL2	unnamed (+127)
SH3GLB1	unnamed (+154355), unnamed (+163280)
SH3GLB2	unnamed (+40579)
SH3RF1	unnamed (-330245), unnamed (-370), unnamed (+55530), unnamed (+56405), unnamed (+60080), unnamed (+81030)
SH3RF2	unnamed (+227823)
SH3RF3	unnamed (+127077)
SH3TC1	unnamed (+13283)
SHANK1	unnamed (+58113)
SHANK2	unnamed (-590657), unnamed (-589907), unnamed (-542557)
SHC3	unnamed (-126008)
SHCBP1	unnamed (+4101), unnamed (+5026), unnamed (+17926), unnamed (+21351)
SHE	unnamed (+5513), unnamed (+8363), unnamed (+9113)
SHH	unnamed (-961727), unnamed (-39977), unnamed (+75898), unnamed (+107198), unnamed (+109323)
SHISA2	unnamed (+144481)
SHISA3	unnamed (+18836), unnamed (+81261), unnamed (+171636), unnamed (+173936), unnamed (+175861), unnamed (+180636), unnamed (+182111), unnamed (+185486), unnamed (+186036), unnamed (+188011), unnamed (+202111), unnamed (+206586), unnamed (+208511), unnamed (+220411), unnamed (+226136), unnamed (+227836), unnamed (+233386), unnamed (+236411), unnamed (+240186), unnamed (+242261), unnamed (+243761), unnamed (+245261), unnamed (+247586), unnamed (+249186), unnamed (+251986)
SHISA8	unnamed (+8517), unnamed (+10417), unnamed (+11442), unnamed (+12692), unnamed (+20892), unnamed (+23042), unnamed (+24542), unnamed (+26617), unnamed (+29142), unnamed (+32467), unnamed (+33392), unnamed (+36317), unnamed (+38517), unnamed (+39392), unnamed (+47892), unnamed (+49267), unnamed (+50792), unnamed (+54042), unnamed (+55042), unnamed (+57167), unnamed (+65942), unnamed (+67217), unnamed (+68517), unnamed (+71417), unnamed (+73342), unnamed (+79842)
SHOC2	unnamed (+1778), unnamed (+53303), unnamed (+76628)
SHPRH	unnamed (+59089), unnamed (+59889)
SHQ1	unnamed (+27380)
SHROOM3	unnamed (+254000)
SIAE	unnamed (-51544)
SIAH2	unnamed (-1948), unnamed (+82402), unnamed (+153177)
SIAH3	unnamed (-150814)
SIDT2	unnamed (-22358)
SIGLEC15	unnamed (+59038), unnamed (+88363)
SIK1	unnamed (+71753), unnamed (+83878), unnamed (+85428), unnamed (+110778), unnamed (+233128)
SIM1	unnamed (+236004)
SIM2	unnamed (-156234), unnamed (+215741)
SIN3A	unnamed (-17421)
SIPA1	unnamed (-18896), unnamed (-14996), unnamed (-12571), unnamed (-3721), unnamed (+6554)
SIRPA	unnamed (-229408), unnamed (-43508), unnamed (+58967)
SIRPG	unnamed (-193221), unnamed (-7321)
SIRT1	unnamed (+105206), unnamed (+123306), unnamed (+162781), unnamed (+164331), unnamed (+167731), unnamed (+171831)
SIRT6	unnamed (+1804)
SIX1	unnamed (-7488)
SIX4	unnamed (+67184)
SKAP1	unnamed (+304540), unnamed (+319965)
SKAP2	unnamed (+141293), unnamed (+463993)
SKI	unnamed (+158130)
SKIL	unnamed (+24252)
SKOR1	unnamed (-57854)
SKOR2	unnamed (-596622), unnamed (+56053)
SKP1	unnamed (-45637)
SKP2	unnamed (+24658)
SLAMF1	unnamed (-17867), unnamed (-4092), unnamed (+13733)
SLAMF7	unnamed (-6665)
SLC10A7	unnamed (+63017), unnamed (+333792)
SLC11A2	unnamed (+40625)
SLC12A7	unnamed (-21740)
SLC12A8	unnamed (-141551), unnamed (-137876)
SLC14A2	unnamed (-244651), unnamed (-241526), unnamed (-158601)
SLC15A1	unnamed (-69496)
SLC15A2	unnamed (-22339), unnamed (-21114), unnamed (-20614), unnamed (-14614), unnamed (-1714), unnamed (+1986), unnamed (+6336), unnamed (+18961), unnamed (+19661), unnamed (+85861), unnamed (+97711), unnamed (+109636)
SLC15A4	unnamed (+8858), unnamed (+16433), unnamed (+18783), unnamed (+22108), unnamed (+22583), unnamed (+30483), unnamed (+31308), unnamed (+33408)
SLC15A5	unnamed (+291835)
SLC16A1	unnamed (+18513)
SLC16A10	unnamed (+97)
SLC16A14	unnamed (-65926), unnamed (-56626)
SLC16A4	unnamed (+11032), unnamed (+15382), unnamed (+39332), unnamed (+45457), unnamed (+47207)
SLC16A6	unnamed (-146659)
SLC16A7	unnamed (-68862)
SLC19A1	unnamed (+6921), unnamed (+8921)
SLC1A1	unnamed (-26844), unnamed (-194), unnamed (+69081)
SLC1A2	unnamed (+84949)
SLC1A4	unnamed (-163451), unnamed (-137101)
SLC22A1	unnamed (-21764)
SLC22A12	unnamed (+31240)
SLC22A13	unnamed (-55362), unnamed (-17512), unnamed (-17212)
SLC22A16	unnamed (-237534), unnamed (-83959)
SLC22A23	unnamed (-293691), unnamed (-289591)
SLC22A5	unnamed (+43527)
SLC24A1	unnamed (+37443), unnamed (+37818)
SLC24A3	unnamed (+614979), unnamed (+616354)
SLC25A15	unnamed (+200003), unnamed (+224428)
SLC25A24	unnamed (+158308)
SLC25A25	unnamed (+32557)
SLC25A26	unnamed (+339365), unnamed (+356765), unnamed (+363865)
SLC25A28	unnamed (+50439)
SLC25A33	unnamed (-236532), unnamed (-221332), unnamed (-206507), unnamed (-176832), unnamed (-175657), unnamed (-139132), unnamed (-133132), unnamed (-128582), unnamed (-125407), unnamed (-121657), unnamed (-118332), unnamed (-116332), unnamed (-114207), unnamed (-111957), unnamed (-109757), unnamed (+16893)
SLC25A34	unnamed (-2205)
SLC25A4	unnamed (+29234)
SLC25A42	unnamed (+1876), unnamed (+3351), unnamed (+11976), unnamed (+16101)
SLC25A46	unnamed (+11681)
SLC25A52	unnamed (-133745), unnamed (-118395), unnamed (-95670)
SLC26A7	unnamed (-172782), unnamed (-169857)
SLC26A9	unnamed (+84835)
SLC27A3	unnamed (-4467), unnamed (+79558), unnamed (+81358)
SLC28A3	unnamed (+351633)
SLC2A1	unnamed (+107048)
SLC2A12	unnamed (-195439), unnamed (-194264), unnamed (-192839), unnamed (-182814), unnamed (-177614), unnamed (-164789), unnamed (-163839), unnamed (-147464), unnamed (-125689), unnamed (-123614), unnamed (-121439), unnamed (-120039)
SLC2A13	unnamed (-87966), unnamed (-86266)
SLC2A2	unnamed (-320950), unnamed (-229125)
SLC2A5	unnamed (-559), unnamed (+641), unnamed (+26466), unnamed (+28216), unnamed (+30991), unnamed (+32466)
SLC2A6	unnamed (+5387), unnamed (+6237)
SLC2A7	unnamed (-16905), unnamed (-15155), unnamed (-12380), unnamed (-10905)
SLC30A4	unnamed (+64032)
SLC30A5	unnamed (-808471), unnamed (-686321), unnamed (-657896), unnamed (-528271), unnamed (-381896)
SLC30A6	unnamed (-85614)
SLC30A7	unnamed (+99349)
SLC30A9	unnamed (-45622), unnamed (-38722)
SLC31A1	unnamed (+11663)
SLC31A2	unnamed (+29183), unnamed (+59108)
SLC32A1	unnamed (-50137)
SLC35A5	unnamed (+18140), unnamed (+19140)
SLC35D1	unnamed (-58101), unnamed (-56676), unnamed (+1374), unnamed (+33124), unnamed (+34174), unnamed (+48824), unnamed (+51149), unnamed (+51424), unnamed (+52799), unnamed (+73449), unnamed (+92549), unnamed (+105074)
SLC35D2	unnamed (-30853), unnamed (-28703)
SLC35E1	unnamed (-28218)
SLC35E3	unnamed (-24106), unnamed (+56194)
SLC35F5	unnamed (-103677)
SLC35G5	unnamed (-36838), unnamed (-18013)
SLC37A1	unnamed (+11961), unnamed (+52036)
SLC38A11	unnamed (-238064)
SLC38A8	unnamed (-59618)
SLC39A10	unnamed (+39428)
SLC39A11	unnamed (-39812), unnamed (+669988), unnamed (+670663)
SLC39A3	unnamed (-29248), unnamed (-28823)
SLC39A5	unnamed (+11573)
SLC39A8	unnamed (+473739), unnamed (+481414), unnamed (+483414), unnamed (+530264), unnamed (+530739), unnamed (+532839), unnamed (+539964)
SLC3A1	unnamed (-37835)
SLC40A1	unnamed (+115237)
SLC41A1	unnamed (+17851), unnamed (+20076), unnamed (+21201)
SLC41A2	unnamed (-38095), unnamed (+118855), unnamed (+348330), unnamed (+408205)
SLC43A1	unnamed (+30236)
SLC44A1	unnamed (+86353)
SLC44A2	unnamed (+367)
SLC45A1	unnamed (+62974), unnamed (+69249), unnamed (+70049), unnamed (+74449), unnamed (+74699), unnamed (+81499), unnamed (+103149), unnamed (+112399), unnamed (+176249), unnamed (+179774), unnamed (+325549)
SLC45A3	unnamed (-67466), unnamed (-66491), unnamed (-31066), unnamed (-30691), unnamed (-24566), unnamed (+12834), unnamed (+14009), unnamed (+15909), unnamed (+17034), unnamed (+19784)
SLC45A4	unnamed (+60004), unnamed (+71104), unnamed (+73379), unnamed (+74379), unnamed (+77179), unnamed (+78229), unnamed (+79179), unnamed (+87179), unnamed (+90929), unnamed (+94254), unnamed (+96804), unnamed (+103804), unnamed (+104379), unnamed (+105804), unnamed (+109354), unnamed (+110654), unnamed (+112204), unnamed (+117779), unnamed (+118554), unnamed (+120354), unnamed (+123829)
SLC46A2	unnamed (+103163), unnamed (+116863)
SLC4A1	unnamed (+20141)
SLC4A11	unnamed (+16241)
SLC4A3	unnamed (-13240), unnamed (+15360)
SLC4A7	unnamed (-182278), unnamed (-149203), unnamed (-148853), unnamed (-148178), unnamed (-127028), unnamed (-126078), unnamed (-107153), unnamed (-49778), unnamed (+3122), unnamed (+4472), unnamed (+16872), unnamed (+39272), unnamed (+91047), unnamed (+92872)
SLC5A10	unnamed (-62890), unnamed (-48465), unnamed (-35140), unnamed (-30940), unnamed (+16435), unnamed (+39260)
SLC5A9	unnamed (+5413)
SLC6A1	unnamed (+161776)
SLC6A12	unnamed (+82488), unnamed (+107838), unnamed (+108538)
SLC6A13	unnamed (-25114)
SLC6A19	unnamed (-67820)
SLC6A20	unnamed (+55610), unnamed (+56710)
SLC6A3	unnamed (-69970), unnamed (-42845), unnamed (-40970), unnamed (-38445)
SLC6A4	unnamed (+70193), unnamed (+77443)
SLC6A5	unnamed (-161200)
SLC6A9	unnamed (-8800)
SLC7A1	unnamed (+10438), unnamed (+85688), unnamed (+469988)
SLC7A11	unnamed (-51), unnamed (+51674), unnamed (+127499), unnamed (+205874), unnamed (+206824)
SLC8A1	unnamed (+230186), unnamed (+411286)
SLC8B1	unnamed (+68905), unnamed (+72680), unnamed (+75355), unnamed (+111030)
SLC9A1	unnamed (+54935)
SLC9A9	unnamed (+16681)
SLC9B1	unnamed (-47111)
SLC9B2	unnamed (-16027), unnamed (+9923)
SLC9C1	unnamed (-4342), unnamed (-2467), unnamed (+47233)
SLCO3A1	unnamed (+248480), unnamed (+307655)
SLCO4A1	unnamed (-36845), unnamed (-35670)
SLCO5A1	unnamed (-200111), unnamed (-61), unnamed (+514), unnamed (+96189), unnamed (+158789)
SLCO6A1	unnamed (-257409), unnamed (-256634)
SLF1	unnamed (+54653)
SLFNL1	unnamed (-4813), unnamed (+4887), unnamed (+7237)
SLIT1	unnamed (-93255), unnamed (-91980), unnamed (-88930), unnamed (-69955)
SLIT2	unnamed (+165361)
SLK	unnamed (+15949), unnamed (+16574)
SLMAP	unnamed (+105617)
SLU7	unnamed (-1181)
SLURP1	unnamed (+8011)
SLX4IP	unnamed (+41022)
SMAD1	unnamed (-264436)
SMAD2	unnamed (+82334)
SMAD3	unnamed (-232745), unnamed (-200220), unnamed (-198995), unnamed (-157445), unnamed (-9470), unnamed (+10455), unnamed (+27205), unnamed (+28255), unnamed (+43355), unnamed (+44730), unnamed (+72280), unnamed (+99280), unnamed (+114755)
SMAD6	unnamed (-84528), unnamed (+130872), unnamed (+163397), unnamed (+164622), unnamed (+206172), unnamed (+354147)
SMAD7	unnamed (-412989), unnamed (-212139), unnamed (+1036), unnamed (+2486), unnamed (+16811), unnamed (+19661), unnamed (+20686), unnamed (+22686), unnamed (+23636), unnamed (+30011), unnamed (+53586), unnamed (+130261), unnamed (+145886), unnamed (+159811), unnamed (+282536), unnamed (+327236)
SMAD9	unnamed (-64628), unnamed (-53978)
SMAGP	unnamed (-21735)
SMAP1	unnamed (+287924)
SMARCA2	unnamed (-970070), unnamed (+33105), unnamed (+54855), unnamed (+120005), unnamed (+137330), unnamed (+138330), unnamed (+138630), unnamed (+157455), unnamed (+241780)
SMARCA4	unnamed (+9174), unnamed (+74499)
SMARCAD1	unnamed (+1564), unnamed (+37364), unnamed (+38289), unnamed (+48264), unnamed (+49839)
SMARCAL1	unnamed (+80011)
SMARCB1	unnamed (+42862)
SMARCC1	unnamed (+2692)
SMARCD2	unnamed (+2190)
SMARCD3	unnamed (+11373)
SMC5	unnamed (+87788)
SMC6	unnamed (-1997), unnamed (+4928), unnamed (+16353), unnamed (+17903), unnamed (+19353), unnamed (+20053), unnamed (+24328), unnamed (+33253)
SMCHD1	unnamed (-66888), unnamed (-56988), unnamed (-55988), unnamed (-49963), unnamed (-48763), unnamed (-42338), unnamed (+37337), unnamed (+58637)
SMG7	unnamed (+3147), unnamed (+5847), unnamed (+7022), unnamed (+9272), unnamed (+15047), unnamed (+15497), unnamed (+39447), unnamed (+42347), unnamed (+58297), unnamed (+58572), unnamed (+61322), unnamed (+70972)
SMG9	unnamed (+10465)
SMIM18	unnamed (-170850), unnamed (+13150)
SMIM2	unnamed (-180468), unnamed (-114943), unnamed (-97868), unnamed (+43807)
SMIM29	unnamed (+9758)
SMIM4	unnamed (+18095), unnamed (+41470)
SMIM5	unnamed (-9870), unnamed (-7720)
SMIM6	unnamed (+1138)
SMIM8	unnamed (-116288), unnamed (-113763), unnamed (-113388), unnamed (-71213)
SMLR1	unnamed (-313606), unnamed (-302081), unnamed (-300356), unnamed (+20394)
SMO	unnamed (-36972), unnamed (-28222), unnamed (-27247), unnamed (-25747)
SMPD3	unnamed (-42737), unnamed (+110488)
SMR3B	unnamed (+9747)
SMTN	unnamed (+8440)
SMUG1	unnamed (-69656), unnamed (-26006)
SMURF1	unnamed (+31350)
SMYD3	unnamed (+23982)
SNAI1	unnamed (-33849), unnamed (+118676)
SNAI2	unnamed (-28021), unnamed (-27696)
SNAI3	unnamed (-12432), unnamed (-10957)
SNAP23	unnamed (-31685), unnamed (-19135), unnamed (-1560)
SNAPC1	unnamed (-57532), unnamed (-56232), unnamed (-55607), unnamed (-50607), unnamed (-49182), unnamed (-45057), unnamed (-41457), unnamed (-37732), unnamed (-35332), unnamed (-31657), unnamed (-29307), unnamed (-29082), unnamed (-27232), unnamed (-26032), unnamed (-25257), unnamed (-23907)
SNAPC3	unnamed (+52871), unnamed (+59471), unnamed (+63146)
SNAPC4	unnamed (+3097)
SNAPC5	unnamed (+55613)
SNCA	unnamed (+368240), unnamed (+513140)
SNCAIP	unnamed (+385543), unnamed (+411743)
SND1	unnamed (+32270), unnamed (+33020), unnamed (+37595), unnamed (+38670), unnamed (+40445), unnamed (+41895), unnamed (+52845), unnamed (+92845), unnamed (+157395), unnamed (+168645), unnamed (+170820), unnamed (+176620), unnamed (+177295), unnamed (+217345), unnamed (+239470), unnamed (+260295), unnamed (+275395), unnamed (+277270), unnamed (+346195)
SNED1	unnamed (+101037)
SNRPA1	unnamed (+3176)
SNRPD1	unnamed (+39033), unnamed (+39308), unnamed (+89883)
SNRPD3	unnamed (-12803), unnamed (-5753), unnamed (-4628)
SNRPF	unnamed (+10197)
SNTA1	unnamed (+31642), unnamed (+33192), unnamed (+36042)
SNTB1	unnamed (+63098), unnamed (+63798), unnamed (+64823)
SNTG2	unnamed (-255293), unnamed (-254543)
SNURF	unnamed (+377814), unnamed (+442564), unnamed (+446889), unnamed (+452539), unnamed (+453739), unnamed (+477339)
SNX1	unnamed (+14032), unnamed (+25582), unnamed (+27457), unnamed (+30132), unnamed (+35832), unnamed (+36957), unnamed (+38707), unnamed (+50307)
SNX10	unnamed (+108855), unnamed (+431555)
SNX11	unnamed (+2667), unnamed (+18092)
SNX13	unnamed (+1994), unnamed (+537744), unnamed (+637344)
SNX19	unnamed (+22559), unnamed (+317884)
SNX2	unnamed (-77246), unnamed (-51046)
SNX21	unnamed (+7173)
SNX22	unnamed (-41692), unnamed (-30142), unnamed (-28267), unnamed (-25592), unnamed (-19892), unnamed (-18767), unnamed (-17017), unnamed (-5417), unnamed (+1608)
SNX25	unnamed (-31762), unnamed (+59538), unnamed (+61488), unnamed (+128438), unnamed (+137363)
SNX29	unnamed (+68887), unnamed (+88312), unnamed (+123762), unnamed (+167112), unnamed (+169312), unnamed (+170262)
SNX30	unnamed (+23212), unnamed (+36912)
SNX6	unnamed (-83117), unnamed (-80667)
