# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
AAED1	unnamed (+8306)
SACS	unnamed (+88938), unnamed (+89813)
SAE1	unnamed (+98737)
SALL4	unnamed (-377955), unnamed (-371205), unnamed (-369530), unnamed (-367105), unnamed (-365905)
SARAF	unnamed (+310457)
SARDH	unnamed (-115830), unnamed (-45955)
SBK1	unnamed (+17956)
SCD	unnamed (+24401)
SCFD1	unnamed (+227263), unnamed (+233563)
SCG2	unnamed (-194822)
SCGB1A1	unnamed (+119290)
SCGB2B2	unnamed (+174299), unnamed (+174699), unnamed (+175874)
SCGN	unnamed (-355361), unnamed (-284461), unnamed (-282836), unnamed (-281636), unnamed (-274086), unnamed (-243986), unnamed (-239861)
SCML4	unnamed (+182737)
SCN2A	unnamed (+39241)
SCN4A	unnamed (+33718)
SCUBE2	unnamed (-69399)
SCYL1	unnamed (-36452), unnamed (-35627)
SDC3	unnamed (+129361), unnamed (+142411), unnamed (+144536)
SDE2	unnamed (-30844)
SEC11A	unnamed (+43714)
SEC14L1	unnamed (+124501)
SEC16B	unnamed (-97135)
SELENON	unnamed (-27901), unnamed (-25426), unnamed (-22951)
SELL	unnamed (+22323), unnamed (+23373), unnamed (+26723)
SELP	unnamed (-59263), unnamed (-58213), unnamed (-54863)
SEMA6A	unnamed (+192070)
SEMA7A	unnamed (+46617)
SEPT5	unnamed (-106939), unnamed (-99064), unnamed (-95864)
SEPT8	unnamed (+26200), unnamed (+29525)
SEPT9	unnamed (-68160), unnamed (+152015)
SERINC5	unnamed (+36679), unnamed (+49304), unnamed (+51004), unnamed (+61254), unnamed (+63479), unnamed (+65979), unnamed (+67404), unnamed (+69304), unnamed (+73029), unnamed (+79254), unnamed (+105604), unnamed (+106454), unnamed (+108329), unnamed (+109604), unnamed (+114054)
SERPIND1	unnamed (-223404), unnamed (-204779)
SERPINF1	unnamed (-9384), unnamed (-8709), unnamed (+341), unnamed (+1716), unnamed (+7566), unnamed (+8866), unnamed (+11141)
SERPINF2	unnamed (+9739), unnamed (+10414)
SERPINH1	unnamed (+855), unnamed (+22280)
SESN1	unnamed (+139169), unnamed (+220169), unnamed (+221444), unnamed (+223544)
SETBP1	unnamed (+110927)
SETD6	unnamed (+73962)
SFMBT1	unnamed (+2193), unnamed (+3543), unnamed (+4468), unnamed (+9693), unnamed (+13818), unnamed (+15218), unnamed (+17693), unnamed (+19268), unnamed (+20468), unnamed (+25818), unnamed (+34668), unnamed (+37068), unnamed (+39968), unnamed (+54068), unnamed (+63743), unnamed (+64668), unnamed (+67718)
SFTPB	unnamed (-3034), unnamed (-59), unnamed (+1791)
SFXN1	unnamed (+39230)
SGCA	unnamed (+2770), unnamed (+3220)
SGCG	unnamed (+140748), unnamed (+141623)
SGIP1	unnamed (-261657), unnamed (-254632), unnamed (-191507)
SGPP1	unnamed (-41361), unnamed (-25036), unnamed (-17036), unnamed (-16386), unnamed (-11311), unnamed (-9086), unnamed (-836), unnamed (+4239), unnamed (+77414)
SGSM3	unnamed (+148614)
SGTB	unnamed (+27530)
SH3BP1	unnamed (-23150), unnamed (-22200), unnamed (-19900), unnamed (-18225), unnamed (-16925)
SH3BP5	unnamed (-69471), unnamed (-58321), unnamed (-57696), unnamed (-56521), unnamed (-16296), unnamed (-14971), unnamed (-1021), unnamed (+9504), unnamed (+10629), unnamed (+13929), unnamed (+16254), unnamed (+19054)
SH3D21	unnamed (+13290), unnamed (+14315)
SH3PXD2A	unnamed (+174281)
SH3TC2	unnamed (+224574), unnamed (+226724), unnamed (+235299)
SHE	unnamed (+60463)
SHH	unnamed (-284402)
SIAH1	unnamed (-159299), unnamed (-89849), unnamed (-61974), unnamed (+751)
SIGLEC5	unnamed (+39295)
SIL1	unnamed (+222798)
SIPA1L1	unnamed (-587400)
SIPA1L3	unnamed (+74647), unnamed (+131047), unnamed (+189097), unnamed (+293947)
SIRPA	unnamed (-22283)
SIRPG	unnamed (-214446)
SIX3	unnamed (-226723), unnamed (-172923)
SKA1	unnamed (-66595)
SKAP1	unnamed (+14440), unnamed (+16990), unnamed (+70515), unnamed (+130115)
SKI	unnamed (+8080), unnamed (+17230), unnamed (+19055), unnamed (+20230), unnamed (+31455)
SKP1	unnamed (+53588)
SLA	unnamed (-13342), unnamed (-8842), unnamed (-4892), unnamed (-3192), unnamed (-1717), unnamed (-1017)
SLAMF1	unnamed (+40758)
SLAMF6	unnamed (-34972), unnamed (+73078), unnamed (+75953)
SLC12A3	unnamed (+53618), unnamed (+54093)
SLC14A2	unnamed (-822976)
SLC16A5	unnamed (-9588), unnamed (-1663), unnamed (-213), unnamed (+13337)
SLC1A5	unnamed (-58006)
SLC23A2	unnamed (+13393), unnamed (+26368), unnamed (+29568), unnamed (+31618), unnamed (+47293), unnamed (+47643), unnamed (+48743)
SLC25A17	unnamed (+90132), unnamed (+90357), unnamed (+90832)
SLC25A19	unnamed (-27476)
SLC25A26	unnamed (+178840)
SLC27A3	unnamed (+22608)
SLC29A2	unnamed (-19305)
SLC29A3	unnamed (+41042)
SLC29A4	unnamed (-53405), unnamed (-49430)
SLC35B1	unnamed (-41476), unnamed (-8251)
SLC35B3	unnamed (+252683)
SLC39A12	unnamed (-92289), unnamed (-33339)
SLC41A2	unnamed (+434880), unnamed (+446430)
SLC45A1	unnamed (+305749), unnamed (+315949), unnamed (+342599), unnamed (+370474)
SLC45A4	unnamed (-25096), unnamed (-24196)
SLC46A2	unnamed (+21988), unnamed (+29413)
SLC47A2	unnamed (-7544)
SLC5A11	unnamed (+75509), unnamed (+146434)
SLC6A16	unnamed (+14150)
SLC9A1	unnamed (+49285)
SLC9A8	unnamed (-27163)
SLC9A9	unnamed (+177481), unnamed (+180256), unnamed (+204006), unnamed (+261031), unnamed (+262381), unnamed (+310681), unnamed (+320706), unnamed (+370356), unnamed (+417856), unnamed (+418456)
SLCO4A1	unnamed (+2005), unnamed (+11780), unnamed (+12855), unnamed (+13480)
SMAD4	unnamed (+108537), unnamed (+129462), unnamed (+130012)
SMAD5	unnamed (-101895), unnamed (-100795)
SMARCA5	unnamed (-174338), unnamed (-172563), unnamed (-169188), unnamed (-165863), unnamed (-164838), unnamed (-162088), unnamed (-151938), unnamed (-151363), unnamed (-149513), unnamed (-148188), unnamed (-139938), unnamed (-138013), unnamed (-131263), unnamed (-129438)
SMARCC1	unnamed (+168217)
SMARCC2	unnamed (-19624)
SMARCE1	unnamed (+35108), unnamed (+37508), unnamed (+40258), unnamed (+42958), unnamed (+43633), unnamed (+45483), unnamed (+48083), unnamed (+65583), unnamed (+66508)
SMC3	unnamed (-68541), unnamed (+50334)
SMIM14	unnamed (+22965)
SMIM15	unnamed (-114951)
SMIM20	unnamed (-1954), unnamed (+218071), unnamed (+218646), unnamed (+224721), unnamed (+225821), unnamed (+227121), unnamed (+229121), unnamed (+230996), unnamed (+236921), unnamed (+303671)
SMIM23	unnamed (+182109)
SMIM29	unnamed (-96617), unnamed (-92917)
SMNDC1	unnamed (-157749), unnamed (-156424), unnamed (-154649), unnamed (-152349), unnamed (-136974), unnamed (-83074), unnamed (-49149), unnamed (+92701), unnamed (+95476), unnamed (+96301)
SMOX	unnamed (-132929)
SMYD4	unnamed (-3769), unnamed (-1094), unnamed (+56781), unnamed (+59056), unnamed (+60356), unnamed (+66206)
SNAPC5	unnamed (+25963)
SNN	unnamed (+31211)
SNRNP35	unnamed (-17348), unnamed (-14373), unnamed (+14877), unnamed (+16277), unnamed (+20252)
SNRPC	unnamed (-4506)
SNRPE	unnamed (-41615)
SNX11	unnamed (+192517), unnamed (+252117), unnamed (+305642), unnamed (+308192)
SNX18	unnamed (+1610), unnamed (+3585), unnamed (+6435), unnamed (+7535), unnamed (+8660), unnamed (+12460), unnamed (+16110), unnamed (+18060), unnamed (+19285), unnamed (+20310), unnamed (+22185), unnamed (+24760), unnamed (+246235), unnamed (+254385), unnamed (+256785), unnamed (+275185), unnamed (+276660), unnamed (+282785), unnamed (+311210), unnamed (+315785), unnamed (+318335)
SNX20	unnamed (-4998)
SNX24	unnamed (+70351)
SNX29	unnamed (+308387), unnamed (+313237), unnamed (+314562), unnamed (+318387), unnamed (+320387), unnamed (+338162), unnamed (+342112), unnamed (+483387)
SNX30	unnamed (+110662), unnamed (+118087)
SNX4	unnamed (+3622)
SNX9	unnamed (-8039), unnamed (+2111), unnamed (+54786), unnamed (+69286)
SOBP	unnamed (+151617)
SOCS1	unnamed (+166929), unnamed (+168429), unnamed (+169429), unnamed (+170629), unnamed (+180354)
SP4	unnamed (+2091), unnamed (+4716), unnamed (+23291)
SPAG4	unnamed (-8767), unnamed (-4817), unnamed (+3983)
SPARC	unnamed (-69360), unnamed (-61685), unnamed (-58210)
SPATA31D1	unnamed (+140653)
SPATS2L	unnamed (-1425), unnamed (+156750), unnamed (+159500)
SPEN	unnamed (+104761), unnamed (+109986), unnamed (+111336), unnamed (+112111), unnamed (+126411)
SPN	unnamed (-844)
SPOCK2	unnamed (+87898), unnamed (+89523)
SPON2	unnamed (+53987)
SPP2	unnamed (+373001), unnamed (+374401), unnamed (+438251), unnamed (+439201), unnamed (+441251)
SPRY2	unnamed (-68591), unnamed (-60041)
SPTAN1	unnamed (-1590)
SQSTM1	unnamed (+31066), unnamed (+33441)
SRGAP3	unnamed (+69129), unnamed (+79054)
SRGN	unnamed (-39993), unnamed (-35593), unnamed (-31093), unnamed (-26593), unnamed (-1968)
SRMS	unnamed (+2554), unnamed (+3804)
SRP14	unnamed (-63312), unnamed (-22487), unnamed (-17087), unnamed (-14412)
SRP68	unnamed (+8003)
SRR	unnamed (-232879), unnamed (-227954)
ST3GAL3	unnamed (+125317), unnamed (+126092)
ST3GAL5	unnamed (-151695), unnamed (+3330), unnamed (+5055), unnamed (+30505), unnamed (+60855)
STAB2	unnamed (-152823)
STAC2	unnamed (-66953), unnamed (-12753)
STAM	unnamed (+10175), unnamed (+12650), unnamed (+14625), unnamed (+22700), unnamed (+25875), unnamed (+29775), unnamed (+39075)
STAMBPL1	unnamed (+16741), unnamed (+19891)
STARD13	unnamed (+179405)
STEAP3	unnamed (+116394)
STIM1	unnamed (+12247)
STIM2	unnamed (-74441)
STK10	unnamed (+121861)
STK4	unnamed (+121926)
STMN3	unnamed (+14602), unnamed (+18852), unnamed (+22177)
STT3B	unnamed (+281935)
STUM	unnamed (+54425)
STX16	unnamed (-16933), unnamed (-16083)
STX16-NPEPL1	unnamed (+10166)
STYK1	unnamed (-46983), unnamed (-35633)
SULF2	unnamed (-571564), unnamed (-556164), unnamed (-553464), unnamed (-38689), unnamed (+486)
SUN1	unnamed (-1251), unnamed (+949)
SUPT4H1	unnamed (-17223)
SUSD1	unnamed (+97717), unnamed (+99542), unnamed (+101842), unnamed (+105642), unnamed (+108092), unnamed (+110217), unnamed (+112717), unnamed (+114817), unnamed (+116167), unnamed (+140192), unnamed (+146692), unnamed (+147517), unnamed (+153642), unnamed (+155417), unnamed (+156867), unnamed (+160617), unnamed (+161267), unnamed (+170642), unnamed (+174392), unnamed (+177017), unnamed (+187367), unnamed (+188817), unnamed (+236292), unnamed (+254292), unnamed (+256842), unnamed (+261542), unnamed (+262792), unnamed (+267392), unnamed (+268917), unnamed (+270742), unnamed (+271417), unnamed (+271867), unnamed (+274117)
SYF2	unnamed (+234418)
SYNE2	unnamed (-115858), unnamed (-113633), unnamed (-108558), unnamed (-107908), unnamed (-99908), unnamed (-83583)
SYNE3	unnamed (+79986)
SYNGR2	unnamed (+3217)
SYNJ2	unnamed (-156512), unnamed (-103837), unnamed (-89337)
SYT17	unnamed (+1376), unnamed (+2851), unnamed (+4251), unnamed (+5826), unnamed (+38001)
SYTL3	unnamed (+58786)
TAB2	unnamed (-191902), unnamed (-55227)
TAGAP	unnamed (-56223), unnamed (-55273), unnamed (-19848)
TALDO1	unnamed (-22479)
TAOK1	unnamed (+169150)
TAOK3	unnamed (+226870), unnamed (+227570), unnamed (+227995)
TARBP1	unnamed (+82278)
TARDBP	unnamed (-26700)
TATDN2	unnamed (-76373), unnamed (-73448)
TAX1BP1	unnamed (+408911), unnamed (+417061), unnamed (+434611)
TBATA	unnamed (+101776)
TBC1D14	unnamed (+7205), unnamed (+33480)
TBC1D19	unnamed (+202484)
TBC1D5	unnamed (+506970), unnamed (+509395), unnamed (+512145)
TBC1D7	unnamed (-144213), unnamed (-135138), unnamed (-134313), unnamed (-131013), unnamed (-108213), unnamed (-105888), unnamed (-103663), unnamed (-102638), unnamed (-100013), unnamed (-98963)
TBC1D9	unnamed (+1770)
TBC1D9B	unnamed (-163116), unnamed (-162316), unnamed (-68416), unnamed (-66766), unnamed (-66441)
TBL1XR1	unnamed (+5878)
TBX21	unnamed (+1631), unnamed (+3381)
TBX4	unnamed (+15757)
TBXA2R	unnamed (+985)
TCF4	unnamed (+100752), unnamed (+101202), unnamed (+101677), unnamed (+102452), unnamed (+130402), unnamed (+183452), unnamed (+196402), unnamed (+197827), unnamed (+250327), unnamed (+251727), unnamed (+296027), unnamed (+336927), unnamed (+351702), unnamed (+393502), unnamed (+499627), unnamed (+513302), unnamed (+529202), unnamed (+531127), unnamed (+533477), unnamed (+535627), unnamed (+538702), unnamed (+542227), unnamed (+544077), unnamed (+549202), unnamed (+555877), unnamed (+556727), unnamed (+567952), unnamed (+569852)
TCF7	unnamed (-43211), unnamed (-23561), unnamed (-12486), unnamed (+8739)
TCFL5	unnamed (+21588), unnamed (+26263), unnamed (+29913)
TCTEX1D4	unnamed (-4650), unnamed (+5275)
TCTN1	unnamed (+2511), unnamed (+23486)
TEAD2	unnamed (-1605), unnamed (-180), unnamed (+545), unnamed (+1495), unnamed (+3645), unnamed (+6495)
TESC	unnamed (-52106), unnamed (-48531), unnamed (-44706), unnamed (-42556), unnamed (-40906), unnamed (-34831), unnamed (-31256), unnamed (-25981), unnamed (-106)
TEX2	unnamed (-85523), unnamed (-81248), unnamed (-63423), unnamed (-60348)
TEX22	unnamed (-56583), unnamed (-50958)
TEX51	unnamed (-232615)
TFB1M	unnamed (-102691)
TFRC	unnamed (-12161), unnamed (+29614)
TGFBI	unnamed (+80), unnamed (+680), unnamed (+2055), unnamed (+3155)
TGFBR2	unnamed (-102626)
TGFBR3	unnamed (-121), unnamed (+1204), unnamed (+55754), unnamed (+57229), unnamed (+59129), unnamed (+80954), unnamed (+83079), unnamed (+133529), unnamed (+148954), unnamed (+153779), unnamed (+154729), unnamed (+173204), unnamed (+175354), unnamed (+201429), unnamed (+212804)
TGIF1	unnamed (-67327), unnamed (+1548)
THBS4	unnamed (+106677), unnamed (+111127), unnamed (+112402), unnamed (+114277), unnamed (+115127), unnamed (+141477), unnamed (+147702), unnamed (+151427), unnamed (+153327), unnamed (+154752), unnamed (+157252), unnamed (+159477), unnamed (+169727), unnamed (+171427), unnamed (+184052)
THRA	unnamed (+6315), unnamed (+9565)
THSD7B	unnamed (-639695), unnamed (-637795), unnamed (-518720), unnamed (-438920), unnamed (-390145)
TIGAR	unnamed (-34405), unnamed (-27055)
TIGIT	unnamed (-677), unnamed (+3123), unnamed (+8823), unnamed (+15923), unnamed (+40173)
TIMM9	unnamed (-145936), unnamed (-144461)
TIPARP	unnamed (+302205), unnamed (+390055), unnamed (+392830), unnamed (+455480)
TK1	unnamed (+15458)
TK2	unnamed (-288), unnamed (+23512), unnamed (+24562), unnamed (+29087)
TLE3	unnamed (+376976), unnamed (+379301), unnamed (+400601), unnamed (+411851), unnamed (+414401), unnamed (+417501), unnamed (+418376), unnamed (+427151), unnamed (+428326), unnamed (+430251), unnamed (+431701), unnamed (+432601), unnamed (+449626), unnamed (+468751), unnamed (+523676)
TLE4	unnamed (+99510), unnamed (+513160), unnamed (+515735), unnamed (+525335), unnamed (+543635), unnamed (+555310), unnamed (+556060), unnamed (+558035), unnamed (+570785)
TLK1	unnamed (-185492), unnamed (-176467), unnamed (-173317), unnamed (-170917), unnamed (-168342), unnamed (-2192), unnamed (+6908), unnamed (+24083)
TLR2	unnamed (-201725)
TM9SF2	unnamed (-117292)
TMCC2	unnamed (+46224), unnamed (+64549), unnamed (+72549)
TMCC3	unnamed (-144938)
TMED1	unnamed (+38765)
TMED8	unnamed (+28759)
TMEM110	unnamed (-146279), unnamed (-144929), unnamed (-144004), unnamed (-138779), unnamed (-134654), unnamed (-133254), unnamed (-130779), unnamed (-129204), unnamed (-128004), unnamed (-122654), unnamed (-113804), unnamed (-111404), unnamed (-108504), unnamed (-94404), unnamed (-84729), unnamed (-83804), unnamed (-80754)
TMEM119	unnamed (+26174)
TMEM121	unnamed (+57472), unnamed (+58622), unnamed (+251047)
TMEM131L	unnamed (+33426)
TMEM140	unnamed (-152847)
TMEM163	unnamed (+470500)
TMEM170B	unnamed (+170572), unnamed (+172397), unnamed (+174772), unnamed (+177322), unnamed (+180297), unnamed (+182297), unnamed (+189397), unnamed (+232572)
TMEM2	unnamed (-25441), unnamed (-24966)
TMEM200B	unnamed (+206401)
TMEM232	unnamed (+804565)
TMEM236	unnamed (-97952), unnamed (-95477), unnamed (-93502), unnamed (-85427), unnamed (-82252), unnamed (-78352), unnamed (-69052)
TMEM241	unnamed (+170430), unnamed (+197630), unnamed (+199030), unnamed (+200505), unnamed (+202205), unnamed (+204530), unnamed (+210530), unnamed (+213480)
TMEM242	unnamed (+345501), unnamed (+346676), unnamed (+347401), unnamed (+347676)
TMEM268	unnamed (-6731), unnamed (-4581), unnamed (-2381)
TMEM53	unnamed (+9705)
TMEM56-RWDD3	unnamed (+98302), unnamed (+98902)
TMEM63A	unnamed (-1106)
TMEM65	unnamed (+115342)
TMEM68	unnamed (-88696), unnamed (-86096), unnamed (-65971)
TMEM71	unnamed (-368)
TMEM78	unnamed (-140236), unnamed (-110961)
TMEM8B	unnamed (+5418)
TMPRSS13	unnamed (-22685), unnamed (-5810), unnamed (-2035)
TMPRSS4	unnamed (-25387), unnamed (-24062)
TMPRSS6	unnamed (-20822)
TNFAIP8	unnamed (-33150), unnamed (+31875), unnamed (+87425)
TNFRSF10B	unnamed (-821), unnamed (+18404), unnamed (+19429), unnamed (+72529), unnamed (+78204), unnamed (+80054)
TNFRSF13B	unnamed (+788), unnamed (+2263)
TNFRSF1A	unnamed (-36), unnamed (+1764), unnamed (+4039), unnamed (+5389), unnamed (+6189)
TNFRSF1B	unnamed (-41453), unnamed (-39378), unnamed (-25153), unnamed (-23753), unnamed (-21903), unnamed (-20678), unnamed (-9628), unnamed (-8378), unnamed (-5928), unnamed (-4403), unnamed (+5222), unnamed (+8272), unnamed (+11272), unnamed (+35897), unnamed (+38297), unnamed (+39922), unnamed (+41497)
TNFRSF8	unnamed (+62173), unnamed (+64248), unnamed (+78473), unnamed (+79873), unnamed (+81723), unnamed (+82948), unnamed (+93998), unnamed (+95248), unnamed (+97698)
TNFSF11	unnamed (-219128)
TNFSF9	unnamed (+1626)
TNK2	unnamed (-157014)
TNR	unnamed (+422670), unnamed (+435270), unnamed (+437145), unnamed (+438420), unnamed (+539170)
TNRC6A	unnamed (-119513), unnamed (-66138)
TNRC6C	unnamed (-571631)
TNS3	unnamed (-181981), unnamed (-180356)
TNS4	unnamed (-50928), unnamed (-47028), unnamed (-44153), unnamed (-41878), unnamed (-40503), unnamed (-37978), unnamed (-33978), unnamed (-31303), unnamed (-30078), unnamed (-28853), unnamed (+20222), unnamed (+21647), unnamed (+52747), unnamed (+56972)
TOM1	unnamed (+30321), unnamed (+31321), unnamed (+33471), unnamed (+33821), unnamed (+34171), unnamed (+34821), unnamed (+35646), unnamed (+42646), unnamed (+43746), unnamed (+45446), unnamed (+47671), unnamed (+63046)
TOMM20	unnamed (+83111), unnamed (+93361), unnamed (+94236), unnamed (+137536), unnamed (+138786), unnamed (+140636), unnamed (+141936), unnamed (+151161), unnamed (+151936), unnamed (+154911), unnamed (+158811), unnamed (+286311), unnamed (+403061)
TOP1MT	unnamed (-10354), unnamed (-4779), unnamed (-3179), unnamed (-1004)
TOR3A	unnamed (+47673)
TOX2	unnamed (-182814), unnamed (-169189), unnamed (-164789), unnamed (-115314), unnamed (-4014), unnamed (-614), unnamed (+1011), unnamed (+10686), unnamed (+155636), unnamed (+156236)
TP53BP2	unnamed (+130497)
TP53I3	unnamed (-18769)
TPCN2	unnamed (+73303)
TPM4	unnamed (+37893)
TPP2	unnamed (-2223)
TPRG1	unnamed (-809999), unnamed (-808349), unnamed (-724424)
TRABD2A	unnamed (+895)
TRAF1	unnamed (+27719)
TRAK1	unnamed (-13420), unnamed (-4795)
TRAM2	unnamed (+1165), unnamed (+2640), unnamed (+47465)
TRAP1	unnamed (-15128), unnamed (-14703)
TRAPPC13	unnamed (+69566)
TRAPPC2L	unnamed (+2509)
TRAPPC5	unnamed (+10532), unnamed (+11807), unnamed (+12582), unnamed (+19982)
TRIB1	unnamed (+208454), unnamed (+541979)
TRIM2	unnamed (-121341)
TRMU	unnamed (+27775), unnamed (+63950), unnamed (+66200), unnamed (+78725), unnamed (+79650), unnamed (+82375), unnamed (+85425), unnamed (+87450), unnamed (+89250), unnamed (+91250), unnamed (+94650), unnamed (+99175)
TRPM4	unnamed (+153334)
TSGA10IP	unnamed (-6395), unnamed (-3620)
TSKU	unnamed (-104652)
TSPYL5	unnamed (-348386)
TTC28	unnamed (-35)
TTC33	unnamed (+68575), unnamed (+69125)
TTYH2	unnamed (+21836)
TUBD1	unnamed (+43520), unnamed (+104320)
TVP23A	unnamed (+43585)
TWF2	unnamed (-1090)
TXNDC11	unnamed (+43213)
TXNDC5	unnamed (-27111)
TYROBP	unnamed (+995)
UBASH3B	unnamed (+1425), unnamed (+10700), unnamed (+19750), unnamed (+34900), unnamed (+36825), unnamed (+40300), unnamed (+43275), unnamed (+48750), unnamed (+53650), unnamed (+55725), unnamed (+57300), unnamed (+59950), unnamed (+71325), unnamed (+86725), unnamed (+91475), unnamed (+99600)
UBE2E3	unnamed (-659906)
UBE2U	unnamed (-428032), unnamed (-390307), unnamed (-389307), unnamed (-382257), unnamed (-376382), unnamed (-374882), unnamed (-373182), unnamed (-368182), unnamed (-356957), unnamed (-319757), unnamed (-316682), unnamed (-315307), unnamed (-314507), unnamed (-313607), unnamed (-312132), unnamed (-304757), unnamed (-299457), unnamed (-286957), unnamed (-283332), unnamed (-281507), unnamed (-280107), unnamed (-271157), unnamed (-266507), unnamed (-20232)
UBTD2	unnamed (+83571)
UCKL1	unnamed (+3490)
UCP1	unnamed (-185545)
UCP2	unnamed (-18868)
UCP3	unnamed (+7260)
UGCG	unnamed (-4866), unnamed (-866), unnamed (+4384), unnamed (+6634), unnamed (+7084), unnamed (+7759), unnamed (+9584), unnamed (+11109), unnamed (+15709), unnamed (+16959), unnamed (+21659), unnamed (+24209), unnamed (+42209), unnamed (+89684), unnamed (+91134), unnamed (+101484), unnamed (+104109), unnamed (+107859), unnamed (+117234), unnamed (+117884), unnamed (+121634), unnamed (+123084), unnamed (+124859), unnamed (+130984), unnamed (+131809), unnamed (+138309), unnamed (+162334), unnamed (+163684), unnamed (+165784), unnamed (+168284), unnamed (+170409), unnamed (+172859), unnamed (+176659), unnamed (+178959), unnamed (+180784)
UGDH	unnamed (-88507)
UHRF1	unnamed (+49183)
ULK2	unnamed (+112442)
ULK4	unnamed (-115220)
URAD	unnamed (-69271)
URB2	unnamed (+225191)
UROD	unnamed (+40753)
USP17L3	unnamed (-304790)
USP22	unnamed (+71989), unnamed (+344189), unnamed (+344639), unnamed (+366589)
USP35	unnamed (+102243), unnamed (+121668)
USP36	unnamed (-43080), unnamed (-39730)
USP39	unnamed (+50764)
USP44	unnamed (-21835)
USP6NL	unnamed (+369550)
USP7	unnamed (-114616), unnamed (-113566)
UST	unnamed (+381822), unnamed (+518497)
VAC14	unnamed (+59611), unnamed (+61011), unnamed (+64911)
VANGL2	unnamed (+46714), unnamed (+49589)
VAPB	unnamed (+13328), unnamed (+15003), unnamed (+16778)
VAV2	unnamed (+136560), unnamed (+206435)
VCAN	unnamed (-164665)
VCPKMT	unnamed (+24782), unnamed (+52807), unnamed (+77082), unnamed (+110857), unnamed (+170382)
VDAC1	unnamed (-97092), unnamed (-86017), unnamed (-66367)
VDR	unnamed (+73753)
VIPR1	unnamed (-19548)
VKORC1L1	unnamed (-364594)
VOPP1	unnamed (-1200), unnamed (+49850), unnamed (+86950), unnamed (+94600), unnamed (+97325), unnamed (+99650), unnamed (+100575), unnamed (+101750), unnamed (+104725), unnamed (+106325), unnamed (+108200), unnamed (+131950), unnamed (+133350), unnamed (+136525)
VPS13B	unnamed (+290334)
VPS13D	unnamed (-57842), unnamed (-54792), unnamed (-51792), unnamed (-27167), unnamed (-24767), unnamed (-23142), unnamed (-21567)
VPS37C	unnamed (+57692)
VPS54	unnamed (-102878)
VSIG10	unnamed (+30173)
VWA8	unnamed (+472809), unnamed (+497959), unnamed (+501859)
VWC2L	unnamed (+272810)
WASF2	unnamed (-39467), unnamed (-33692), unnamed (-32892), unnamed (-31442)
WBP1L	unnamed (+59655), unnamed (+71755), unnamed (+72505), unnamed (+75080)
WDFY1	unnamed (+3787), unnamed (+15887), unnamed (+36762), unnamed (+62887)
WDR11	unnamed (-23675)
WDR18	unnamed (-46946), unnamed (-45871)
WDR20	unnamed (+44748)
WDR37	unnamed (+66187)
WDR5	unnamed (+46237), unnamed (+50362), unnamed (+68612), unnamed (+70662), unnamed (+78912), unnamed (+80037), unnamed (+84962)
WDR91	unnamed (+5784)
WHRN	unnamed (+1670), unnamed (+57920)
WIPI2	unnamed (+39337), unnamed (+43312)
WISP1	unnamed (-121839), unnamed (-117339)
WNT10A	unnamed (+15237)
WNT16	unnamed (-27203)
WNT3	unnamed (+45910), unnamed (+48610), unnamed (+53335), unnamed (+61810), unnamed (+62635), unnamed (+124435)
WNT8B	unnamed (-91516)
WSB2	unnamed (-11601), unnamed (-826), unnamed (+5924), unnamed (+9124)
WTIP	unnamed (+18187), unnamed (+19362), unnamed (+19762)
XCR1	unnamed (-38133)
XKR5	unnamed (+35019), unnamed (+36994), unnamed (+56044), unnamed (+58244), unnamed (+59594), unnamed (+61544), unnamed (+64094), unnamed (+71769), unnamed (+108244), unnamed (+115619), unnamed (+117419), unnamed (+119019)
XKR6	unnamed (+235966), unnamed (+239691)
XRCC4	unnamed (+229207)
XXYLT1	unnamed (+61567), unnamed (+64042), unnamed (+117867), unnamed (+119842), unnamed (+121192), unnamed (+125117), unnamed (+139792), unnamed (+144667), unnamed (+145042), unnamed (+145617)
XYLT1	unnamed (+102206), unnamed (+104081), unnamed (+107056), unnamed (+111031), unnamed (+126306)
YBX3	unnamed (-613), unnamed (+2037), unnamed (+13387)
YPEL2	unnamed (-1427), unnamed (+1423), unnamed (+16823), unnamed (+19748), unnamed (+21023), unnamed (+23973), unnamed (+28748), unnamed (+29423), unnamed (+32498), unnamed (+35273), unnamed (+38548), unnamed (+56448), unnamed (+93123)
YWHAZ	unnamed (+120183)
YY1	unnamed (-72060)
ZBED3	unnamed (-277)
ZBED5	unnamed (-41752), unnamed (+34898)
ZBED6	unnamed (+24286)
ZBTB17	unnamed (+1857), unnamed (+16157), unnamed (+16932), unnamed (+18282), unnamed (+23507)
ZBTB20	unnamed (-201384), unnamed (+52366), unnamed (+76616), unnamed (+83716), unnamed (+89416)
ZBTB24	unnamed (-195938)
ZBTB34	unnamed (-13598), unnamed (-12848), unnamed (-11073)
ZBTB43	unnamed (+60735), unnamed (+61485), unnamed (+63260)
ZC3H12A	unnamed (-186927), unnamed (-182452), unnamed (-156177), unnamed (-105952), unnamed (-104702), unnamed (-102652)
ZC3H18	unnamed (-111678), unnamed (-109578), unnamed (-106128), unnamed (-104478), unnamed (-102128), unnamed (-100078)
ZC3H3	unnamed (+78078), unnamed (+80053)
