# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
A2ML1	unnamed (+5803), unnamed (+8528)
RPN1	unnamed (+27299)
RPN2	unnamed (+6004)
RPP40	unnamed (+178947)
RPRD1A	unnamed (+206026), unnamed (+256276), unnamed (+259151), unnamed (+259676), unnamed (+263326), unnamed (+296601), unnamed (+297351)
RPRD2	unnamed (+4914), unnamed (+18714), unnamed (+95714), unnamed (+114089)
RPRML	unnamed (-26177), unnamed (-15577), unnamed (-14477), unnamed (-9927), unnamed (-1377), unnamed (+34198)
RPS11	unnamed (+7701), unnamed (+9876)
RPS14	unnamed (-12978)
RPS15	unnamed (-15169)
RPS17	unnamed (-12486), unnamed (-9961)
RPS24	unnamed (+171990), unnamed (+181715), unnamed (+230465), unnamed (+243215), unnamed (+247640), unnamed (+256190), unnamed (+257915), unnamed (+261115), unnamed (+270790), unnamed (+271440), unnamed (+498990), unnamed (+586315), unnamed (+826865)
RPS27	unnamed (+158516)
RPS3A	unnamed (-69398)
RPS6	unnamed (+145479)
RPS6KA1	unnamed (-55252), unnamed (-51852), unnamed (+32298)
RPS6KA2	unnamed (-80864), unnamed (+270811), unnamed (+319811), unnamed (+327136), unnamed (+426286), unnamed (+442811), unnamed (+443711), unnamed (+445086), unnamed (+453311), unnamed (+461161)
RPS7	unnamed (+20970)
RPS8	unnamed (-24612), unnamed (-22762), unnamed (-21062), unnamed (+4163)
RPS9	unnamed (+10808)
RPTOR	unnamed (+55257), unnamed (+73507), unnamed (+76657), unnamed (+87057), unnamed (+103282), unnamed (+141632), unnamed (+200982)
RRAGC	unnamed (+34373), unnamed (+297973), unnamed (+487348), unnamed (+488473), unnamed (+488898), unnamed (+786923)
RRAGD	unnamed (-117755)
RRAS	unnamed (+27701)
RRAS2	unnamed (-51891), unnamed (+111659)
RREB1	unnamed (-356383), unnamed (-355508), unnamed (-311658), unnamed (-267383), unnamed (-266058), unnamed (-251958), unnamed (-206508), unnamed (-189558), unnamed (-177683), unnamed (-119808), unnamed (-101008), unnamed (-91408), unnamed (+14267), unnamed (+41042)
RRM2	unnamed (-20678), unnamed (+110722), unnamed (+156272), unnamed (+217047), unnamed (+234622), unnamed (+240922)
RRP1	unnamed (+67237), unnamed (+71112), unnamed (+83137), unnamed (+83812), unnamed (+84687)
RRP12	unnamed (+12824)
RRP1B	unnamed (+41027)
RRP7A	unnamed (-5798)
RSBN1	unnamed (-54049), unnamed (-52224)
RSBN1L	unnamed (-155568), unnamed (-146543), unnamed (-145343), unnamed (-142243), unnamed (-131893), unnamed (-129943), unnamed (-128018), unnamed (-121443), unnamed (-119593), unnamed (-117093), unnamed (-90043), unnamed (+75232), unnamed (+78832)
RSC1A1	unnamed (+12556), unnamed (+15556)
RSL1D1	unnamed (-49265), unnamed (+39060)
RSPH14	unnamed (+33718), unnamed (+60368)
RSPH3	unnamed (+80091), unnamed (+81766), unnamed (+83066), unnamed (+151941)
RSPH9	unnamed (+25054)
RSPO1	unnamed (-49427), unnamed (-44352), unnamed (-38102), unnamed (-28177), unnamed (-26777), unnamed (-25177), unnamed (-21577), unnamed (-17477), unnamed (-852), unnamed (+2023), unnamed (+3523), unnamed (+4798), unnamed (+26698)
RSRC2	unnamed (+14299)
RTBDN	unnamed (+16441)
RTF1	unnamed (-9504), unnamed (+33696), unnamed (+51546), unnamed (+64471), unnamed (+68121), unnamed (+71221)
RTFDC1	unnamed (-55085), unnamed (-53210), unnamed (-50835), unnamed (-45110), unnamed (-37335), unnamed (-35085), unnamed (-32485), unnamed (-29510), unnamed (-26810), unnamed (-25635), unnamed (-7235), unnamed (-3460)
RTN4	unnamed (-104481), unnamed (+91069), unnamed (+92444), unnamed (+104769), unnamed (+152519)
RTN4R	unnamed (+73706), unnamed (+81681)
RTN4RL1	unnamed (+6895), unnamed (+8345), unnamed (+51470), unnamed (+52695), unnamed (+172395), unnamed (+188620)
RTN4RL2	unnamed (+18426)
RTP5	unnamed (-4404), unnamed (-304), unnamed (+896), unnamed (+5621), unnamed (+111046), unnamed (+113221), unnamed (+120271), unnamed (+166296)
RUBCN	unnamed (+64644), unnamed (+78019), unnamed (+78769)
RUFY2	unnamed (-28461)
RUNX1	unnamed (-248281), unnamed (+49144), unnamed (+66619), unnamed (+81519), unnamed (+185494)
RUNX2	unnamed (-460819), unnamed (-142819)
RUNX3	unnamed (-221215), unnamed (-42615), unnamed (-35190), unnamed (-33840), unnamed (-31540), unnamed (-29440), unnamed (-25740), unnamed (-20190), unnamed (-16640), unnamed (-13840), unnamed (-7215), unnamed (-5565), unnamed (-4265)
RUSC1	unnamed (+113998), unnamed (+121248)
RUSC2	unnamed (-13032)
RUVBL2	unnamed (-4448), unnamed (-2948)
RWDD3	unnamed (-18205)
RXFP2	unnamed (+228283), unnamed (+277958), unnamed (+282958)
RXRA	unnamed (-154755), unnamed (-146905), unnamed (-145430), unnamed (-144105), unnamed (-137655), unnamed (-132830), unnamed (-129930), unnamed (-128980), unnamed (-127730), unnamed (-121630), unnamed (-117830), unnamed (-114405), unnamed (-114005), unnamed (-113280), unnamed (-112005), unnamed (-104930), unnamed (-93030), unnamed (-90080), unnamed (-87655), unnamed (-84905), unnamed (-75105), unnamed (-63730), unnamed (-60905), unnamed (-40555), unnamed (-35230), unnamed (-34055), unnamed (-9305), unnamed (+3970), unnamed (+4770), unnamed (+13345), unnamed (+304420)
RYBP	unnamed (-317529)
RYK	unnamed (-90731)
RYR1	unnamed (-4455), unnamed (+117245), unnamed (+118370), unnamed (+145520), unnamed (+148870)
S100A10	unnamed (-12660)
S100A11	unnamed (+29985)
S100A16	unnamed (+37137)
S100A2	unnamed (-6335), unnamed (-1785), unnamed (+790)
S100A5	unnamed (-1610)
S100A6	unnamed (-1156), unnamed (+4544)
S100A7	unnamed (-70999)
S100B	unnamed (+123358)
S100PBP	unnamed (-44330), unnamed (-30255), unnamed (-24230), unnamed (-23205), unnamed (-20680), unnamed (-16780), unnamed (-15930)
S1PR1	unnamed (+214887), unnamed (+215737)
SAA1	unnamed (-414)
SACS	unnamed (+62888), unnamed (+65263), unnamed (+68013), unnamed (+75938), unnamed (+80263), unnamed (+86788), unnamed (+91738), unnamed (+132863)
SAE1	unnamed (+18837), unnamed (+24687), unnamed (+28937), unnamed (+30062), unnamed (+46812), unnamed (+57412), unnamed (+59587), unnamed (+71112)
SAFB2	unnamed (+37855)
SALL1	unnamed (+340950), unnamed (+342175)
SALL3	unnamed (-155275), unnamed (+83350)
SALL4	unnamed (-386580), unnamed (-379805), unnamed (-375055), unnamed (-369155), unnamed (-367480), unnamed (-364705), unnamed (-340205), unnamed (-339955), unnamed (-326430), unnamed (-324405), unnamed (-244755)
SAMD4B	unnamed (-3693), unnamed (+23232)
SAMD8	unnamed (+34615), unnamed (+50840)
SAMHD1	unnamed (-20082), unnamed (-19057), unnamed (-16782), unnamed (+43693), unnamed (+77518), unnamed (+80068)
SAMSN1	unnamed (-106098)
SAP130	unnamed (+118195)
SAR1B	unnamed (+48613)
SARAF	unnamed (-5743), unnamed (-3518), unnamed (+401807), unnamed (+418507), unnamed (+448032)
SARDH	unnamed (-146155), unnamed (-121530), unnamed (-116380), unnamed (-112080), unnamed (-75880)
SART1	unnamed (-3339)
SART3	unnamed (+15614)
SASH1	unnamed (-950018)
SATB1	unnamed (+618023), unnamed (+692423)
SAYSD1	unnamed (+28789)
SBDS	unnamed (+55601), unnamed (+56851), unnamed (+57176)
SBF1	unnamed (+78374)
SBF2	unnamed (-5043), unnamed (-3943), unnamed (+432582), unnamed (+506982), unnamed (+532107)
SBK1	unnamed (-50269), unnamed (-49169), unnamed (-3719), unnamed (-3294), unnamed (+4731), unnamed (+5556), unnamed (+8856), unnamed (+14106), unnamed (+16481), unnamed (+20156), unnamed (+24081)
SBNO1	unnamed (-18734), unnamed (-409), unnamed (+10841)
SBNO2	unnamed (+3483)
SCAF11	unnamed (-81160)
SCAF4	unnamed (-72700), unnamed (-49475), unnamed (+46575)
SCAF8	unnamed (-136553), unnamed (-114003)
SCAMP1	unnamed (+240242)
SCAMP2	unnamed (+23665)
SCAMP4	unnamed (-6214)
SCAND1	unnamed (+140372)
SCAP	unnamed (+79613)
SCAPER	unnamed (+33960)
SCARB1	unnamed (+101797), unnamed (+116347), unnamed (+123822), unnamed (+125322), unnamed (+126897), unnamed (+127947), unnamed (+216497), unnamed (+218397), unnamed (+227497), unnamed (+229897), unnamed (+251697), unnamed (+252647)
SCART1	unnamed (+20454)
SCCPDH	unnamed (-113972), unnamed (-111722)
SCD	unnamed (-6274), unnamed (+15926), unnamed (+22801), unnamed (+99201)
SCFD1	unnamed (+191038), unnamed (+215288)
SCG2	unnamed (-231497), unnamed (-229847), unnamed (-226822), unnamed (-212372), unnamed (+434678)
SCGB1A1	unnamed (+8590), unnamed (+38040), unnamed (+88165), unnamed (+90390), unnamed (+97215), unnamed (+103915), unnamed (+118265)
SCGB2B2	unnamed (+176724)
SCGB3A1	unnamed (+27990)
SCGN	unnamed (-370361), unnamed (-368086), unnamed (-364036), unnamed (-358461), unnamed (-347636), unnamed (-345511), unnamed (-341061), unnamed (-336686), unnamed (-335586), unnamed (-333586), unnamed (-318586), unnamed (-315886), unnamed (-308661), unnamed (-307486), unnamed (-306236), unnamed (-302011), unnamed (-300611), unnamed (-289686), unnamed (-286486), unnamed (-278586), unnamed (-275036), unnamed (-270211), unnamed (-268136), unnamed (-261386), unnamed (-258661), unnamed (-204186)
SCIMP	unnamed (+16460)
SCMH1	unnamed (-193427), unnamed (-192852)
SCML4	unnamed (-19363), unnamed (+161187), unnamed (+178112)
SCN11A	unnamed (-61414), unnamed (-60464)
SCN2A	unnamed (+35516), unnamed (+39591), unnamed (+41391), unnamed (+42991)
SCN2B	unnamed (-33002)
SCN8A	unnamed (-111311), unnamed (-106061)
SCNN1A	unnamed (+18849)
SCNN1G	unnamed (-25940), unnamed (-25040)
SCP2D1	unnamed (-198976), unnamed (-75651)
SCPEP1	unnamed (+7795)
SCRN1	unnamed (+20164), unnamed (+74364)
SCUBE1	unnamed (+129813)
SCUBE2	unnamed (-69674), unnamed (-67949), unnamed (+33326)
SCYL1	unnamed (-45427), unnamed (-16202)
SDC1	unnamed (-73817)
SDC2	unnamed (-210026), unnamed (-205726), unnamed (+119849)
SDC3	unnamed (-145089), unnamed (-40164), unnamed (+130786), unnamed (+133236), unnamed (+135011), unnamed (+137411), unnamed (+138261), unnamed (+138811), unnamed (+140211), unnamed (+141861)
SDCCAG3	unnamed (+3152), unnamed (+3952)
SDF2	unnamed (-7700)
SDHA	unnamed (-22641), unnamed (-17816)
SDHAF4	unnamed (-34817)
SDK1	unnamed (-221723), unnamed (-165523), unnamed (-152098), unnamed (-144573), unnamed (-142923), unnamed (-124698)
SDK2	unnamed (-123936), unnamed (-102286), unnamed (-2961), unnamed (+4539), unnamed (+14639), unnamed (+25339), unnamed (+28089), unnamed (+29989), unnamed (+31064), unnamed (+33414), unnamed (+82164), unnamed (+83489), unnamed (+105889), unnamed (+133339)
SDR42E1	unnamed (+82513)
SEC11A	unnamed (-11711), unnamed (+34389), unnamed (+38989), unnamed (+43914), unnamed (+44789), unnamed (+46064)
SEC11C	unnamed (-51652), unnamed (-50902), unnamed (-48302)
SEC13	unnamed (-181366), unnamed (-151391)
SEC14L1	unnamed (+41201), unnamed (+102901), unnamed (+127101)
SEC14L2	unnamed (-682), unnamed (+5218)
SEC16B	unnamed (-98185), unnamed (-96010)
SEC24B	unnamed (-8872)
SEC24C	unnamed (+16134)
SEC31B	unnamed (+9059)
SEC61A2	unnamed (-49199), unnamed (-44749), unnamed (-20374)
SEC61B	unnamed (+103349), unnamed (+105299), unnamed (+210749), unnamed (+211724), unnamed (+251374), unnamed (+333474), unnamed (+345874), unnamed (+347774), unnamed (+400624), unnamed (+401899)
SEC63	unnamed (-32561), unnamed (+114514)
SECISBP2	unnamed (+54169), unnamed (+63519)
SECTM1	unnamed (-15827), unnamed (-12252), unnamed (+7148), unnamed (+9748)
SEH1L	unnamed (-53721)
SEL1L3	unnamed (+78034), unnamed (+78884), unnamed (+135834)
SELENON	unnamed (-44751), unnamed (-43401), unnamed (-30526), unnamed (-27101), unnamed (-23401), unnamed (-3951), unnamed (+4124)
SELENOT	unnamed (+30687)
SELL	unnamed (+25123)
SELP	unnamed (-56463), unnamed (+16012)
SEMA3G	unnamed (-5048), unnamed (+28702)
SEMA4A	unnamed (-28552), unnamed (-24477), unnamed (+24898)
SEMA4B	unnamed (-61444), unnamed (-57044), unnamed (-41294), unnamed (-37594), unnamed (-36169), unnamed (-26269), unnamed (-25519), unnamed (-24269)
SEMA4D	unnamed (-129192), unnamed (-120642), unnamed (-113792), unnamed (-111942), unnamed (-109867), unnamed (-61517), unnamed (-42867), unnamed (+36808), unnamed (+46158)
SEMA4F	unnamed (+30547)
SEMA5A	unnamed (+183975)
SEMA5B	unnamed (-26741), unnamed (+150759)
SEMA6A	unnamed (+192345), unnamed (+201445), unnamed (+213545)
SEMA6D	unnamed (-983314)
SEMA7A	unnamed (-20133)
SENP5	unnamed (-114706), unnamed (-111881), unnamed (-80106)
SEPT10	unnamed (+58718), unnamed (+59568), unnamed (+74618)
SEPT14	unnamed (+140164)
SEPT5	unnamed (-135564), unnamed (-105414), unnamed (-98214)
SEPT7	unnamed (+86261)
SEPT8	unnamed (+24400)
SEPT9	unnamed (-151460), unnamed (-89760), unnamed (-65560), unnamed (+212265), unnamed (+353165), unnamed (+502790), unnamed (+576165)
SERAC1	unnamed (+80970), unnamed (+164045)
SERHL2	unnamed (-28319), unnamed (+6931), unnamed (+33556), unnamed (+54656)
SERINC5	unnamed (-46871), unnamed (-28646), unnamed (-15196), unnamed (+2679), unnamed (+4429), unnamed (+10429), unnamed (+11379), unnamed (+11704), unnamed (+19029), unnamed (+21979), unnamed (+24004), unnamed (+25404), unnamed (+27929), unnamed (+33754), unnamed (+36679), unnamed (+39229), unnamed (+41104), unnamed (+43179), unnamed (+46354), unnamed (+49079), unnamed (+50204), unnamed (+51854), unnamed (+57279), unnamed (+60329), unnamed (+67954), unnamed (+69779), unnamed (+76954), unnamed (+77829), unnamed (+79354), unnamed (+85804), unnamed (+87154), unnamed (+103004), unnamed (+104479), unnamed (+107379), unnamed (+115329), unnamed (+131904), unnamed (+146729), unnamed (+150929), unnamed (+151929), unnamed (+163529)
SERPINB1	unnamed (-47469), unnamed (+42056)
SERPINB6	unnamed (+4323)
SERPINB8	unnamed (+45750), unnamed (+57525), unnamed (+59725), unnamed (+205850), unnamed (+221825), unnamed (+231650), unnamed (+238975), unnamed (+265125), unnamed (+438250), unnamed (+689375), unnamed (+751525)
SERPINB9	unnamed (-63445), unnamed (+13805)
SERPIND1	unnamed (-255304), unnamed (-248879), unnamed (-240729), unnamed (-239554), unnamed (-220454), unnamed (-215504), unnamed (-209329), unnamed (-204004), unnamed (-56954), unnamed (-28079)
SERPINE2	unnamed (-171546)
SERPINF1	unnamed (-10759), unnamed (-3434), unnamed (-2484), unnamed (-284), unnamed (+3941), unnamed (+5191), unnamed (+11766), unnamed (+18391), unnamed (+19266), unnamed (+27616), unnamed (+28766), unnamed (+30091)
SERPINF2	unnamed (-6636), unnamed (-5886), unnamed (+8364)
SERPINH1	unnamed (+22655), unnamed (+62905)
SERTAD1	unnamed (-1450)
SERTAD2	unnamed (-152862), unnamed (-108612)
SESN1	unnamed (+90169), unnamed (+126894), unnamed (+138394), unnamed (+140019), unnamed (+224269), unnamed (+228944)
SESN3	unnamed (-404453), unnamed (-334628), unnamed (-333628), unnamed (-14053), unnamed (+87247)
SESTD1	unnamed (-79335), unnamed (+207690)
SET	unnamed (-20480), unnamed (-12780)
SETBP1	unnamed (-52923), unnamed (+195627), unnamed (+195952), unnamed (+256652), unnamed (+279677), unnamed (+299902), unnamed (+317427)
SETD1B	unnamed (+45745)
SETD4	unnamed (+762636)
SETD6	unnamed (+73787), unnamed (+78962), unnamed (+84712)
SETD7	unnamed (+76974)
SETD9	unnamed (-48435), unnamed (-47710)
SETDB1	unnamed (-37339)
SETMAR	unnamed (-501054)
SEZ6L	unnamed (-399550)
SF1	unnamed (-19756)
SF3A3	unnamed (-12654)
SF3B1	unnamed (+60866), unnamed (+95491)
SFI1	unnamed (+9162), unnamed (+30262), unnamed (+42612), unnamed (+70612)
SFMBT1	unnamed (-9607), unnamed (+8243), unnamed (+11868), unnamed (+17868), unnamed (+21593), unnamed (+24243), unnamed (+31618), unnamed (+33593), unnamed (+38968), unnamed (+39618), unnamed (+41193), unnamed (+43993), unnamed (+46193), unnamed (+50168), unnamed (+51468), unnamed (+54293), unnamed (+56393), unnamed (+59443), unnamed (+63868), unnamed (+64918), unnamed (+66593), unnamed (+68693), unnamed (+70143), unnamed (+72993), unnamed (+75993), unnamed (+76818), unnamed (+87318), unnamed (+90868), unnamed (+131243)
SFMBT2	unnamed (+123036), unnamed (+210286), unnamed (+212336), unnamed (+214761)
SFPQ	unnamed (+46723)
SFSWAP	unnamed (-96562), unnamed (+66938), unnamed (+95288), unnamed (+100188), unnamed (+111638)
SFT2D1	unnamed (-6109), unnamed (+15941), unnamed (+23816), unnamed (+46041), unnamed (+48516), unnamed (+60391), unnamed (+62466), unnamed (+64891), unnamed (+65716), unnamed (+99066), unnamed (+99591), unnamed (+107041), unnamed (+119766)
SFT2D2	unnamed (+17667), unnamed (+24867)
SFT2D3	unnamed (+80967)
SFTPB	unnamed (-16159), unnamed (-9634), unnamed (-8084), unnamed (-6334), unnamed (+1466), unnamed (+13841), unnamed (+14916), unnamed (+17941), unnamed (+25791), unnamed (+30766)
SFXN1	unnamed (-1995), unnamed (+39305)
SFXN4	unnamed (+31242), unnamed (+73192)
SGCA	unnamed (+15620)
SGCD	unnamed (-993807)
SGCG	unnamed (-299152), unnamed (+97698), unnamed (+138823), unnamed (+143773), unnamed (+150298), unnamed (+154623), unnamed (+162548), unnamed (+165298), unnamed (+167673)
SGIP1	unnamed (-278232), unnamed (-268382), unnamed (-261407), unnamed (-259907)
SGK2	unnamed (-27488)
SGMS1	unnamed (+12858)
SGMS2	unnamed (-5663)
SGPP1	unnamed (-51286), unnamed (-15711), unnamed (-12411), unnamed (-11211), unnamed (-2586), unnamed (+7664), unnamed (+11064), unnamed (+31664), unnamed (+65389), unnamed (+72439), unnamed (+76714), unnamed (+78439), unnamed (+79589)
SGPP2	unnamed (+12708)
SGSM3	unnamed (+145564), unnamed (+147739)
SGTB	unnamed (+6305), unnamed (+27805), unnamed (+37755)
SH2B2	unnamed (-366380), unnamed (-205380)
SH2B3	unnamed (-16723), unnamed (-15273), unnamed (+49452), unnamed (+88402), unnamed (+155177)
SH2D3C	unnamed (+19766)
SH3BP1	unnamed (-26375), unnamed (-23025), unnamed (-18200), unnamed (-14350)
SH3BP4	unnamed (-395410)
SH3BP5	unnamed (-31771), unnamed (-21871)
SH3BP5L	unnamed (+31833), unnamed (+36558), unnamed (+37758), unnamed (+42158), unnamed (+51508), unnamed (+53058)
SH3D21	unnamed (+2515)
SH3GL1	unnamed (+39572)
SH3GLB1	unnamed (-95995), unnamed (-70945)
SH3GLB2	unnamed (+3479)
SH3PXD2A	unnamed (+26456), unnamed (+77481), unnamed (+152156), unnamed (+171531), unnamed (+173756), unnamed (+220456), unnamed (+350681), unnamed (+356106)
SH3PXD2B	unnamed (+162198)
SH3RF3	unnamed (+410177), unnamed (+425227), unnamed (+426077)
SH3TC1	unnamed (+54308)
SH3TC2	unnamed (+147674), unnamed (+152349), unnamed (+194599), unnamed (+211374), unnamed (+219249), unnamed (+224049)
SHB	unnamed (-252289)
SHCBP1L	unnamed (+63495), unnamed (+107095), unnamed (+108070), unnamed (+108970)
SHE	unnamed (+59438), unnamed (+63763), unnamed (+69313), unnamed (+71438), unnamed (+75863), unnamed (+77938), unnamed (+79263)
SHF	unnamed (-1875), unnamed (+14925)
SHH	unnamed (-847477), unnamed (-811802), unnamed (-805577), unnamed (-800552), unnamed (-702302), unnamed (-687727), unnamed (-685827), unnamed (-384177), unnamed (-284302), unnamed (-223177), unnamed (-221702), unnamed (-202352), unnamed (-191002), unnamed (-183627), unnamed (-182327), unnamed (-180452), unnamed (-176402), unnamed (-163102), unnamed (-159002), unnamed (-150202), unnamed (-149102)
SHISA2	unnamed (-78069)
SHISA3	unnamed (-317839), unnamed (-7864)
SHISA4	unnamed (-50808), unnamed (+27842)
SHKBP1	unnamed (-62901)
SHQ1	unnamed (+84330)
SIAH1	unnamed (-220274), unnamed (-165574), unnamed (-161074), unnamed (-158449), unnamed (-150699), unnamed (-128674), unnamed (-105699), unnamed (-96099), unnamed (-87924), unnamed (-80449), unnamed (-78424), unnamed (-63499), unnamed (-62449), unnamed (-59099), unnamed (-25624), unnamed (-4974), unnamed (+1701), unnamed (+11401), unnamed (+12726)
SIAH2	unnamed (+129402)
SIDT2	unnamed (-5858)
SIGLEC15	unnamed (+21563)
SIGLEC7	unnamed (+52524)
SIK3	unnamed (+221621)
SIL1	unnamed (-72027), unnamed (+49148), unnamed (+58048), unnamed (+59423), unnamed (+212673), unnamed (+216373), unnamed (+222523), unnamed (+282398)
SIMC1	unnamed (-2291), unnamed (-1766)
SIN3A	unnamed (+35354), unnamed (+36054), unnamed (+66804)
SIN3B	unnamed (-108232), unnamed (+44818)
SIPA1L1	unnamed (-587200), unnamed (-385550), unnamed (-383825), unnamed (-365900), unnamed (-365175), unnamed (-311425), unnamed (-310400), unnamed (-288850), unnamed (-286800), unnamed (-281975), unnamed (-120275), unnamed (-91575), unnamed (-67325), unnamed (-17375), unnamed (+22875), unnamed (+76325), unnamed (+86475), unnamed (+138775), unnamed (+244700)
SIPA1L2	unnamed (+909783)
SIPA1L3	unnamed (+107572), unnamed (+109972), unnamed (+132072), unnamed (+133472), unnamed (+134247), unnamed (+146797), unnamed (+166597), unnamed (+170822), unnamed (+185872), unnamed (+189772), unnamed (+206272), unnamed (+278297), unnamed (+281297), unnamed (+283497), unnamed (+293822), unnamed (+307772), unnamed (+309722), unnamed (+310722)
SIVA1	unnamed (-12800)
SIX2	unnamed (+58705)
SIX3	unnamed (-326898), unnamed (-252473), unnamed (-247498), unnamed (-173998), unnamed (-171498), unnamed (-161123), unnamed (-124698), unnamed (-92848), unnamed (+8827)
SKAP1	unnamed (-38260), unnamed (+5465), unnamed (+5940), unnamed (+10640), unnamed (+18840), unnamed (+19290), unnamed (+51540), unnamed (+57415), unnamed (+59690), unnamed (+63665), unnamed (+70465), unnamed (+72890), unnamed (+111490), unnamed (+130265), unnamed (+286415), unnamed (+288040), unnamed (+288965)
SKAP2	unnamed (+348168)
SKI	unnamed (+13030)
SKOR1	unnamed (-32554), unnamed (-20104), unnamed (-7979), unnamed (-6504), unnamed (-5429)
SKOR2	unnamed (-656397), unnamed (-458047), unnamed (-425247), unnamed (-396172), unnamed (-326097), unnamed (-164472)
SKP1	unnamed (-10362), unnamed (+31638), unnamed (+40963), unnamed (+41488), unnamed (+46088), unnamed (+55388), unnamed (+60013)
SLA	unnamed (-94292), unnamed (-89217), unnamed (-81367), unnamed (-68442), unnamed (-34467)
SLA2	unnamed (+941), unnamed (+2491), unnamed (+32966)
SLAMF1	unnamed (+41708)
SLAMF6	unnamed (-5897), unnamed (+73328), unnamed (+74653)
SLAMF7	unnamed (+44385)
SLAMF8	unnamed (-775), unnamed (+1175), unnamed (+2925)
SLC10A1	unnamed (+5514)
SLC10A2	unnamed (-211479)
SLC10A6	unnamed (-78312), unnamed (-64087)
SLC12A3	unnamed (-116232), unnamed (-115257), unnamed (-114332)
SLC12A6	unnamed (+31777)
SLC12A8	unnamed (-9426)
SLC13A3	unnamed (-29560)
SLC13A4	unnamed (+44661)
SLC14A1	unnamed (-58375)
SLC14A2	unnamed (-738276), unnamed (-737951), unnamed (-677251), unnamed (-654226), unnamed (-634001), unnamed (-616476), unnamed (+53549)
SLC15A1	unnamed (+88279), unnamed (+155429), unnamed (+156629), unnamed (+166429)
SLC15A3	unnamed (+10785), unnamed (+11360)
SLC15A4	unnamed (+289433)
SLC16A1	unnamed (-103137), unnamed (+123638)
SLC16A12	unnamed (-74519)
SLC16A14	unnamed (+71149), unnamed (+71849)
SLC16A3	unnamed (-9762), unnamed (+23938)
SLC16A5	unnamed (-28888), unnamed (-22988), unnamed (-12788), unnamed (-7138), unnamed (-4688), unnamed (+1137), unnamed (+3412), unnamed (+7262), unnamed (+9562), unnamed (+10362), unnamed (+12587)
SLC16A6	unnamed (-110059), unnamed (-29734), unnamed (-23334)
SLC16A8	unnamed (-358)
SLC18B1	unnamed (+3928)
SLC19A1	unnamed (+70496)
SLC1A2	unnamed (+201224)
SLC1A3	unnamed (-247580), unnamed (-246805), unnamed (-163730)
SLC1A4	unnamed (-226876), unnamed (-182626), unnamed (+54699)
SLC1A5	unnamed (-58706), unnamed (-56731)
SLC20A1	unnamed (-11257)
SLC22A1	unnamed (-122414), unnamed (-105714), unnamed (-66264), unnamed (-45764)
SLC22A15	unnamed (+26552), unnamed (+130027)
SLC22A23	unnamed (+147059), unnamed (+166009)
SLC23A2	unnamed (-65057), unnamed (-63107), unnamed (-38907), unnamed (-33332), unnamed (-29532), unnamed (-28432), unnamed (-27282), unnamed (+39568), unnamed (+49218), unnamed (+53268), unnamed (+72018), unnamed (+109093)
SLC24A3	unnamed (+498854), unnamed (+499829), unnamed (+500729), unnamed (+509704), unnamed (+639404)
SLC24A4	unnamed (-124005), unnamed (-69930), unnamed (+18345), unnamed (+59120), unnamed (+63095), unnamed (+65770), unnamed (+68245), unnamed (+73795), unnamed (+74745), unnamed (+79545), unnamed (+90570), unnamed (+91970), unnamed (+113695), unnamed (+117645), unnamed (+123070), unnamed (+133120), unnamed (+136820), unnamed (+138370), unnamed (+149820), unnamed (+152295), unnamed (+173170), unnamed (+179295), unnamed (+180270)
SLC25A1	unnamed (-17845), unnamed (-16370)
SLC25A17	unnamed (+15232), unnamed (+87982), unnamed (+89682), unnamed (+104057), unnamed (+104982), unnamed (+107657), unnamed (+117407)
SLC25A19	unnamed (-22876)
SLC25A20	unnamed (+19818)
SLC25A24	unnamed (+129183), unnamed (+129633)
SLC25A25	unnamed (+11232), unnamed (+14682), unnamed (+31807), unnamed (+35307), unnamed (+35682), unnamed (+43157)
SLC25A26	unnamed (+172615), unnamed (+179040), unnamed (+193140), unnamed (+238115), unnamed (+238540), unnamed (+273990)
SLC25A30	unnamed (+8205), unnamed (+56205)
SLC25A33	unnamed (-12557)
SLC25A34	unnamed (-29030), unnamed (-28255), unnamed (-25605), unnamed (-24705), unnamed (-23180), unnamed (-21655)
SLC25A39	unnamed (-13960), unnamed (-11360), unnamed (-9385)
SLC25A4	unnamed (+44609)
SLC25A44	unnamed (-15507)
SLC25A47	unnamed (+45988)
SLC26A9	unnamed (-3965)
SLC27A3	unnamed (+23183), unnamed (+28283), unnamed (+59183), unnamed (+117583)
SLC28A1	unnamed (-66286), unnamed (-43611), unnamed (+52764)
SLC29A2	unnamed (-20630), unnamed (-18905), unnamed (-17505)
SLC29A3	unnamed (+37892), unnamed (+42267), unnamed (+47692), unnamed (+48642), unnamed (+55892)
SLC29A4	unnamed (-84555)
SLC2A1	unnamed (-197627)
SLC2A4	unnamed (+1833)
SLC2A8	unnamed (-95992)
SLC2A9	unnamed (-13167), unnamed (-3067)
SLC30A1	unnamed (+30017), unnamed (+49342), unnamed (+52742)
SLC30A9	unnamed (+89528), unnamed (+399503)
SLC34A2	unnamed (+71281), unnamed (+128231), unnamed (+129081)
SLC35B1	unnamed (-49851), unnamed (-42876), unnamed (-25851), unnamed (-18676), unnamed (-14801), unnamed (-9426), unnamed (-8251), unnamed (-6076)
