A.intersect.value	CLL.A34019.CEMT_4.H3K4me1.hg38.A34019_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34035.CEMT_5.H3K4me1.hg38.A34035_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34074.CEMT_6.H3K4me1.hg38.A34074_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34938.CEMT_26.H3K4me1.hg38.A34938_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34945.CEMT_27.H3K4me1.hg38.A34945_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34952.CEMT_28.H3K4me1.hg38.A34952_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34959.CEMT_29.H3K4me1.hg38.A34959_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35236.CEMT_25.H3K4me1.hg38.A35236_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35243.CEMT_30.H3K4me1.hg38.A35243_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A60643.CEMT_94.H3K4me1.hg38.bwa-sb.IX4413.C958UANXX_6_ATCACG.FindER2.bed.remDups.bed.intersect.value	CLL.A60650.CEMT_95.H3K4me1.hg38.bwa-sb.IX4414.C958UANXX_7_CTAGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60657.CEMT_96.H3K4me1.hg38.bwa-sb.IX4414.C958UANXX_7_AACTTG.FindER2.bed.remDups.bed.intersect.value	CLL.A60670.CEMT_97.H3K4me1.hg38.bwa-sb.IX4412.C958UANXX_5_ACGATA.FindER2.bed.remDups.bed.intersect.value	EGAN00001091897_EGAX00001135686_EGAR00001139768_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133242_EGAR00001137328_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215953_EGAR00001228604_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001215622_EGAR00001228081_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001133247_EGAR00001137334_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001272679_merged2runs_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001231900_EGAR00001245926_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001215636_EGAR00001228045_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001272596_EGAR00001300137_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001234407_EGAR00001248465_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001291824_EGAR00001320548_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272600_EGAR00001300131_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272621_EGAR00001300048_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272624_EGAR00001300051_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272707_EGAR00001300114_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272668_merged3runs_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001364257_EGAR00001401411_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272656_EGAR00001300003_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272661_EGAR00001300008_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272650_EGAR00001299997_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001274157_EGAX00001419429_EGAR00001456616_MBC_H3K4me1_PAIRED.FindER2.bed.intersect.value	EGAN00001276795_EGAX00001304981_EGAR00001334464_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001276796_EGAX00001304983_EGAR00001334466_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001305005_EGAR00001334422_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326452_EGAR00001355725_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305085_EGAR00001334364_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305061_EGAR00001334388_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326574_EGAR00001355824_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326490_EGAR00001355777_usMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001358538_EGAX00001371128_EGAR00001408501_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001358558_EGAX00001371127_EGAR00001408500_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	GCBC.A68886.CEMT_129.H3K4me1.hg38.bwa-sb.IX5126.CAVYBANXX_4_AGCGCT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70848.CEMT_134.H3K4me1.hg38.IX5208.CAVPBANXX_1_ATCACG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70855.CEMT_135.H3K4me1.hg38.IX5209.CAVPBANXX_2_GATCAG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70862.CEMT_136.H3K4me1.hg38.IX5210.CAVPBANXX_3_ACCCAG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70869.CEMT_137.H3K4me1.hg38.IX5211.CAVPBANXX_4_AGCGCT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70876.CEMT_138.H3K4me1.hg38.IX5213.CAVPBANXX_6_CAAAAG.FindER2.bed.remDups.bed.intersect.value
chr7_55587300_55587650	0	0	0	0	0	350	0	0	0	350	200	350	275	350	0	0	50	0	125	275	0	75	0	350	0	0	0	0	50	0	0	0	50	350	0	350	0	350	350	125	0	350	0	0	0	0	0	0	0	0
chr7_64045400_64045800	25	0	25	0	0	0	0	25	400	25	325	0	0	0	400	400	0	0	0	400	0	0	0	375	0	0	0	375	400	325	400	0	0	400	400	0	0	400	400	400	0	400	0	0	0	0	0	0	0	0
chr7_66208350_66208650	0	0	300	300	75	300	300	300	225	0	0	0	0	300	300	300	0	300	0	0	225	0	300	300	0	0	300	300	300	300	300	0	75	300	300	0	0	300	300	300	150	300	0	150	0	75	0	0	0	0
chr7_67919250_67919400	0	0	150	150	0	0	0	0	0	150	0	150	150	75	150	150	75	150	75	0	0	0	0	150	0	0	150	150	150	150	150	0	0	150	150	0	0	150	150	150	150	150	0	0	0	0	0	0	0	0
chr7_69781500_69781800	0	0	300	0	0	0	0	300	0	0	0	0	0	300	0	150	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	300	0	0	0	0	300	0	0	300	75	0	0	0	0	0	0	0
chr7_69939600_69939900	0	0	300	0	0	0	0	0	0	300	300	300	300	75	0	300	0	300	300	0	0	0	0	300	0	0	300	300	225	0	225	0	0	300	300	0	0	300	300	0	300	300	0	0	0	0	0	0	0	0
chr7_70032300_70032350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	50	0	0	0	0	0	50	0	0	50	0	50	0	0	0	0	50	50	0	50	50	50	50	0	50	0	0	50	0	0	0	0	0
chr7_70071600_70072250	0	225	650	50	650	0	0	0	525	650	125	125	0	200	650	650	150	75	500	0	0	0	0	650	0	0	150	0	650	200	125	0	0	650	0	0	0	650	650	650	425	650	0	0	0	0	0	0	0	0
chr7_70176450_70176800	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	350	0	0	0	350	0	0	0	0	0	350	0	0	0	350	0	0	0	350	0	0	0	0	0	0	0	0
chr7_73338900_73339300	0	0	400	150	0	0	0	0	0	0	0	375	0	0	0	0	175	375	0	0	0	0	300	400	0	375	0	400	0	0	0	0	375	400	0	0	150	400	375	0	300	400	0	0	400	400	300	400	400	400
chr7_73877400_73877700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	300	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0
chr7_74019450_74020000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	0	0	0	550	525	0	0	300	0	0	0	0	0	0	0	0
chr7_74061500_74061800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	275	0	125	0	125	0	125	0	0	125	300	0	0	125	300	275	0	50	275	0	0	0	50	0	0	0	50
chr7_74062750_74063550	0	0	500	0	0	125	200	125	0	0	0	125	0	0	0	0	0	0	0	0	0	125	0	275	0	200	0	0	0	0	375	0	275	800	0	0	350	800	800	0	0	800	225	0	200	275	50	200	200	275
chr7_74139200_74139750	0	0	550	0	0	25	550	175	0	300	0	0	0	0	0	0	300	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0	400	0	0	0	550	550	375	0	300	0	0	0	0	0	0	0	0
chr7_74299250_74299900	175	0	0	0	25	0	550	25	250	0	0	0	0	0	0	0	0	0	0	0	0	0	325	600	0	0	0	0	0	0	0	0	0	650	0	0	0	650	325	0	0	0	0	0	0	0	0	0	0	0
chr7_76023300_76023550	0	0	0	0	0	225	250	75	250	225	0	0	0	250	225	250	0	75	0	0	0	0	150	250	0	0	250	250	250	250	250	0	250	250	250	0	0	250	250	250	0	225	0	0	0	0	0	0	0	0
chr7_89003800_89004000	0	0	0	0	0	0	0	0	0	0	0	125	0	200	200	200	75	200	0	0	125	50	0	200	0	0	200	200	200	200	200	0	0	200	200	0	0	200	200	200	0	200	0	50	0	50	200	0	125	0
chr7_90172700_90173250	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	75	375	0	0	0	0	150	0	0	0	0	0	0	0	0	0	525	0	0	0	525	300	0	550	550	150	0	0	0	0	0	0	0
chr7_90178350_90178500	0	0	150	150	0	0	150	75	0	0	0	0	0	75	0	0	150	0	0	0	150	0	0	150	0	0	0	150	0	0	0	0	0	150	0	0	0	150	150	0	150	150	0	0	0	0	0	0	0	0
chr7_90179350_90179650	0	0	125	50	50	0	0	0	0	0	0	0	0	0	125	50	0	0	0	0	25	0	0	300	0	50	0	300	0	200	0	0	0	275	0	0	0	300	300	0	300	300	50	0	300	300	275	300	300	300
chr7_90180100_90180900	0	0	0	0	0	0	0	0	0	0	375	0	0	0	300	0	0	425	0	0	575	275	0	575	0	0	0	0	0	0	0	0	0	725	0	0	0	800	525	0	800	800	0	0	0	800	0	0	150	0
chr7_90187800_90188950	0	0	0	0	450	0	750	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	525	450	0	0	0	525	0	450	0	0	0	1150	0	0	0	1000	1150	0	1150	1125	0	0	0	0	0	0	0	0
chr7_90206550_90207200	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	300	650	0	0	0	0	0	650	0	650	0	50	0	0	0	0	650	650	0	0	650	650	650	0	425	650	0	0	650	650	650	650	650	650
chr7_90207600_90208450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	600	0	300	0	525	0	0	0	0	225	850	0	0	300	850	450	0	525	825	0	0	300	450	225	450	525	450
chr7_90237950_90239400	0	0	1350	525	450	0	400	0	0	0	675	0	0	375	300	0	775	300	0	0	0	0	375	1450	0	0	0	375	0	0	0	0	0	1425	0	0	0	1450	1150	0	1450	1425	1450	0	0	0	0	0	0	150
chr7_90249300_90249550	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	250	0	0	0	250	225	0	250	0	0	250	0	0	0	0	0	0
chr7_90601900_90602200	300	0	0	0	0	0	0	0	0	0	0	0	0	300	300	300	300	300	0	0	0	0	0	300	0	50	300	300	300	300	300	0	125	300	300	0	0	300	275	300	0	275	0	0	25	0	0	0	0	0
chr7_91301500_91301650	0	0	150	125	125	0	0	0	0	0	0	0	0	0	0	150	0	0	125	0	0	0	0	125	0	0	0	0	0	0	0	0	0	150	0	0	0	150	0	0	0	150	0	0	0	0	0	0	0	0
chr7_91596050_91596450	400	0	400	400	400	0	400	0	0	375	0	375	0	0	0	0	400	0	400	400	400	375	0	400	0	0	0	0	0	0	0	0	150	400	0	0	0	375	375	0	0	375	400	400	0	0	0	0	0	0
chr7_93410500_93410800	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	300	0	0	300	0	0	0	0	0	0	0	0	0	275	0	0	0	300	0	125	0	275	0	0	0	0	0	0	0	0
chr7_94059900_94060200	0	0	300	0	0	0	0	0	0	0	300	300	0	0	0	225	0	0	300	0	0	0	0	300	0	300	0	0	0	0	0	0	300	300	0	0	300	300	300	0	0	300	0	0	300	300	300	300	300	300
chr7_94072950_94073250	0	0	0	0	0	0	0	300	0	0	0	150	0	300	0	0	75	0	0	0	0	0	0	300	0	300	0	0	300	0	0	0	300	300	0	0	300	300	300	0	0	300	0	0	300	300	300	300	300	300
chr7_95637950_95638250	300	275	300	300	300	300	300	300	275	300	300	300	300	0	200	0	0	0	300	300	275	300	300	300	0	0	0	300	300	0	0	0	0	275	125	0	0	300	300	0	300	275	200	300	0	0	0	0	0	0
chr7_96167450_96167950	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	500	0	500	0	500	475	0	0	0	500	475	0	0	500	475	500	250	0	475	0	0	500	500	500	500	500	500
chr7_96235850_96236100	0	0	250	75	0	0	0	0	0	225	0	250	0	100	0	0	100	0	0	75	0	0	0	250	0	0	25	75	0	0	0	0	0	25	0	0	0	250	225	0	0	250	0	0	0	25	0	0	0	0
chr7_96307300_96307350	0	0	50	50	0	0	0	50	0	0	0	0	0	50	50	0	0	50	0	0	0	0	0	50	0	0	0	50	50	50	0	0	0	50	50	0	0	50	50	50	50	50	0	0	0	50	0	50	50	50
chr7_96317400_96317700	0	0	150	225	0	0	75	0	0	0	0	0	300	0	0	0	0	0	300	0	225	150	0	300	0	0	0	0	0	0	225	0	0	300	0	0	0	300	0	150	0	300	0	0	0	0	0	0	0	0
chr7_99992750_99993150	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	375	0	0	300	0	0	325	0	375	0	0	0	0	150	0	0	0	0	175	0	150	0	400	400	0	0	375	0	0	0	0	0	0	0	0
chr7_100375300_100375650	0	0	0	0	0	350	50	0	350	350	200	350	350	50	275	200	125	0	0	0	0	0	0	275	0	0	0	50	125	0	50	0	0	350	0	0	0	350	350	0	0	350	0	0	0	0	0	0	0	0
chr7_100600550_100600750	0	0	0	0	0	0	0	0	0	0	200	0	175	0	200	0	0	0	200	0	0	175	0	175	0	0	0	0	0	0	200	200	0	175	0	0	200	175	200	0	0	200	0	0	0	0	0	0	0	0
chr7_100630600_100630950	50	0	0	0	0	0	0	0	0	275	350	0	0	0	300	0	0	0	0	150	0	0	0	350	0	0	0	0	50	0	0	300	300	350	0	0	0	350	350	275	0	0	350	0	0	0	0	0	0	0
chr7_100643400_100643800	0	0	0	0	0	400	75	0	225	75	0	75	75	0	75	0	0	0	0	250	0	0	0	375	0	0	0	75	75	0	0	0	225	400	75	75	150	375	75	0	75	225	0	75	0	0	0	0	0	0
chr7_101225450_101225850	0	0	25	0	0	0	0	0	0	0	0	0	0	400	0	0	300	0	0	0	0	0	0	375	0	0	0	375	0	0	0	0	400	400	0	0	400	400	400	0	0	375	0	0	400	400	400	400	400	400
chr7_101392650_101392800	0	0	0	0	0	0	150	0	0	0	0	0	0	150	150	150	150	150	0	0	0	0	0	150	0	75	150	150	150	150	150	0	0	150	150	0	150	150	150	150	0	150	0	0	150	0	0	0	0	0
chr7_101428050_101428200	0	0	0	0	0	0	150	150	0	0	0	150	0	150	150	150	150	150	0	0	75	0	0	150	0	150	150	150	150	150	150	0	0	150	150	0	150	150	150	150	0	150	0	0	0	0	0	0	0	0
chr7_101429800_101430000	50	125	0	125	0	0	200	200	0	0	0	0	0	200	200	200	200	200	0	50	0	0	50	200	0	0	200	200	200	200	200	0	0	200	200	0	0	200	200	200	0	200	0	0	0	50	0	0	0	200
chr7_101505150_101505400	0	0	0	0	0	0	0	0	0	250	0	0	250	250	250	250	250	250	0	0	0	0	0	250	0	0	250	250	250	250	250	0	0	250	250	0	75	250	225	250	0	250	0	0	0	0	0	0	0	0
chr7_103809750_103810200	0	0	0	150	450	0	0	0	0	0	450	450	450	0	0	300	0	0	0	375	375	0	450	450	0	0	0	0	0	0	0	0	0	450	0	0	0	450	450	0	450	450	0	450	0	0	0	0	0	0
chr7_105050250_105050700	0	0	150	75	75	75	0	75	75	225	0	375	75	450	450	450	0	450	225	0	150	300	225	450	0	0	450	450	450	75	150	0	0	450	450	0	0	450	450	450	450	450	0	0	225	0	0	450	0	0
chr7_105188650_105189000	0	0	0	0	0	150	0	0	0	0	0	350	75	0	0	300	0	0	0	0	150	0	0	350	350	0	0	125	150	125	0	0	0	350	0	0	0	350	350	225	0	150	0	0	0	0	0	0	0	0
chr7_105234900_105235200	0	0	300	0	150	0	0	0	0	300	0	300	300	0	0	300	0	300	0	0	300	0	0	300	0	0	300	300	75	0	0	0	0	300	75	0	0	300	300	300	150	300	0	0	75	0	75	0	150	0
chr7_105236050_105236600	0	0	550	0	0	0	0	0	0	550	550	550	550	550	550	550	500	550	550	0	0	0	0	550	0	0	550	550	550	550	50	0	0	550	550	0	0	550	550	550	550	550	0	0	50	200	0	0	550	0
chr7_105239100_105240050	0	0	200	0	0	0	0	0	0	50	525	950	0	200	225	800	675	950	50	0	725	0	225	950	0	0	375	950	300	950	0	0	0	950	950	0	0	950	950	950	0	950	0	150	0	0	0	0	0	0
chr7_105264350_105264900	0	0	550	0	0	0	0	0	0	550	550	550	525	550	25	550	175	550	550	0	0	0	0	550	0	0	0	450	75	150	0	0	0	550	550	0	0	550	525	0	300	550	0	0	0	0	0	0	0	0
chr7_105271000_105271300	0	0	25	0	0	0	0	50	0	300	300	300	300	0	0	300	300	300	0	0	0	300	0	300	0	100	300	300	300	300	300	0	0	300	300	0	0	300	300	300	125	275	0	0	0	0	0	0	0	0
chr7_105279000_105279200	0	0	200	200	0	0	0	0	0	0	0	200	0	200	200	200	0	200	200	200	0	200	200	200	0	200	200	200	200	200	200	0	0	200	200	0	0	200	200	200	0	200	0	0	0	0	0	0	200	0
chr7_105281850_105282250	0	0	400	0	75	0	75	25	0	400	75	400	400	0	0	400	0	400	0	0	300	400	0	400	0	0	0	25	75	0	0	0	0	400	0	0	0	400	375	225	0	400	0	100	0	0	0	0	0	0
chr7_105285900_105286600	0	0	0	0	150	0	75	0	150	100	700	525	700	0	150	675	300	0	225	0	0	0	0	700	0	0	0	675	300	700	0	0	0	700	225	0	0	700	525	225	450	675	0	0	0	0	0	0	0	0
chr7_105296500_105296600	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	100	100	100	0	0	100	100	100	100	0	0	100	100	100	100	0	0	0	100	100	0	0	100	100	100	100	100	0	0	100	0	100	0	50	100
chr7_105315200_105315700	0	0	500	0	0	0	0	25	25	0	0	25	0	500	400	500	0	500	325	0	400	0	25	500	0	0	500	500	175	500	500	0	0	500	0	0	0	500	450	500	500	500	0	0	0	400	0	0	0	0
chr7_105378850_105379300	125	200	200	350	125	50	125	200	0	0	125	200	0	0	450	350	0	250	0	0	0	0	0	450	0	0	0	450	250	400	0	0	0	450	200	0	0	450	450	425	0	425	0	0	0	0	0	0	0	0
chr7_105379650_105379700	50	0	50	0	50	50	50	50	50	50	0	50	0	0	0	50	0	50	0	0	0	0	0	50	0	0	0	50	50	50	50	0	0	50	0	0	0	50	50	50	50	50	0	0	0	0	0	0	0	0
chr7_105384000_105384650	50	0	0	50	0	0	200	50	50	0	650	650	75	650	0	650	275	600	650	0	300	125	0	650	0	0	300	650	650	650	0	0	0	650	650	0	0	650	650	650	600	650	0	500	0	0	450	0	375	0
chr7_105419300_105419550	250	250	250	250	250	250	250	250	250	250	250	250	250	0	0	250	0	175	250	0	250	75	250	250	0	0	0	250	150	0	0	0	0	225	0	0	0	250	250	225	250	250	250	250	0	0	0	0	0	0
chr7_105420450_105420850	400	400	400	400	400	400	400	400	400	400	400	400	300	0	0	225	0	375	400	0	150	150	400	375	0	0	0	150	0	0	0	0	0	375	0	0	0	400	400	0	400	375	0	400	0	0	0	0	0	0
chr7_107629800_107630200	0	75	0	0	0	0	0	175	0	0	0	375	0	75	400	400	400	400	225	0	0	0	0	375	0	0	400	400	400	375	0	0	0	400	400	0	0	400	400	400	0	400	150	0	0	0	0	0	0	0
chr7_107632500_107632950	0	0	150	0	0	0	0	0	0	0	75	450	150	450	450	450	450	375	450	0	0	0	0	450	0	0	450	450	450	450	375	0	0	450	450	0	0	450	450	450	150	450	0	300	225	0	0	0	0	0
chr7_108550650_108550950	0	0	0	0	0	0	0	0	0	75	0	75	75	300	300	300	300	300	150	0	0	0	0	300	0	0	300	300	300	300	225	0	75	300	300	0	0	300	300	300	225	300	75	0	0	75	0	0	0	0
chr7_112707000_112708050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675	0	0	0	0	0	0	1050	0	1050	300	825	0	225	0	0	825	1050	0	0	525	900	1050	825	0	1050	0	0	825	1050	1050	1050	1050	975
chr7_112708300_112708450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	150	0	0	0	0	0	0	0	150	150	0	0	125	0	0	0	50	50	0	0	0
chr7_115496450_115496800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	350	350	350	350	0	350	0	175	350	0	0	0	0	350	350	0	0	0	325	0	0	0	300	350	350	0	350	0	0	0	0	0	0	0	0
chr7_116018550_116018700	0	0	150	150	0	0	0	0	0	0	150	150	0	0	0	0	75	0	0	0	0	150	0	150	0	150	0	150	0	0	0	0	150	150	0	0	150	150	150	0	150	150	0	0	150	150	150	150	150	150
chr7_116122800_116122850	0	0	50	50	0	0	0	0	0	0	50	50	0	0	50	0	0	50	0	0	0	50	0	50	0	0	0	0	0	0	0	0	50	50	0	0	0	50	50	0	50	50	0	0	50	0	0	0	0	0
chr7_116156250_116157650	0	0	300	225	0	0	0	0	0	0	1400	1400	0	0	0	900	50	1025	0	0	0	1400	0	1400	0	950	0	1400	0	0	0	0	575	1400	0	0	425	1400	1400	0	1400	1400	0	0	1400	1400	1400	1400	1400	1400
chr7_117238250_117238500	0	0	0	175	25	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	250	250	0	250	250	0	100	0	0	0	0	0	0
chr7_120995550_120995850	0	0	0	0	0	0	0	0	0	150	0	150	150	300	300	300	225	300	0	0	0	150	0	300	0	0	300	300	300	300	300	0	0	300	300	0	0	300	300	300	300	300	0	0	0	300	0	300	0	0
chr7_121128050_121128750	0	0	0	0	0	0	0	25	25	325	450	625	400	700	700	700	700	700	225	0	375	0	375	675	0	0	700	700	700	700	600	0	0	700	675	0	0	700	675	700	0	700	0	0	0	0	75	0	0	0
chr7_121130750_121132200	0	0	150	150	0	0	0	0	0	450	225	900	225	1450	1450	1450	1075	1450	1350	450	1125	0	750	1450	0	0	1375	1450	1450	1450	1425	0	0	1450	1450	0	0	1450	1425	1450	900	1450	0	300	0	300	0	0	0	0
chr7_121133850_121136100	0	0	0	0	0	0	0	0	0	750	900	2250	0	2250	2250	2250	1125	2250	2250	0	2250	0	375	2250	0	0	2250	2250	2250	2250	450	0	0	2250	2250	0	0	2250	2250	2250	825	2250	0	375	0	0	375	0	0	0
chr7_121148550_121148900	0	0	0	125	125	0	0	0	0	0	0	0	125	350	50	225	0	0	200	0	0	0	0	350	0	0	0	0	50	125	0	0	0	350	0	0	0	350	50	0	50	350	0	0	0	0	0	0	0	0
chr7_121151100_121152700	150	0	0	0	0	0	75	0	75	0	0	0	375	675	0	0	300	1275	0	0	0	175	0	1575	0	0	0	225	0	0	0	0	0	1600	0	0	0	1275	1200	0	0	1600	0	0	0	0	0	0	0	0
chr7_121161200_121161550	0	0	25	25	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	300	0	0	0	0	0	175	0	0	0	350	0	0	0	0	325	0	0	250	0	0	0	0	0	0	0	0
chr7_121162550_121163000	0	0	0	50	0	0	0	0	0	50	50	125	275	350	350	450	50	450	275	0	450	0	0	450	0	0	450	450	450	450	450	0	0	450	450	0	0	450	450	275	0	425	275	0	50	50	0	50	0	0
chr7_121165200_121166050	0	0	0	0	0	0	0	0	0	300	0	850	850	850	600	850	0	850	850	0	625	450	0	825	0	0	850	850	850	850	0	0	0	850	525	0	0	850	850	850	0	850	0	0	0	0	0	0	0	0
chr7_121185250_121186550	0	0	0	375	0	0	0	0	0	800	50	950	800	1300	725	1300	1300	1300	725	0	800	0	0	1300	0	0	1300	1300	1300	1300	50	0	0	1300	1300	0	0	1300	1300	1300	50	1300	0	1300	0	0	0	0	0	0
chr7_121219600_121220700	0	0	0	300	0	0	0	0	0	50	50	1025	725	575	1100	1100	50	500	1100	0	800	750	0	1100	0	0	200	950	800	1100	275	0	0	1100	350	0	0	1100	1100	200	0	1100	125	1100	0	0	0	0	0	0
chr7_121241600_121242350	0	0	300	375	0	0	0	0	0	375	0	0	0	325	0	0	0	350	750	0	475	0	0	750	0	0	0	0	0	0	0	0	0	725	0	0	0	725	725	0	0	0	0	0	0	0	0	0	0	0
chr7_121278050_121278350	0	0	300	300	300	0	0	0	0	300	300	300	300	0	0	300	0	300	300	300	300	300	300	300	0	0	0	300	0	300	0	0	0	300	0	0	0	300	275	0	300	300	0	300	0	0	0	0	0	0
chr7_121281350_121281900	0	0	0	0	0	0	0	0	0	550	0	550	550	0	0	550	0	475	550	25	550	325	0	550	0	0	0	550	0	550	0	0	0	550	0	0	0	550	525	0	175	550	175	550	0	0	0	0	0	0
chr7_121286300_121286450	0	0	150	0	0	0	0	0	0	150	0	50	125	150	150	150	150	125	0	150	0	0	0	150	0	0	150	150	150	150	150	0	0	150	150	0	0	150	150	150	0	125	0	0	0	50	0	0	0	0
chr7_121291700_121292050	0	0	350	350	250	0	0	0	0	350	350	350	350	0	0	0	0	0	0	0	0	175	0	350	0	0	0	350	0	0	0	0	0	350	0	0	0	350	300	0	0	325	0	0	0	0	0	0	350	0
chr7_121300200_121300500	0	0	300	0	300	0	0	300	0	300	300	300	300	0	300	0	0	0	300	0	300	300	75	300	0	0	0	300	0	150	0	0	0	300	0	0	0	300	300	0	300	300	0	300	0	0	0	0	0	0
chr7_121304900_121305350	50	125	425	450	425	0	50	50	0	450	450	450	450	0	0	0	0	0	450	450	450	450	450	450	0	0	0	450	450	450	0	0	0	450	0	0	0	450	425	275	450	450	450	450	0	0	0	0	0	0
chr7_121307800_121308750	0	0	375	0	0	0	0	0	0	450	0	525	950	0	125	750	0	725	950	0	750	125	125	950	0	0	0	950	0	225	0	0	0	950	0	0	0	950	950	0	950	950	0	950	0	0	525	0	0	0
chr7_121310900_121311150	0	0	0	0	75	0	0	0	0	250	0	250	250	0	250	250	0	250	250	0	250	0	0	250	0	0	0	250	0	250	0	0	0	250	0	0	0	250	225	225	250	250	0	250	0	0	0	0	0	0
