A.intersect.value	CLL.A34023.CEMT_4.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_ACTCTC.FindER2.bed.remDups.bed.intersect.value	CLL.A34039.CEMT_5.H3K36me3.hg38.bwa-sb.IX2845.C4C9JACXX_3_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A34078.CEMT_6.H3K36me3.hg38.bwa-sb.IX2845.C4C9JACXX_3_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34942.CEMT_26.H3K36me3.hg38.bwa-sb.IX2652.C3TC1ACXX_2_ACTCTC.FindER2.bed.remDups.bed.intersect.value	CLL.A34949.CEMT_27.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A34956.CEMT_28.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34963.CEMT_29.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_CCACGC.FindER2.bed.remDups.bed.intersect.value	CLL.A35240.CEMT_25.H3K36me3.hg38.bwa-sb.IX2652.C3TC1ACXX_2_GCACTT.FindER2.bed.remDups.bed.intersect.value	CLL.A35247.CEMT_30.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_GGCTAC.FindER2.bed.remDups.bed.intersect.value	CLL.A60647.CEMT_94.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60654.CEMT_95.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A60661.CEMT_96.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_CCACGC.FindER2.bed.remDups.bed.intersect.value	CLL.A60666.CEMT_97.H3K36me3.hg38.bwa-sb.IX4419.C9587ANXX_4_ATGTCA.FindER2.bed.remDups.bed.intersect.value	EGAN00001091882_EGAX00001135678_EGAR00001139764_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001091897_EGAX00001135685_EGAR00001139767_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133241_EGAR00001137327_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215952_EGAR00001228603_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171934_EGAR00001185148_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001133248_EGAR00001137335_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001323204_EGAR00001352516_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001291868_EGAR00001320595_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001323211_EGAR00001352511_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291885_EGAR00001320546_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323208_EGAR00001352512_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326464_EGAR00001355737_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272587_EGAR00001300134_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272615_EGAR00001300042_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272623_EGAR00001300050_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272638_EGAR00001300127_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272667_merged3runs_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272688_EGAR00001300081_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272657_EGAR00001300004_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272663_EGAR00001300010_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272652_EGAR00001299999_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272583_EGAR00001300071_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304986_EGAR00001334469_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304994_EGAR00001334419_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326453_EGAR00001355726_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305063_EGAR00001334390_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305082_EGAR00001334361_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295795_EGAX00001326624_EGAR00001355770_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326575_EGAR00001355825_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326601_EGAR00001355747_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326483_EGAR00001355810_usMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	GCBC.A68890.CEMT_129.H3K36me3.hg38.bwa-sb.IX5127.CAVYBANXX_5_ATCCTA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70852.CEMT_134.H3K36me3.hg38.IX5208.CAVPBANXX_1_ACAGTG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70859.CEMT_135.H3K36me3.hg38.A70859_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70866.CEMT_136.H3K36me3.hg38.IX5211.CAVPBANXX_4_ACTGAT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70873.CEMT_137.H3K36me3.hg38.IX5212.CAVPBANXX_5_ATCCTA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70880.CEMT_138.H3K36me3.hg38.IX5214.CAVPBANXX_7_CACTCA.FindER2.bed.remDups.bed.intersect.value
chr4_184359000_184359900	825	0	900	675	900	150	375	450	300	225	75	0	0	300	0	0	0	525	0	0	900	825	0	0	0	900	0	0	0	75	0	0	900	0	0	225	300	0	150	0	900	0	0	0	0	0	0	0	0	0
chr4_184360600_184361400	0	0	0	0	0	0	0	0	0	500	0	275	0	0	375	0	200	0	0	0	650	800	0	0	0	800	0	0	0	0	0	0	800	0	0	0	0	0	0	800	800	0	0	0	0	0	0	0	0	0
chr4_184362000_184362900	0	0	300	0	0	0	0	0	0	75	0	0	0	0	0	0	0	300	0	225	375	150	450	0	0	900	0	0	0	0	150	0	900	0	0	0	0	150	150	150	900	0	225	75	0	300	0	0	0	0
chr4_184365900_184366500	75	0	0	75	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	600	75	450	600	0	600	0	0	0	0	0	450	600	450	0	0	0	0	0	600	600	0	450	0	600	0	0	0	450	0
chr4_184367950_184368650	0	0	275	0	0	0	50	0	0	0	0	200	0	275	0	0	125	0	0	0	700	125	0	0	0	700	0	0	0	0	0	0	700	425	0	0	0	0	0	50	700	0	0	0	200	0	0	0	125	0
chr4_184369300_184369850	300	0	125	500	200	0	50	0	0	0	0	0	0	50	200	0	0	0	0	0	125	50	125	0	0	550	50	0	0	0	0	0	550	275	0	50	0	0	0	550	550	0	50	0	50	0	0	50	50	50
chr4_184372350_184372800	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	300	150	0	0	0	450	0	0	0	0	0	0	450	150	0	75	0	0	0	300	450	0	75	0	450	0	225	0	75	0
chr4_184373400_184373700	0	0	75	150	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	150	300	0	0	0	300	0	0	0	0	0	0	300	150	150	150	0	0	0	0	300	0	0	0	300	300	300	300	300	300
chr4_184374100_184375500	0	375	0	125	575	0	0	0	0	0	0	0	125	0	900	0	0	0	275	0	500	725	525	0	0	1400	0	0	0	0	0	0	1400	875	0	875	0	0	0	875	1400	0	0	0	1400	1400	1400	1400	1400	1400
chr4_184377100_184377600	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	350	500	500	0	0	500	0	0	0	0	0	0	500	500	0	125	0	0	0	0	500	225	0	0	500	500	500	500	500	350
chr4_186104700_186105100	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	100	0	0	175	0	400	0	0	400	0	0	400	375	0	0	0	0	0	400	0	375	0	325	0	0	0	0	0	0	0
chr5_321600_322000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	400	0	0	0	0	0	0	400	0	0	0	0	300	0	0	375	0	100	400	0	0	0	0	0	0
chr5_1253150_1253800	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	175	0	300	0	0	0	0	0	550	0	625	175	0	0	0	0	0	650	650	0	650	0	0	0	0	625	0	0	0	0	0	0	0	0	0
chr5_1258500_1258900	0	0	0	325	0	0	0	0	0	100	400	0	0	375	0	400	0	0	0	0	0	0	0	0	0	375	75	0	0	0	0	150	400	400	0	400	0	0	0	0	375	0	0	0	0	0	0	0	0	0
chr5_1262050_1262700	650	0	0	0	225	0	0	0	0	0	50	0	0	0	650	75	0	225	0	0	0	0	0	0	0	650	650	0	0	0	0	0	650	650	0	650	0	0	0	0	650	0	125	0	650	425	650	600	650	0
chr5_1263600_1264250	75	75	0	150	75	0	0	0	0	125	0	0	0	650	0	0	0	150	0	0	500	0	0	0	0	650	650	0	0	0	0	150	650	650	0	650	0	0	0	0	650	0	350	0	650	0	650	450	0	0
chr5_1265550_1265700	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	150	0	0	0	0	0	0	0	0	150	150	0	0	0	0	150	150	150	0	150	0	0	0	0	150	0	0	0	0	0	0	0	0	0
chr5_1266900_1267300	75	0	0	225	0	0	0	0	0	300	0	0	0	0	375	0	0	300	0	0	0	0	0	0	0	375	400	0	0	0	0	75	400	400	0	400	0	0	0	0	400	0	0	0	400	25	150	400	400	100
chr5_1267850_1268100	0	0	0	250	0	0	250	0	0	250	175	0	0	150	0	0	0	0	0	0	150	0	0	0	0	250	250	0	0	0	0	75	250	250	0	250	0	0	0	0	225	0	0	0	250	250	250	250	250	250
chr5_1268650_1271700	975	0	0	525	0	0	0	0	0	125	525	0	0	425	375	0	0	0	0	0	1350	0	0	0	0	3050	3050	0	50	0	0	0	3050	3050	525	3050	300	0	0	200	3050	0	300	0	800	0	600	0	750	0
chr5_1272300_1272600	0	0	0	0	0	0	0	0	0	150	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	300	300	0	0	0	0	150	300	300	0	300	0	0	0	0	300	0	0	0	75	0	0	0	300	0
chr5_1274000_1274400	0	0	0	0	0	0	0	0	0	400	0	0	0	400	0	400	0	0	0	0	400	400	0	0	0	400	400	0	0	0	0	0	400	400	0	400	0	0	0	0	375	0	0	0	400	0	400	300	375	150
chr5_1274700_1275150	450	450	0	450	0	0	0	0	0	0	0	0	0	375	75	0	0	0	0	0	300	225	0	0	0	450	450	0	0	0	0	0	450	450	0	450	0	0	0	0	450	0	0	0	450	375	450	450	450	300
chr5_1277400_1277700	0	0	0	0	0	0	0	0	0	75	0	0	0	150	0	0	0	0	0	0	300	300	0	0	0	300	300	0	0	0	0	300	300	300	0	300	0	0	0	0	300	0	300	0	0	0	0	0	0	0
chr5_1278000_1278150	0	0	0	0	0	0	0	0	0	150	150	0	0	0	150	0	0	0	0	0	150	0	0	0	0	150	150	0	0	0	0	150	150	150	150	150	0	0	0	150	150	0	0	0	150	0	0	0	75	75
chr5_1279750_1281750	375	0	0	525	0	0	0	0	0	375	825	0	0	200	225	900	0	1175	0	0	1775	825	0	0	0	2000	2000	0	0	0	300	525	2000	2000	300	2000	0	0	0	0	2000	0	750	0	900	0	0	0	50	0
chr5_1282100_1283050	400	0	0	175	0	0	0	0	0	325	400	0	0	0	250	0	0	250	0	0	900	0	0	0	0	900	950	0	0	0	0	950	950	950	0	950	0	0	0	0	950	0	0	0	475	0	175	0	0	0
chr5_1293300_1293600	0	0	0	0	0	0	0	0	0	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	300	0	0	0	0	300	300	300	300	300	300	0	0	0	300	75	0	0	0	0	0	0	0	0
chr5_1779750_1780050	0	0	0	0	0	0	0	0	0	225	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	150	300	0	0	0	0	0	0	0	300	225	0	0	0	0	0	0	0	0
chr5_5795100_5795550	0	0	0	450	0	0	450	225	300	450	0	0	0	300	0	0	0	0	0	450	375	375	0	0	0	450	0	0	0	0	0	0	450	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0
chr5_7850300_7851400	0	0	0	0	0	25	0	0	0	250	25	0	0	325	375	300	0	0	0	0	0	925	0	0	0	1075	0	0	0	0	0	0	1050	300	0	0	0	0	825	0	1100	0	525	0	0	0	0	0	0	0
chr5_8034000_8034450	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	450	0	0	450	0	0	0	0	450	0	0	0	0	0	0	0	75	0
chr5_8053050_8053450	0	0	0	0	0	0	0	0	0	225	0	0	0	400	0	0	400	0	0	0	0	0	0	0	375	375	0	0	0	0	0	0	375	0	0	400	0	0	0	300	400	0	0	0	0	0	0	0	0	0
chr5_10502600_10502950	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	175	0	350	0	0	0	0	250	0	300	0	0	0	0	25	0	0	350	0	0	0	0	0	0	0	0	0
chr5_14610300_14610600	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	225	0	300	75	225	0	300	300	0	0	300	300	0	0	0	0	0	300	300	0	300	300	0	0	0	300	300	0	0	300	75	225	300	300	150
chr5_38556350_38556950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	500	425	250	0	0	0	600	0	0	0	0	0	0	575	0	200	400	325	100	0	0	600	325	0	0	0	0	0	0	0	0
chr5_43192350_43192650	0	0	0	0	0	0	0	0	0	300	300	0	0	75	0	300	300	300	0	0	300	300	0	0	0	300	150	0	75	0	0	0	300	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0
chr5_59023350_59023650	0	0	0	300	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	300	225	0	0	0	0	300	300	0	300	0	0	0	75	300	0	0	0	300	225	0	300	0	0
chr5_59893400_59893750	0	0	0	0	0	0	0	0	0	175	100	0	0	0	0	350	0	100	0	0	325	250	0	0	0	350	0	0	0	0	0	0	300	0	0	0	0	0	0	0	350	0	100	0	0	0	0	0	0	0
chr5_60630000_60630300	150	0	150	0	0	0	75	0	0	0	75	300	0	0	300	0	0	0	0	0	150	0	0	0	0	300	300	0	0	0	300	0	300	300	0	300	0	0	0	0	300	0	0	0	300	300	300	300	300	300
chr5_60642350_60642750	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	400	0	0	0	0	0	400	400	400	400	0	0	0	0	400	0	0	0	400	400	400	400	400	400
chr5_60686700_60686850	75	0	75	0	0	0	150	0	0	75	0	150	0	0	150	0	0	0	0	0	0	150	0	0	0	150	150	0	0	0	0	0	150	150	0	150	0	0	0	0	150	0	0	0	150	150	150	150	150	150
chr5_61626400_61626750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	350	0	0	0	0	350	0	350	0	0	0	50	350	50	0	0	0	200	0	0	350	125	0	0	0	0	0	0	0	0
chr5_68610900_68611450	0	0	0	0	0	0	0	0	0	0	550	0	0	300	0	0	0	225	0	0	0	0	0	0	0	550	75	0	0	0	0	0	525	550	0	550	0	0	0	0	525	0	0	0	550	100	550	550	550	550
chr5_69492600_69493200	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	75	0	375	0	0	0	375	300	0	0	600	0	0	300	0	0	0	600	300	450	0	450	600	0	0	600	0	0	0	0	0	0	0	0	0
chr5_71587200_71587700	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	500	0	0	0	500	0	500	0	0	500	500	0	0	0	0	125	500	500	0	500	0	0	0	0	500	50	500	0	0	0	0	75	0	500
chr5_75053250_75053700	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	450	450	225	300	0	0	150	0	0	450	225	375	300	0	0	450	0	0	0
chr5_76403650_76404100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	350	0	0	0	0	0	275	0	0	125	0	0	0	0	0	0	450	0	0	200	0	50	0	425	425	450	0	200	0	0	0	0	0	0
chr5_76570950_76571400	0	0	0	0	0	0	0	0	0	0	0	0	0	225	450	0	0	150	0	375	0	0	450	75	0	450	0	0	0	0	0	0	450	0	0	0	0	450	0	0	450	450	0	450	0	0	300	0	0	375
chr5_76716000_76716450	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	225	0	0	0	0	0	375	0	0	0	450	0	0	0	0	0	450	450	0	0	0	0	0	450	0	450	300	0	0	0	0	0	0	0	0
chr5_77416100_77416800	0	0	0	0	0	0	0	0	0	300	225	0	0	300	0	400	0	0	0	0	0	0	0	0	0	675	700	0	0	0	0	325	700	700	550	700	250	0	0	375	700	0	0	0	475	0	0	0	175	0
chr5_78666150_78666450	0	0	300	300	225	300	0	0	150	150	0	0	0	0	0	0	0	0	0	0	300	0	150	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	300	0	0	0	300	0	0	0	0	0
chr5_78690450_78690850	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	400	0	0	0	375	400	300	0	0	0	0	400	400	0	400	0	0	0	400	400	0	0	0	400	375	0	400	400	400
chr5_78694900_78695200	0	125	0	200	0	0	0	50	300	50	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	275	0	0	0	300	300	300	300	300	300
chr5_78708050_78708400	0	0	0	25	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	350	0	0	0	0	0	350	350	350	350	0	0	0	0	325	0	0	0	350	350	0	350	350	350
chr5_78718500_78718800	0	0	300	0	0	300	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	300	300	0	0	300	0	0	0	0	75
chr5_78720250_78720750	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	425	0	450	0	0	0	275	0	0	0	500	500	0	0	0	0	500	500	500	0	500	125	0	0	0	500	0	0	0	500	375	0	0	0	500
chr5_78739350_78740000	0	0	225	0	0	50	0	0	0	450	125	350	0	0	0	0	0	0	0	0	0	0	0	0	0	650	650	0	0	0	0	0	650	650	0	650	0	0	0	75	650	0	0	0	650	650	0	650	650	650
chr5_78746000_78746600	0	0	0	0	350	0	0	0	0	0	0	0	0	600	0	0	0	0	0	0	0	0	325	0	0	600	600	0	0	0	0	0	600	600	0	600	0	0	0	325	575	0	0	0	600	250	0	600	125	600
chr5_78747450_78747950	0	0	0	0	0	0	450	75	0	500	0	0	0	0	0	0	0	300	0	0	0	350	300	0	0	500	500	0	0	0	0	0	500	500	0	500	0	0	0	0	500	0	0	0	500	0	0	350	200	500
chr5_78748450_78748800	0	0	0	350	225	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	350	350	0	0	0	0	0	350	350	0	350	0	0	0	0	350	0	0	0	350	300	0	350	75	350
chr5_78749850_78750700	0	0	600	0	375	0	0	0	0	0	0	0	0	0	0	400	0	400	0	0	0	175	0	0	0	850	850	0	0	0	0	0	825	850	0	850	0	0	0	0	850	0	0	0	850	850	25	850	850	850
chr5_78751400_78752400	0	0	0	225	0	225	0	0	0	0	250	0	0	0	0	325	0	325	0	0	0	150	0	0	0	975	1000	0	0	0	0	0	1000	1000	0	1000	0	0	0	450	1000	375	0	0	1000	600	0	1000	0	975
chr5_78766300_78766650	0	0	0	300	0	0	0	150	0	225	0	0	0	0	0	0	0	0	0	0	350	125	350	0	0	350	350	225	0	0	0	0	350	350	0	350	0	0	0	300	350	125	0	0	350	350	0	350	350	350
chr5_80960600_80961000	0	0	0	0	0	0	0	0	0	400	325	0	0	0	0	25	0	0	0	0	0	0	100	0	0	400	0	0	0	0	0	0	375	0	0	400	0	0	0	0	400	0	0	0	0	0	0	0	0	0
chr5_81070100_81070500	0	0	0	300	0	0	0	0	0	0	0	0	0	225	0	0	400	0	0	0	400	0	0	0	0	375	0	0	0	0	0	25	400	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0
chr5_81213200_81213500	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	275	0	0	175	0	0	0	300	300	0	0	175	250	0	0	300	0	0	0	0	0	0	0	0	0
chr5_89456100_89456400	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	300	0	0	300	0	0	0	300	0	0	0	0	0	0	300	225	0	75	0	0	0	0	300	0	0	0	300	300	300	0	300	225
chr5_89457800_89458300	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	25	0	0	500	0	0	0	0	0	0	500	0	0	0	0	0	0	0	450	0	0	0	500	0	400	0	100	0
chr5_89465000_89465550	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	100	0	0	0	0	0	550	0	0	0	525	0	0	0	0	0	0	550	150	0	0	0	0	0	375	550	0	0	0	550	550	225	0	375	0
chr5_89470350_89471100	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	450	600	0	150	0	0	0	750	300	0	0	0	450	0	750	750	0	0	0	0	0	450	750	0	0	0	750	750	750	300	300	225
chr5_89472700_89472800	0	0	100	0	100	0	100	0	100	0	0	0	100	0	0	0	0	0	0	0	0	100	0	0	0	100	0	0	0	0	100	0	100	100	0	0	100	0	0	100	100	0	0	0	100	100	0	100	100	0
chr5_95747000_95747400	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	25	0	0	0	0	0	375	0	0	0	0	300	400	400	0	0	0	0	0	0	0	400	0	0	400	0	0	0	0	0	0
chr5_95797550_95797900	0	0	0	0	0	0	250	0	0	0	175	0	0	350	0	0	0	0	0	0	175	0	0	0	0	325	0	0	0	0	100	175	350	0	0	0	0	350	350	350	325	0	0	350	0	0	0	0	0	0
chr5_95960050_95960900	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	200	0	425	200	275	0	500	0	275	0	0	0	200	350	0	850	200	0	0	275	50	500	0	850	50	0	0	0	0	0	0	0	0
chr5_102754550_102754950	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	375	300	0	0	0	0	0	0	175	0	375	0	0	0	0	0	0	400	225	0	0	0	0	0	75	250	0	0	0	0	0	0	0	0	0
chr5_102999150_102999450	0	0	0	0	0	0	0	0	0	300	75	0	0	0	225	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	300	225	0	0	0	75	0	0	300	0	0	0	0	0	0	0	0	0
chr5_108500450_108500950	0	0	0	100	0	0	0	0	0	500	0	0	0	100	0	0	0	0	0	0	0	500	0	0	0	475	0	0	0	0	0	0	450	0	0	0	25	475	0	0	500	0	0	0	0	0	0	0	0	0
chr5_113034200_113034700	0	0	0	175	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	100	25	450	0	0	0	0	0	0	500	0	0	0	0	500	0	0	500	0	0	0	0	0	0	0	0	0
chr5_113036300_113036950	0	375	250	650	0	0	0	0	0	475	0	0	0	625	0	0	0	0	0	0	300	0	0	0	0	600	0	0	0	475	0	0	625	300	0	0	0	0	300	0	650	0	0	325	0	0	0	0	0	0
chr5_113038550_113039050	0	0	0	0	0	0	0	0	0	100	0	0	0	400	0	0	0	175	0	0	0	0	0	0	0	500	0	0	0	0	0	0	475	0	0	0	0	0	325	0	450	0	0	0	0	0	0	0	0	0
chr5_113043300_113043600	0	0	0	0	0	0	0	0	0	300	0	0	150	300	300	300	0	0	0	0	150	0	225	0	0	300	0	0	0	0	0	150	300	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0
chr5_113053400_113053950	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	175	0	300	0	525	0	0	0	0	0	0	550	0	0	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0
chr5_113054550_113055150	0	0	0	0	0	0	0	0	75	600	225	0	300	0	0	600	600	0	0	0	0	450	0	450	0	600	0	0	0	0	0	600	600	0	0	0	375	0	0	0	600	0	0	0	0	0	0	0	0	0
chr5_113063150_113063850	0	0	0	300	250	0	0	0	0	450	675	0	0	150	175	0	0	150	0	0	0	300	0	0	0	675	0	0	0	0	0	0	700	0	0	0	0	375	300	0	700	0	375	0	0	0	0	0	0	0
chr5_113064300_113064600	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	300	0	0	0	0	0	0	0	300	0	0	0	0	0	300	300	0	0	0	0	0	300	0	300	0	0	0	0	0	0	0	0	0
chr5_113082300_113083050	0	0	450	0	0	0	0	0	450	300	0	0	0	0	0	675	0	300	0	0	0	0	0	300	0	225	0	0	0	0	0	0	750	0	0	0	0	600	0	0	750	0	0	0	0	0	0	0	0	0
chr5_113084750_113085300	0	0	0	0	0	0	0	0	0	0	0	0	0	550	0	0	0	0	0	0	0	550	0	550	0	525	0	0	0	0	0	0	550	0	0	0	0	550	0	0	550	0	0	450	0	0	0	0	0	0
chr5_113096100_113096550	0	0	0	225	0	0	0	0	0	375	0	0	0	225	0	0	0	375	0	0	0	0	0	0	0	450	0	0	0	0	0	0	450	0	0	0	225	0	0	0	450	0	0	0	0	0	0	0	0	0
chr5_123095250_123095700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	450	0	0	0	0	0	300	450	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0
chr5_124521300_124521900	0	0	0	75	0	0	0	0	0	600	0	0	0	0	600	450	0	0	0	0	0	450	0	0	0	600	0	0	0	0	0	0	600	0	0	0	0	450	225	0	600	0	0	300	0	0	0	0	0	0
chr5_132192150_132192750	0	150	150	0	0	0	75	0	0	0	0	0	0	0	0	0	0	300	0	0	0	225	0	375	0	600	75	0	0	0	0	225	600	450	0	75	0	0	0	0	600	0	0	0	600	150	0	225	0	450
chr5_132193200_132193400	0	150	0	200	0	0	200	0	0	0	75	0	0	125	0	0	0	125	0	0	0	0	0	0	0	200	75	0	0	0	0	0	200	200	0	200	0	0	0	0	200	0	0	0	0	0	0	0	0	0
chr5_132193900_132194550	0	0	0	50	0	0	0	0	0	0	75	0	0	275	0	0	0	50	0	0	0	0	0	0	0	650	300	0	0	0	0	0	650	650	0	650	0	0	0	0	650	0	375	0	0	650	0	300	0	0
chr5_132198100_132198350	0	50	125	200	0	125	250	0	0	0	0	0	0	0	0	0	0	125	0	0	250	50	0	0	0	250	250	0	0	0	0	50	250	250	0	50	0	0	0	50	250	0	0	0	0	0	0	0	0	0
