A.H3K9me3.intersect.value	CLL.A34021.CEMT_4.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_CTTGTA.FindER2.bed.remDups.bed.intersect.value	CLL.A34037.CEMT_5.H3K9me3.hg38.bwa-sb.IX2844.C4C9JACXX_2_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34076.CEMT_6.H3K9me3.hg38.bwa-sb.IX2844.C4C9JACXX_2_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A34940.CEMT_26.H3K9me3.hg38.bwa-sb.IX2651.C3TC1ACXX_1_CTTGTA.FindER2.bed.remDups.bed.intersect.value	CLL.A34947.CEMT_27.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34954.CEMT_28.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A34961.CEMT_29.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_AGGCCG.FindER2.bed.remDups.bed.intersect.value	CLL.A35238.CEMT_25.H3K9me3.hg38.bwa-sb.IX2651.C3TC1ACXX_1_CCCATG.FindER2.bed.remDups.bed.intersect.value	CLL.A35245.CEMT_30.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_ATGTCA.FindER2.bed.remDups.bed.intersect.value	CLL.A60645.CEMT_94.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A60652.CEMT_95.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A60659.CEMT_96.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_AGGCCG.FindER2.bed.remDups.bed.intersect.value	CLL.A60668.CEMT_97.H3K9me3.hg38.bwa-sb.IX4419.C9587ANXX_4_GGCTAC.FindER2.bed.remDups.bed.intersect.value	EGAN00001091897_EGAX00001135687_EGAR00001139769_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133243_EGAR00001137329_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107579_EGAX00001215595_EGAR00001228091_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215955_EGAR00001228606_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171949_EGAR00001185105_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001135683_EGAR00001139773_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001272637_EGAR00001300126_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001272619_EGAR00001300046_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001272595_EGAR00001300136_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291852_EGAR00001320579_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323209_EGAR00001352515_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326443_EGAR00001355794_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272620_EGAR00001300047_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272618_EGAR00001300045_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272625_EGAR00001300052_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272703_EGAR00001300107_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272706_EGAR00001300111_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272689_EGAR00001300082_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272659_EGAR00001300006_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272664_EGAR00001300011_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272653_merged2runs_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272585_EGAR00001300065_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304998_EGAR00001334471_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304995_EGAR00001334420_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326454_EGAR00001355727_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001326440_EGAR00001355791_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305062_EGAR00001334389_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326619_EGAR00001355765_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326520_EGAR00001355882_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295802_EGAX00001326536_EGAR00001355851_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326492_EGAR00001355779_usMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	GCBC.A70850.CEMT_134.H3K9me3.hg38.A70850_3_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70857.CEMT_135.H3K9me3.hg38.IX5209.CAVPBANXX_2_GGCTAC.FindER2.bed.remDups.bed.intersect.value	GCBC.A70864.CEMT_136.H3K9me3.hg38.IX5210.CAVPBANXX_3_ACGATA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70871.CEMT_137.H3K9me3.hg38.IX5212.CAVPBANXX_5_ATAATT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70878.CEMT_138.H3K9me3.hg38.IX5213.CAVPBANXX_6_CACCGG.FindER2.bed.remDups.bed.intersect.value
chr9_87713250_87713850	300	600	600	150	75	600	450	600	600	600	600	600	600	0	600	225	450	450	0	450	600	0	600	600	525	0	0	0	0	0	0	450	0	0	300	0	600	375	600	0	600	0	0	600	0	75	150	0	0
chr9_87721450_87721800	300	350	350	350	225	350	0	350	350	350	350	350	350	350	275	75	275	350	0	350	350	0	350	350	0	350	0	0	275	0	0	350	0	0	0	0	0	350	350	225	350	350	0	350	0	0	0	0	0
chr9_87799500_87799900	400	400	400	400	225	400	0	400	400	400	375	400	400	225	400	400	0	0	0	400	400	0	400	400	400	0	0	0	0	300	400	0	0	225	400	0	225	0	400	300	400	0	0	400	0	0	0	0	0
chr9_87853350_87853650	0	300	300	150	0	300	0	300	300	300	300	300	300	0	0	300	300	0	0	300	300	0	300	300	0	0	0	0	0	300	0	0	0	0	0	0	0	0	300	300	300	150	0	300	0	0	0	0	0
chr9_87855750_87856050	225	300	300	0	0	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	0	300	300	300	0	0	225	300	225	300	300	0	0	300	75	300	300	225	0	300	150	0	300	0	0	0	0	0
chr9_87880100_87880450	0	350	325	350	100	350	0	350	350	25	350	350	350	175	175	325	0	0	0	350	350	0	350	325	175	0	0	350	175	0	350	350	0	0	350	0	0	350	350	175	25	350	0	325	0	350	0	0	0
chr9_87958650_87958950	300	300	300	300	300	300	300	150	300	300	300	300	300	300	300	300	300	300	300	75	300	0	300	300	300	0	0	225	0	300	300	0	0	0	300	0	150	300	0	300	300	300	300	0	0	0	300	0	75
chr9_88047000_88047300	300	300	300	300	75	300	0	300	300	0	300	300	0	300	300	300	75	300	300	300	300	0	300	300	0	0	0	300	0	225	300	225	150	300	300	300	300	225	0	150	300	0	75	300	0	0	0	150	0
chr9_88089250_88089950	700	700	700	700	125	700	200	700	700	700	700	700	275	700	275	0	500	575	125	700	700	0	575	500	0	0	0	0	525	0	50	275	0	0	500	0	350	700	700	0	700	700	425	700	0	125	0	0	0
chr9_88236800_88237800	525	1000	900	675	0	1000	25	1000	1000	1000	1000	1000	1000	450	825	0	0	0	0	1000	1000	0	1000	600	225	900	0	400	0	0	900	0	0	0	825	0	0	1000	1000	400	400	300	300	1000	0	0	0	0	450
chr9_88558700_88559000	300	300	300	300	250	300	0	300	0	300	300	300	300	300	300	300	0	300	0	275	300	0	300	300	300	100	0	0	0	0	25	200	0	0	50	0	0	25	0	300	300	300	0	300	0	100	0	0	0
chr9_88559600_88560000	400	400	400	375	75	400	225	400	400	400	400	400	400	0	400	400	400	0	0	325	400	100	400	100	75	0	0	0	0	0	400	0	0	0	400	0	0	0	400	400	400	400	0	400	0	0	0	0	0
chr9_88577100_88577450	350	350	350	0	125	200	0	350	350	350	350	350	350	0	350	0	350	0	0	350	350	0	350	350	350	50	0	0	350	0	0	150	0	0	0	0	0	0	350	0	350	350	350	350	0	0	0	0	0
chr9_88581200_88581550	250	350	350	350	0	350	25	350	350	250	175	350	350	250	350	0	0	350	25	250	325	0	350	100	25	0	0	0	0	175	0	0	0	0	0	0	0	250	100	250	350	0	0	325	0	0	0	0	0
chr9_88589750_88590750	600	1000	675	1000	0	1000	0	675	1000	1000	1000	1000	1000	375	0	0	0	375	0	375	975	0	1000	475	0	0	0	0	0	450	0	750	0	0	0	0	75	325	1000	0	1000	0	0	750	0	0	0	0	0
chr9_88597250_88597650	400	225	400	400	25	400	300	300	400	400	400	400	300	0	400	175	0	75	0	400	400	0	400	400	400	75	300	0	0	300	0	150	0	0	400	0	0	0	375	0	400	0	300	400	0	0	0	0	0
chr9_88624750_88625050	300	300	300	300	300	300	0	300	300	275	300	300	300	300	300	300	25	300	250	300	300	300	300	300	250	0	50	300	300	0	300	300	0	0	300	0	275	300	300	300	300	0	300	0	0	0	300	0	0
chr9_88641250_88641800	550	275	550	550	50	550	0	550	550	550	550	550	550	550	550	550	550	550	200	550	550	200	550	550	550	550	0	425	550	550	550	550	0	0	550	350	550	500	550	550	550	550	0	200	0	50	0	0	200
chr9_88647250_88647750	0	350	500	500	125	500	0	500	500	375	500	50	500	500	500	125	350	500	200	500	500	0	500	500	0	0	0	0	350	0	0	500	0	0	425	0	375	500	450	500	500	225	0	500	0	0	500	0	0
chr9_88665000_88665400	150	300	400	400	75	400	0	375	225	400	400	400	400	400	75	225	75	0	0	400	400	75	400	400	0	175	0	0	0	75	300	150	0	0	400	0	400	400	400	75	400	0	0	400	0	0	0	0	400
chr9_88680250_88680550	300	300	300	300	50	300	0	300	300	300	300	300	300	100	300	250	0	300	0	300	300	300	300	300	0	250	0	275	0	0	0	0	0	0	275	0	0	250	0	0	300	0	0	300	0	0	0	0	0
chr9_88720850_88721400	475	475	550	550	550	550	325	475	550	550	550	550	550	25	550	550	0	150	150	550	550	0	550	525	550	300	0	0	375	0	0	0	0	0	550	0	450	400	300	525	550	550	300	300	0	0	0	0	0
chr9_88733600_88733950	325	350	350	350	325	350	0	350	350	350	325	250	350	175	350	175	0	350	350	350	350	175	350	350	350	0	325	0	350	0	350	250	0	0	350	0	250	0	350	100	250	325	0	350	0	350	0	0	25
chr9_88736850_88737150	300	300	300	300	75	300	300	300	300	300	300	300	300	300	150	0	300	300	300	300	300	300	300	300	300	0	0	300	75	300	300	300	75	0	300	0	225	300	300	300	300	300	0	300	0	75	0	0	0
chr9_88751950_88752550	600	600	600	600	50	600	350	600	600	600	600	600	600	350	600	600	125	600	0	600	600	100	600	600	100	600	600	275	200	500	500	600	500	50	575	600	600	600	600	600	600	200	350	600	0	600	50	0	600
chr9_88786200_88786500	300	300	300	300	300	300	0	300	300	300	300	300	300	0	0	300	300	300	0	300	300	0	300	300	75	0	0	300	0	0	300	0	225	0	300	0	0	300	0	0	300	0	0	300	0	0	0	0	0
chr9_88788500_88789000	500	500	500	500	0	500	100	500	500	500	0	500	0	500	100	0	500	0	0	500	500	0	500	500	500	0	475	0	500	500	0	0	0	0	0	0	0	25	500	0	500	0	0	250	0	0	0	0	0
chr9_88810650_88810950	300	300	300	300	300	300	0	300	300	300	300	300	300	300	300	300	0	0	0	300	300	0	300	300	75	0	0	0	0	0	300	0	0	0	300	0	0	0	300	300	300	0	0	300	0	0	0	0	0
chr9_88816450_88816750	300	300	0	300	0	300	0	300	300	300	300	300	300	300	100	300	300	300	25	300	300	300	300	300	300	0	0	300	300	300	275	300	275	0	300	0	300	200	300	300	300	200	0	300	0	0	0	0	0
chr9_88830750_88831500	300	750	750	750	750	750	600	750	750	750	750	750	750	600	750	300	0	750	750	750	600	0	75	750	450	600	375	600	75	0	0	675	375	0	525	0	0	750	375	0	750	75	0	750	0	525	0	0	300
chr9_88955150_88955700	550	550	525	400	0	150	550	550	550	550	550	550	0	325	475	100	0	475	375	175	550	0	550	550	550	0	0	0	0	175	0	475	0	0	450	0	300	450	550	550	550	475	0	25	0	0	0	0	25
chr9_88956050_88956750	325	700	700	700	0	550	100	700	700	700	700	700	700	700	700	600	0	525	550	450	700	0	700	675	700	0	0	0	550	0	250	0	525	0	375	0	0	0	100	0	525	0	0	550	0	0	0	0	0
chr9_88960950_88961350	400	400	400	400	375	400	0	400	400	400	400	400	400	400	250	400	225	400	75	400	400	400	400	400	225	0	0	225	225	0	225	175	0	0	375	0	400	150	400	75	400	75	400	400	0	0	0	0	0
chr9_88966800_88967150	350	350	350	225	0	350	0	350	350	350	350	350	350	50	350	0	350	50	0	275	350	0	350	125	350	0	50	0	0	0	0	0	0	0	75	0	0	275	350	0	350	0	275	275	0	0	0	0	0
chr9_88969700_88970100	375	400	400	400	0	325	0	400	400	400	400	400	400	400	400	175	0	225	0	400	400	400	400	400	300	400	0	0	0	0	150	400	0	0	375	0	0	400	400	0	400	75	0	400	0	0	0	0	0
chr9_88976850_88977600	450	600	750	750	75	75	0	750	750	750	750	750	750	750	600	0	750	750	0	750	750	0	750	750	75	0	675	525	0	0	300	750	0	0	750	0	0	0	750	675	750	0	0	750	0	0	0	0	0
chr9_88989600_88989900	225	300	300	300	150	300	0	300	300	300	300	300	300	0	300	0	0	0	0	300	300	0	300	300	300	0	300	0	0	0	0	300	0	0	300	0	0	75	300	0	300	150	0	300	0	0	0	0	150
chr9_88997550_88997900	275	350	350	0	0	350	0	350	350	350	350	275	350	150	0	225	0	0	0	0	350	0	350	50	350	0	0	0	0	0	0	0	0	0	350	0	0	350	350	0	350	0	350	350	0	0	0	0	0
chr9_89001500_89002350	100	850	850	850	100	850	0	325	850	850	850	850	850	0	850	825	0	325	0	625	850	100	850	850	0	0	0	75	0	0	0	0	0	0	825	0	0	775	225	450	850	300	700	675	0	0	0	0	0
chr9_89007300_89007750	0	450	450	450	0	375	0	450	450	450	450	450	450	0	0	0	0	150	0	450	450	0	450	0	0	0	0	0	225	0	0	0	0	0	450	0	0	0	0	225	450	375	0	450	0	375	0	0	225
chr9_89012500_89012950	250	450	450	450	50	450	275	450	450	425	450	0	0	0	450	0	0	0	0	450	450	0	450	450	0	0	0	0	0	0	0	25	0	0	450	0	0	200	450	0	450	0	0	450	0	0	0	0	0
chr9_89082150_89082600	450	450	450	450	75	450	450	375	450	450	450	450	450	450	450	300	0	0	0	450	450	0	450	450	0	0	0	450	450	450	0	450	375	150	450	0	225	450	450	450	450	450	0	450	0	0	0	0	0
chr9_89107100_89107500	400	400	400	400	0	375	400	400	400	400	400	400	0	375	400	0	400	400	75	400	400	0	400	400	250	0	0	0	0	250	0	400	225	0	300	0	400	0	400	300	0	400	0	400	0	0	0	0	0
chr9_89155650_89156150	0	500	500	500	50	0	225	500	500	500	500	500	500	500	500	425	500	500	275	500	500	0	500	500	500	0	0	500	75	450	200	500	500	0	150	0	500	500	0	225	500	300	0	200	0	0	0	0	0
chr9_89206200_89206500	300	300	300	300	75	300	225	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	0	300	300	300	300	300	0	0	300	0	300	300	300	300	300	300	0	300	0	300	0	0	0
chr9_89215850_89216350	475	250	500	500	500	500	300	0	400	500	475	500	500	400	500	25	500	500	0	500	500	0	500	500	475	400	0	500	500	325	500	500	0	0	500	0	0	500	475	500	500	375	475	500	0	475	0	0	0
chr9_89719600_89719950	350	350	350	350	0	350	275	200	125	350	350	350	350	0	350	0	350	0	0	350	350	0	350	350	350	0	0	0	0	0	0	200	0	0	350	0	350	350	350	0	275	350	0	350	0	0	275	0	0
chr9_89826050_89826400	350	350	350	0	0	350	0	350	350	350	350	250	0	325	0	0	350	250	0	0	350	0	350	350	0	0	0	100	0	0	0	25	0	0	325	0	0	350	0	100	350	0	25	350	0	0	0	0	0
chr9_90569250_90569600	0	350	350	0	0	350	0	350	350	350	350	350	350	50	0	350	350	350	350	350	0	0	350	350	350	0	0	0	0	0	275	350	0	0	350	0	350	350	350	350	350	350	0	350	0	0	275	0	350
chr9_90584600_90585250	475	650	650	100	0	625	0	625	625	650	625	625	550	0	650	0	175	625	0	650	400	0	650	650	0	0	0	0	325	0	0	600	0	0	625	0	325	550	475	0	650	650	0	475	0	0	0	0	0
chr9_90931100_90931650	450	550	550	550	0	550	450	525	550	300	550	550	300	550	0	0	525	550	0	550	550	225	550	550	0	550	0	0	300	0	0	0	550	0	550	75	475	0	225	375	550	0	550	0	0	0	0	0	0
chr9_90942000_90942300	300	300	300	75	0	300	0	0	300	300	300	300	300	300	75	300	300	300	150	300	300	75	300	75	300	150	0	0	0	0	0	225	300	0	300	0	225	300	75	300	300	225	75	300	0	0	300	0	0
chr9_90963000_90963400	75	375	400	400	300	375	0	375	400	400	400	400	375	0	400	400	400	400	400	400	0	0	400	400	0	375	300	400	400	400	400	400	400	400	400	400	0	400	400	400	400	400	400	400	400	400	400	400	400
chr9_91504200_91504750	550	550	100	550	25	550	175	550	550	150	550	550	300	550	550	550	225	525	375	525	550	0	550	550	550	0	0	250	550	475	25	450	0	25	550	0	150	525	550	550	375	0	400	400	0	0	0	0	0
chr9_91533650_91534000	350	350	350	350	0	350	325	350	350	350	350	350	350	175	350	350	0	350	25	350	325	350	325	350	350	100	0	0	325	0	0	325	0	0	350	0	100	0	350	250	350	350	250	175	0	0	0	0	0
chr9_91546100_91546400	300	300	300	300	0	300	250	200	300	300	300	300	300	0	125	300	0	0	0	0	300	0	300	300	0	0	0	300	0	0	0	0	0	0	0	0	0	0	25	0	300	0	0	200	0	0	0	0	25
chr9_91589150_91589500	325	325	350	325	0	350	0	350	350	350	325	175	0	0	350	0	175	0	325	175	350	0	350	100	350	0	350	350	0	0	325	350	0	0	175	0	0	350	350	350	100	325	0	350	0	0	0	0	0
chr9_91721150_91721650	500	500	500	500	400	500	0	500	500	475	500	500	400	0	0	0	0	475	0	475	400	0	500	500	175	0	0	0	0	0	0	0	300	0	500	0	0	0	0	0	400	0	0	500	0	400	0	0	25
chr9_91774850_91775850	900	700	450	775	0	675	0	1000	1000	975	1000	1000	925	0	675	825	0	1000	0	1000	1000	0	1000	1000	100	0	0	450	0	0	250	0	0	0	250	0	0	300	675	75	1000	300	775	850	0	0	0	0	0
chr9_91785300_91785750	450	450	450	450	450	450	75	450	450	450	450	450	450	0	450	0	450	450	0	450	450	0	450	450	0	0	0	225	0	0	450	150	0	0	450	0	75	75	450	0	450	0	0	450	0	0	0	0	75
chr9_91809600_91810200	0	600	600	75	0	600	0	600	600	600	600	600	600	0	375	0	0	300	0	600	600	0	600	600	225	375	0	0	0	0	0	600	0	0	600	0	0	300	600	0	150	0	450	450	0	300	0	0	0
chr9_91814250_91814550	300	300	300	300	225	300	0	300	300	300	150	300	300	0	300	0	0	300	0	225	75	0	300	300	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	225	300	0	0	0	0	0	0	0	0
chr9_91831650_91832200	550	550	550	550	0	550	225	550	550	300	550	550	450	0	0	0	0	0	0	525	550	0	550	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	550	175	475	0	0	100	0	0	0	0	0
chr9_91838250_91838600	125	350	350	350	0	350	350	350	350	125	350	350	350	350	350	0	0	350	0	350	350	0	350	350	275	0	0	0	350	0	125	0	350	350	150	0	0	350	0	0	350	0	350	350	0	350	0	0	0
chr9_91845150_91845500	350	350	350	350	50	350	0	350	350	350	350	350	0	0	0	0	0	300	0	225	350	0	350	350	0	150	0	0	0	0	0	0	75	0	350	0	275	50	0	350	350	225	0	350	0	0	0	0	150
chr9_91845850_91846550	700	700	700	650	50	700	125	700	700	700	0	125	650	0	425	500	0	0	0	650	700	0	700	700	0	0	0	0	0	0	0	0	0	0	700	0	0	575	650	0	700	0	0	0	0	0	0	0	300
chr9_91854450_91854750	300	300	300	300	150	300	0	300	300	300	225	300	300	150	0	0	0	300	0	300	300	0	300	300	300	300	0	0	0	0	0	150	0	0	150	0	0	0	0	75	225	225	0	75	0	0	0	0	300
chr9_91871700_91872000	300	300	300	300	300	300	0	300	300	300	300	300	300	300	75	0	0	300	300	300	300	300	300	300	300	300	75	225	0	225	0	300	0	0	300	0	0	300	0	150	300	150	0	300	0	0	0	0	0
chr9_91882350_91882950	225	450	600	600	0	600	375	600	600	600	525	600	600	375	75	0	0	375	375	600	600	0	600	600	375	600	0	0	0	0	0	225	0	0	225	0	0	525	0	375	375	600	450	75	0	450	0	0	225
chr9_91898150_91898450	300	300	300	300	0	300	0	300	300	300	275	200	300	0	0	250	0	0	0	0	100	0	300	300	0	0	0	300	0	0	0	300	0	0	0	0	0	0	0	0	300	0	300	50	0	0	0	0	0
chr9_91899750_91900050	300	225	300	300	0	300	0	300	300	300	300	300	300	0	75	0	0	0	0	300	300	0	300	300	75	225	0	300	0	0	0	0	0	0	150	0	0	75	0	0	300	150	0	300	0	150	0	0	0
chr9_91920850_91921150	0	300	300	300	0	300	0	300	300	300	300	300	25	300	300	0	0	0	0	300	300	0	300	300	0	300	0	0	0	0	300	300	0	0	0	0	300	0	0	300	300	0	125	300	0	0	0	0	300
chr9_91938650_91939100	0	450	450	450	25	450	275	450	450	450	450	450	450	425	0	175	0	0	350	350	350	0	450	425	0	200	0	0	0	0	0	0	350	0	325	0	0	450	0	25	450	0	0	450	0	0	0	0	0
chr9_91939700_91940100	75	400	400	250	0	225	0	150	100	400	400	400	400	300	400	0	0	0	0	175	400	0	400	400	0	400	75	0	0	0	0	375	0	0	400	0	150	400	150	0	400	0	100	400	0	0	0	0	0
chr9_91954200_91954650	450	450	150	450	450	450	300	450	450	450	450	450	450	450	150	225	450	450	0	450	450	0	450	450	225	0	0	450	0	450	450	300	0	0	450	0	450	450	225	0	450	450	375	150	0	225	0	0	0
chr9_91959000_91959300	300	225	300	300	0	300	300	300	300	300	300	300	150	300	300	300	0	300	300	300	300	0	300	300	225	0	0	225	225	300	225	0	0	0	300	0	300	300	0	225	300	0	0	300	0	0	0	0	0
chr9_92191500_92191950	450	450	450	450	225	450	450	450	450	450	450	450	450	225	450	0	75	0	0	450	450	0	450	450	375	0	0	0	0	75	0	0	0	0	0	0	75	0	150	0	0	375	150	300	0	0	375	0	0
chr9_93777250_93777550	250	300	300	300	25	300	50	300	300	50	300	300	300	200	300	300	125	275	300	275	300	0	300	300	100	0	200	300	200	125	0	125	0	0	300	0	300	200	0	125	300	300	0	300	0	0	0	0	0
chr9_93829450_93829800	350	350	350	50	50	350	0	350	350	350	125	350	0	0	350	125	350	350	300	350	350	0	350	350	225	350	350	0	0	0	0	350	350	0	350	0	350	0	350	350	350	0	0	350	0	0	0	0	0
chr9_93916800_93917100	150	300	300	300	0	225	0	300	0	300	300	300	300	0	75	0	0	75	0	300	300	0	300	300	225	0	0	300	0	300	0	300	0	0	0	0	300	225	300	300	300	300	75	0	0	0	0	0	0
chr9_93932100_93932550	450	450	450	450	450	450	150	450	450	450	450	450	450	450	300	450	150	450	0	150	450	0	450	450	0	0	0	0	225	0	0	450	0	0	0	0	450	450	300	225	300	0	0	75	0	0	0	0	450
chr9_93942150_93942850	675	225	700	450	0	0	0	700	700	700	700	700	700	700	700	700	225	700	700	700	700	0	700	700	0	100	100	0	150	75	25	700	325	700	700	250	225	225	700	700	700	700	475	525	0	700	525	0	675
chr9_94563250_94563550	0	275	300	0	50	300	0	275	275	300	300	300	300	0	300	0	0	300	0	300	300	0	300	300	0	0	300	200	0	0	0	275	0	0	300	0	0	0	300	0	175	300	300	0	0	0	0	0	0
chr9_95438750_95439700	850	950	950	950	675	750	450	925	950	950	950	950	950	950	250	850	950	950	100	950	950	0	950	950	850	0	0	325	0	0	25	0	0	0	850	0	950	950	250	700	950	475	0	950	0	100	0	0	0
chr9_95475900_95476200	300	300	0	300	0	225	0	300	300	225	300	225	300	300	300	300	300	300	0	225	300	0	300	300	0	0	0	0	75	0	225	300	0	0	300	0	0	300	0	0	300	0	0	300	0	0	0	0	0
chr9_95576900_95577200	300	300	300	200	125	300	125	300	300	300	300	300	275	0	50	300	275	50	0	300	200	0	300	300	300	0	0	0	0	0	0	275	0	0	50	0	0	300	125	275	300	0	275	200	0	0	0	0	0
chr9_95589600_95590000	300	400	400	400	0	0	375	400	400	400	400	225	400	400	400	0	400	100	0	400	400	0	400	175	0	25	0	300	0	0	250	400	0	0	375	0	400	400	400	400	0	0	0	400	0	0	0	0	0
chr9_96019400_96019750	350	350	350	350	0	250	350	350	175	350	350	350	325	350	250	350	325	350	0	325	350	0	350	100	0	325	100	325	350	350	350	350	350	325	325	0	350	350	350	350	350	350	350	350	0	250	0	0	0
chr9_96098550_96099050	500	500	500	500	75	500	500	500	500	500	500	500	500	500	0	375	425	0	0	500	500	0	500	500	500	425	0	425	0	0	0	500	0	0	500	0	225	500	150	0	500	0	0	500	0	0	0	0	0
chr9_96156750_96157350	600	600	600	75	75	525	450	600	600	600	600	600	150	0	600	600	225	0	0	600	600	0	0	600	450	225	0	600	0	0	0	0	0	0	600	0	375	150	0	0	600	0	0	300	0	0	0	0	0
chr9_96201800_96202250	450	450	250	450	50	25	450	450	450	450	450	425	400	200	450	400	0	450	0	0	0	0	450	450	275	0	0	0	0	0	0	0	0	0	450	0	0	450	450	0	175	175	275	450	0	0	0	0	0
chr9_96207600_96207900	300	300	225	300	75	0	75	300	300	300	300	300	225	150	0	0	0	0	0	300	300	0	300	0	0	0	0	0	75	0	0	0	0	0	300	0	0	0	300	300	300	0	0	300	0	300	0	0	0
chr9_96687900_96688750	850	850	850	850	250	850	25	850	850	850	450	850	750	850	850	850	850	850	850	850	825	0	850	850	700	0	0	850	850	850	850	850	450	850	0	525	850	775	850	850	850	850	0	850	450	525	700	375	850
chr9_97038150_97038500	350	350	350	350	150	350	50	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	350	350	275	0	350	350	350	350	350	275	350	350	350	350	350	350	350	350	200	0	225	225	0
chr9_97078350_97078750	0	250	400	400	0	150	400	400	400	400	150	400	375	400	400	400	400	400	0	400	400	0	400	375	150	375	0	0	400	0	400	400	0	0	250	250	400	400	0	400	400	400	75	400	0	175	0	0	150
chr9_97579800_97580100	150	300	300	300	225	300	150	300	300	300	300	300	300	300	0	0	0	150	0	300	300	0	300	150	300	0	0	0	300	300	75	300	0	0	300	0	0	0	300	300	300	225	0	300	0	300	0	0	0
chr9_97787550_97788050	500	500	500	500	75	75	375	500	500	500	500	450	500	500	500	0	0	500	0	500	500	0	500	500	500	350	0	500	500	300	275	500	0	0	500	0	500	500	0	500	500	500	0	0	0	300	0	0	0
chr9_97810500_97810850	350	350	350	350	0	275	50	350	350	350	350	350	350	350	225	0	0	350	0	350	350	350	350	350	350	0	275	0	0	0	0	350	0	0	350	0	300	0	350	75	350	350	0	350	0	0	0	0	0
