A.H3K4me1.intersect.value	CLL.A34019.CEMT_4.H3K4me1.hg38.A34019_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34035.CEMT_5.H3K4me1.hg38.A34035_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34074.CEMT_6.H3K4me1.hg38.A34074_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34938.CEMT_26.H3K4me1.hg38.A34938_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34945.CEMT_27.H3K4me1.hg38.A34945_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34952.CEMT_28.H3K4me1.hg38.A34952_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34959.CEMT_29.H3K4me1.hg38.A34959_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35236.CEMT_25.H3K4me1.hg38.A35236_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35243.CEMT_30.H3K4me1.hg38.A35243_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A60643.CEMT_94.H3K4me1.hg38.bwa-sb.IX4413.C958UANXX_6_ATCACG.FindER2.bed.remDups.bed.intersect.value	CLL.A60650.CEMT_95.H3K4me1.hg38.bwa-sb.IX4414.C958UANXX_7_CTAGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60657.CEMT_96.H3K4me1.hg38.bwa-sb.IX4414.C958UANXX_7_AACTTG.FindER2.bed.remDups.bed.intersect.value	CLL.A60670.CEMT_97.H3K4me1.hg38.bwa-sb.IX4412.C958UANXX_5_ACGATA.FindER2.bed.remDups.bed.intersect.value	EGAN00001091897_EGAX00001135686_EGAR00001139768_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133242_EGAR00001137328_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215953_EGAR00001228604_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001215622_EGAR00001228081_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001133247_EGAR00001137334_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001272679_merged2runs_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001231900_EGAR00001245926_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001215636_EGAR00001228045_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001272596_EGAR00001300137_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001234407_EGAR00001248465_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001291824_EGAR00001320548_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272600_EGAR00001300131_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272621_EGAR00001300048_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272624_EGAR00001300051_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272707_EGAR00001300114_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272668_merged3runs_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001364257_EGAR00001401411_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272656_EGAR00001300003_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272661_EGAR00001300008_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272650_EGAR00001299997_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001274157_EGAX00001419429_EGAR00001456616_MBC_H3K4me1_PAIRED.FindER2.bed.intersect.value	EGAN00001276795_EGAX00001304981_EGAR00001334464_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001276796_EGAX00001304983_EGAR00001334466_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001305005_EGAR00001334422_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326452_EGAR00001355725_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305085_EGAR00001334364_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305061_EGAR00001334388_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326574_EGAR00001355824_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326490_EGAR00001355777_usMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001358538_EGAX00001371128_EGAR00001408501_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001358558_EGAX00001371127_EGAR00001408500_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	GCBC.A68886.CEMT_129.H3K4me1.hg38.bwa-sb.IX5126.CAVYBANXX_4_AGCGCT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70848.CEMT_134.H3K4me1.hg38.IX5208.CAVPBANXX_1_ATCACG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70855.CEMT_135.H3K4me1.hg38.IX5209.CAVPBANXX_2_GATCAG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70862.CEMT_136.H3K4me1.hg38.IX5210.CAVPBANXX_3_ACCCAG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70869.CEMT_137.H3K4me1.hg38.IX5211.CAVPBANXX_4_AGCGCT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70876.CEMT_138.H3K4me1.hg38.IX5213.CAVPBANXX_6_CAAAAG.FindER2.bed.remDups.bed.intersect.value
chr2_23549950_23550400	350	0	450	0	0	450	0	0	0	450	450	450	450	0	450	300	0	0	450	425	0	0	425	350	200	450	0	425	425	400	0	0	450	450	450	0	350	0	200	450	450	450	0	450	0	0	0	0	0	0
chr2_25708450_25708750	250	300	300	300	0	300	300	300	300	300	300	300	300	0	0	0	0	0	300	275	0	300	300	0	125	300	50	0	0	0	0	300	300	300	0	300	300	300	300	0	300	0	0	0	300	300	300	300	300	300
chr2_28392350_28392750	0	0	300	100	25	300	25	400	400	400	400	400	375	400	400	400	400	400	400	400	0	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	25	400	400	400
chr2_28774400_28774800	400	400	400	400	300	400	400	400	400	400	400	400	400	400	0	400	25	400	400	375	0	400	400	400	400	0	375	400	400	400	225	0	400	400	400	400	100	300	400	400	400	400	0	0	400	400	400	400	400	400
chr2_33206250_33206650	0	400	400	400	0	400	400	400	400	375	400	400	400	0	0	0	400	0	375	0	0	400	400	400	400	400	0	0	0	150	0	400	400	400	0	400	400	400	400	0	400	400	0	225	400	400	400	400	400	400
chr2_37629600_37630050	450	450	450	450	0	375	0	75	450	450	450	450	450	0	0	0	75	375	450	375	0	450	225	450	0	0	0	0	0	0	0	0	450	0	0	0	0	450	0	0	450	0	0	0	0	375	0	0	0	0
chr2_39435200_39435700	0	500	500	0	0	475	0	475	325	500	500	500	500	500	500	500	500	500	500	500	0	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	400	500	500	500	175	500	500	500	500	500	500	500
chr2_60809150_60809550	400	400	400	175	0	400	0	400	400	400	400	375	400	400	400	400	400	0	400	225	0	0	0	400	0	400	400	400	400	400	400	0	400	400	400	250	400	400	400	400	400	400	250	225	400	400	400	400	400	400
chr2_60975300_60975650	350	350	350	350	75	350	350	350	350	350	350	350	350	350	350	350	350	0	350	0	0	350	50	350	125	350	350	350	350	350	350	350	350	350	350	0	350	350	350	350	350	350	0	350	350	350	350	350	350	350
chr2_63530750_63531300	550	525	550	0	0	550	300	450	550	550	550	550	550	0	0	550	300	0	550	0	0	550	0	450	0	0	550	525	550	550	375	0	0	550	550	0	0	375	0	550	550	550	0	375	0	0	0	0	0	0
chr2_64631250_64631550	0	300	300	150	0	225	0	300	300	300	300	300	300	75	0	150	300	75	300	300	0	300	300	0	0	0	300	150	225	150	0	0	0	0	300	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0
chr2_64663900_64664250	0	125	350	350	0	350	0	350	350	350	350	350	350	350	350	350	350	350	350	50	0	350	350	350	0	350	350	350	350	350	350	0	350	350	350	0	350	350	350	350	350	0	350	350	350	350	350	350	350	350
chr2_64686150_64686550	0	400	400	400	150	0	25	400	400	400	400	400	400	400	150	375	400	375	400	0	0	375	400	75	0	400	225	400	225	75	0	0	400	150	225	0	400	300	0	400	400	75	0	400	400	400	150	225	375	225
chr2_64704200_64704500	300	300	300	275	200	275	125	275	300	300	300	300	300	0	0	0	0	0	300	200	0	275	125	300	50	300	0	0	0	0	0	300	300	0	0	300	300	275	0	0	300	0	275	0	300	300	300	300	300	300
chr2_65431200_65431550	225	0	350	0	0	350	0	350	350	350	350	350	350	350	350	350	350	0	350	350	0	350	350	350	350	350	0	350	0	350	350	350	350	0	350	350	350	350	350	75	350	350	350	350	350	350	350	150	350	225
chr2_84932550_84933150	600	450	525	600	0	600	525	600	600	225	600	600	0	150	0	600	600	225	600	600	0	225	600	0	0	0	600	450	600	450	450	525	0	150	600	150	0	525	225	375	600	0	0	0	150	0	0	0	0	0
chr2_86076350_86077700	1350	325	1350	1350	0	1350	375	125	1350	1350	1350	1350	1350	0	0	0	425	0	1350	1025	0	600	1350	900	0	0	0	1350	575	1050	0	0	0	1350	0	0	0	1025	1350	0	1250	1350	300	0	0	0	0	0	0	0
chr2_96823450_96823950	500	500	500	500	75	500	500	500	500	500	500	500	275	0	300	500	425	0	500	350	0	0	500	0	0	0	0	0	275	0	0	500	0	500	350	50	0	500	200	425	500	0	0	500	0	225	0	0	0	0
chr2_96824550_96824850	300	300	300	300	0	300	300	300	300	300	300	300	300	0	0	0	300	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	300	0	225	0	300	0	0	300	0	0	0	0	0	0	0	0	0
chr2_97972350_97972900	75	550	550	550	0	550	75	550	550	100	550	550	550	550	150	550	0	400	550	525	0	150	525	550	550	550	550	550	550	550	550	550	550	100	550	525	550	25	550	550	550	550	0	550	550	550	175	550	550	550
chr2_98008950_98009250	300	300	300	300	0	300	300	300	300	300	300	300	150	225	300	150	75	0	300	0	0	300	300	300	300	300	300	300	300	300	150	300	300	300	300	300	300	300	300	150	0	300	0	300	300	300	300	300	300	300
chr2_101173800_101174550	0	750	750	750	0	675	0	750	750	525	750	750	750	750	750	750	600	750	750	675	0	750	750	750	0	450	750	750	750	750	750	0	750	750	750	0	750	750	750	750	750	750	0	750	750	750	450	750	750	525
chr2_101722950_101723550	0	600	600	600	0	0	0	600	600	600	600	150	600	600	600	600	600	600	600	600	0	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600
chr2_104844450_104844800	0	0	350	0	0	350	0	350	350	350	350	350	350	350	350	350	350	350	350	350	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	125	350	0	350	0	350
chr2_105042150_105042450	300	0	300	300	0	300	0	300	300	300	300	300	300	0	300	300	300	0	300	0	0	300	0	300	0	0	300	300	300	300	225	150	300	300	300	300	0	300	300	300	300	300	0	0	300	300	0	300	300	225
chr2_105771850_105772350	500	500	500	500	0	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	225	225	300	500	450	500	500	500	500	500	500	425	500	500	500	500	500	500	125	500	500	500	500	425	500	500	0	500	500	350
chr2_105792000_105792650	650	650	650	650	75	650	0	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	0	500	650	650	650	650	350	0	650	650	650	50	500	650	650	650	650	650	75	50	75	650	650	75	650	525
chr2_105815400_105815700	300	300	300	225	0	300	150	300	300	300	300	300	75	75	300	300	300	300	300	300	0	0	300	300	225	150	300	75	300	300	0	225	75	300	300	300	0	300	0	300	300	0	0	150	300	150	0	300	0	0
chr2_105819900_105820400	150	425	500	500	0	500	0	500	500	500	500	500	500	50	500	500	75	500	500	500	275	500	425	0	0	0	500	150	500	500	500	0	0	500	500	375	0	275	450	500	500	200	200	0	0	0	0	0	0	0
chr2_105833100_105833500	400	400	400	400	0	400	0	400	400	375	400	400	400	400	400	400	175	400	400	400	400	400	400	400	100	0	400	400	400	250	175	400	325	0	400	225	400	25	0	400	400	0	250	400	400	250	175	400	400	25
chr2_105875400_105875700	300	300	300	300	0	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300
chr2_105879550_105880200	650	650	650	650	0	650	575	650	650	650	650	650	650	0	350	650	650	0	600	650	225	300	600	0	525	650	0	650	225	525	375	650	650	375	650	650	650	650	0	650	650	0	450	300	650	650	650	650	650	650
chr2_105890950_105891300	350	350	350	350	350	350	0	350	350	350	350	350	350	350	350	350	0	350	350	350	0	350	350	200	0	0	350	350	350	350	350	350	0	350	350	0	0	350	0	350	350	350	0	75	0	0	0	0	0	0
chr2_105896000_105896650	650	650	325	25	0	650	375	400	650	650	650	550	650	0	0	0	550	0	650	650	100	475	650	0	0	0	375	0	0	0	0	25	0	175	0	400	0	0	0	0	650	0	0	625	0	0	0	0	0	0
chr2_105929500_105929950	450	450	450	50	0	450	350	450	450	450	350	450	450	450	450	450	200	50	450	425	0	450	0	450	0	0	450	0	450	450	0	0	0	450	450	0	0	350	175	450	450	400	0	400	0	0	0	0	325	0
chr2_105952500_105952800	300	300	300	300	300	300	75	300	300	300	300	300	300	300	0	300	300	225	300	300	0	300	300	300	225	75	300	225	300	300	225	300	0	300	300	300	0	300	300	300	300	300	300	300	0	75	0	0	0	0
chr2_105971750_105973000	0	700	1250	925	0	1250	250	1250	1250	1250	1225	1250	1250	1250	925	1250	550	1150	1250	900	0	1225	1250	1250	0	825	1250	1075	1250	1125	1075	375	775	1250	1250	0	1050	1250	1250	1250	1250	550	0	675	1000	850	600	850	925	775
chr2_106028300_106028600	275	300	275	275	0	300	0	300	300	300	300	300	300	0	0	0	0	0	300	300	300	300	275	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	300	300	0	0	0	0	0	0	0	0	0
chr2_106051650_106052050	375	375	400	400	0	400	0	375	400	400	400	400	400	0	0	0	0	0	375	0	0	0	400	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2_111139800_111140200	0	400	400	0	0	400	0	375	400	400	400	400	400	0	400	0	325	0	400	400	0	400	400	325	75	400	0	0	0	400	0	375	400	400	0	0	75	400	0	400	400	0	400	0	0	400	0	150	0	375
chr2_117918650_117919750	1100	775	1100	1100	0	1100	0	0	1100	1100	1100	1100	1100	0	375	0	325	0	1100	1100	0	750	0	0	1100	1100	0	0	0	0	0	1100	0	0	0	1100	850	0	0	0	1100	0	0	0	1100	1100	0	850	925	1100
chr2_127607100_127608000	900	825	900	450	0	900	0	900	900	900	900	900	900	900	900	900	900	300	900	525	0	0	825	900	900	900	900	75	900	900	600	900	900	900	900	900	900	900	900	900	900	825	0	300	900	900	900	900	900	900
chr2_128736200_128736500	275	200	200	275	0	300	200	300	200	300	275	300	275	300	300	300	300	300	300	275	0	125	300	300	300	275	300	300	300	300	300	300	275	300	300	300	300	275	300	300	300	300	275	300	50	125	50	50	0	300
chr2_130346600_130347000	300	400	400	375	0	400	0	400	400	400	400	400	400	300	300	400	25	225	400	0	0	0	400	400	400	400	0	375	400	375	250	400	400	400	400	400	400	400	400	375	400	400	0	0	400	400	400	400	400	400
chr2_130347500_130347900	0	400	400	400	0	400	150	300	400	400	0	400	400	0	0	400	0	25	400	375	0	400	400	400	400	400	300	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	0	0	400	400	400	400	400	400
chr2_134186950_134187250	275	300	300	300	300	300	0	300	300	300	300	300	300	300	300	300	25	300	300	300	0	275	300	300	0	0	300	300	300	300	300	0	0	300	300	0	0	300	300	300	300	300	175	0	0	0	0	0	0	0
chr2_134190450_134190750	300	300	300	300	300	300	150	300	300	300	300	300	300	0	0	300	0	150	300	300	0	300	300	0	0	0	300	0	300	300	0	0	0	300	300	0	0	300	0	300	300	0	300	0	0	0	0	0	0	0
chr2_136244250_136244550	300	300	0	300	0	300	75	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	225	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	75
chr2_144402200_144402600	375	400	400	400	0	400	0	400	400	400	400	400	400	0	175	400	0	25	400	400	250	400	400	375	400	400	400	325	0	0	0	400	400	400	0	400	400	0	0	325	400	0	0	0	400	400	400	400	400	400
chr2_183349050_183349600	525	550	550	550	550	550	0	550	550	550	550	550	550	0	0	550	550	0	550	550	0	550	550	550	550	550	375	525	150	225	0	550	550	550	0	550	550	550	550	0	550	550	550	450	550	550	550	550	550	550
chr2_184685900_184686550	0	650	650	650	0	650	0	650	650	650	650	650	650	0	550	0	0	0	650	0	0	0	625	0	325	650	0	0	0	375	0	0	650	650	0	250	625	650	300	0	650	650	650	375	400	250	0	250	325	650
chr2_190044050_190044400	350	350	350	250	0	350	0	325	350	350	350	350	350	0	0	175	325	0	350	350	350	350	325	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	100	350	0	175	175	0	0	0	0	0	0
chr2_197185200_197185500	0	300	300	300	0	300	75	300	300	300	300	300	300	300	300	300	0	75	300	0	0	0	300	300	0	0	225	300	300	300	0	0	0	300	300	0	0	300	225	300	300	0	0	0	0	0	0	0	0	0
chr2_218961250_218961550	300	0	0	275	0	300	0	300	50	300	300	300	300	275	300	300	300	275	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	0	0	125	50
chr2_227152050_227152500	0	450	450	450	0	450	0	450	450	450	450	450	0	0	0	0	75	0	450	300	0	450	450	450	150	0	0	0	0	150	0	450	0	450	0	225	0	450	450	225	450	450	0	0	0	0	0	0	0	0
chr2_230539650_230540100	450	450	450	450	0	450	375	450	450	450	450	450	450	450	150	450	75	0	0	75	0	300	450	0	0	450	450	225	450	450	375	0	300	450	450	450	300	450	0	450	450	0	0	0	0	0	0	0	0	0
chr2_230596850_230597550	700	700	700	700	0	700	0	700	700	700	700	700	700	100	700	700	375	525	700	75	0	0	525	700	700	700	700	700	700	375	700	700	700	700	700	600	700	700	700	700	700	700	0	700	700	700	700	700	700	700
chr20_5802650_5803050	325	400	400	400	150	400	0	400	400	400	400	400	400	0	400	400	0	400	225	0	0	400	375	225	400	400	0	400	0	0	0	400	400	0	400	75	400	75	0	0	400	0	0	0	400	400	400	400	400	400
chr20_36851700_36852300	0	600	600	600	0	600	0	600	600	600	600	600	600	600	600	600	525	0	600	150	0	600	600	600	600	600	600	600	600	600	450	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600
chr20_36852500_36853200	300	700	700	700	0	700	0	700	700	700	700	700	700	175	175	100	0	0	700	175	175	700	475	700	700	700	25	700	400	700	250	700	700	700	325	700	700	700	700	400	700	700	475	475	700	700	700	700	700	700
chr20_36853850_36854300	0	450	450	450	0	450	0	450	450	450	450	450	450	275	425	400	0	0	450	425	0	125	275	450	450	450	125	450	200	425	125	450	450	450	450	450	450	450	450	450	450	450	350	275	450	450	25	450	325	450
chr20_38063950_38064450	0	500	500	500	0	500	125	500	500	500	500	500	500	0	0	50	300	0	500	0	0	500	500	500	500	500	0	350	0	275	0	500	500	500	450	500	500	500	500	0	500	0	0	0	500	500	500	500	500	500
chr20_39516750_39517050	0	300	300	300	0	300	0	0	300	300	300	300	300	225	300	0	300	0	300	0	0	300	300	300	0	300	0	300	300	300	0	0	300	300	0	0	300	300	300	0	300	300	300	0	300	300	300	300	300	300
chr20_39517250_39517750	0	500	500	500	0	500	0	450	500	500	500	500	500	0	400	0	500	0	500	0	0	0	500	500	0	500	0	500	500	500	0	0	500	500	0	0	500	500	500	175	500	500	500	0	500	500	475	500	500	500
chr20_39661100_39661750	625	650	650	650	0	650	0	0	650	650	650	650	650	0	0	0	650	0	650	0	0	0	650	650	0	0	0	650	0	525	0	0	0	650	0	0	0	650	300	0	650	650	650	0	0	0	0	0	0	0
chr20_46341500_46342250	725	575	750	500	125	750	0	650	750	750	750	750	750	0	275	0	0	0	750	750	0	750	500	425	0	0	0	0	125	50	0	425	0	750	350	0	0	125	575	200	750	0	750	200	0	0	0	0	0	0
chr20_49694250_49694550	300	300	300	300	300	300	225	300	300	300	300	300	300	300	300	300	0	0	300	300	0	300	300	300	300	300	300	300	300	300	0	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300
chr20_50563000_50563300	0	300	300	275	50	0	0	275	300	300	300	300	300	0	0	300	0	300	300	300	0	0	300	50	0	0	100	300	0	0	0	25	0	250	100	0	0	300	300	0	300	300	0	0	0	0	0	0	0	0
chr20_50690850_50691350	300	0	350	300	0	500	0	500	500	500	500	500	500	0	500	500	500	500	500	500	0	500	425	500	500	425	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	225	500	0	0	300	500	0	0
chr20_50841050_50841600	550	250	550	325	0	550	0	550	550	550	550	550	550	0	0	0	0	0	525	0	0	375	225	550	0	550	0	0	75	0	0	0	550	375	0	375	550	75	75	0	550	375	0	0	550	550	550	550	550	550
chr21_26169850_26170200	0	0	350	0	0	350	0	350	0	350	350	350	350	0	225	350	350	0	350	350	0	350	350	350	350	350	50	350	350	350	350	350	350	200	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350
chr21_31559400_31560150	0	0	750	750	0	750	0	375	750	750	450	750	750	675	750	750	525	525	750	750	0	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750	750
chr21_35006900_35007200	300	300	300	0	0	300	125	300	300	300	300	300	300	0	25	300	100	0	0	0	0	300	300	300	0	0	300	300	300	0	25	25	0	300	300	0	0	300	0	275	300	125	0	0	0	0	0	0	0	0
chr21_41113600_41113900	300	300	300	300	300	300	0	300	300	300	300	300	300	300	275	300	300	125	300	300	0	275	300	300	275	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300	200
chr21_41148600_41149450	825	850	850	850	850	850	0	850	850	850	850	850	850	750	850	850	600	850	850	850	0	850	850	850	0	825	850	850	850	850	750	0	775	850	850	0	825	850	850	850	850	850	850	850	750	775	0	300	825	450
chr21_41170200_41170950	750	750	750	750	750	750	0	750	750	750	750	750	750	750	750	750	750	750	750	750	0	750	750	750	0	0	750	750	750	750	300	0	300	750	750	225	375	750	750	750	750	750	0	750	375	0	0	0	0	0
chr21_41186350_41187150	800	800	800	800	800	800	0	800	800	800	800	800	800	800	800	800	800	800	800	800	0	800	800	800	200	0	800	800	800	800	800	50	0	800	800	0	275	800	800	800	800	800	800	800	0	450	0	0	0	0
chr21_41188200_41189050	850	850	850	850	850	850	0	850	850	850	850	850	850	0	850	475	175	150	850	850	0	850	850	850	0	0	250	850	850	850	400	0	0	850	625	175	0	850	850	850	850	850	450	850	0	0	0	0	0	0
chr21_41193900_41194300	400	400	400	400	400	400	0	400	400	400	400	400	400	100	400	400	100	400	400	400	0	400	400	400	0	0	400	400	400	400	325	0	0	400	400	0	0	400	400	400	400	400	0	400	0	0	0	0	0	0
chr21_41196000_41197300	1300	1300	1275	1300	1300	1300	225	1300	1300	1300	1300	1300	1300	975	1300	1300	75	1300	1300	1300	0	1300	1300	1300	0	0	1300	1300	1300	1300	1200	0	75	1300	1300	0	75	1300	1300	1300	1300	1300	1275	1300	225	75	0	75	75	0
chr21_41197800_41198850	1050	1050	1050	1050	1050	1050	0	1050	1050	1050	1050	1050	1050	1050	1050	1050	600	1050	1050	1050	0	1050	1050	1050	0	0	1050	1050	1050	1050	1050	0	0	1050	1050	525	0	1050	1050	1050	1050	1050	1050	1050	0	0	0	0	0	0
chr21_41199200_41200150	950	950	850	950	950	950	0	950	950	950	950	950	950	400	850	850	700	625	950	950	0	950	950	850	0	0	850	950	925	850	525	0	0	950	700	0	0	950	775	775	950	925	775	950	0	0	0	0	0	0
chr21_41215100_41216700	1600	1600	1600	1500	1600	1600	525	1600	1600	1600	1600	1600	1600	975	1600	1600	1050	1375	1600	1600	0	1600	1600	1600	675	825	1525	1600	1600	1600	1600	600	600	1600	1600	750	975	1525	1450	1600	1600	1525	1275	1600	825	600	0	675	300	0
chr21_41228000_41228900	900	900	875	900	900	900	50	900	900	900	900	900	900	900	900	900	900	900	900	900	0	900	900	900	125	900	900	900	900	900	900	50	900	900	900	650	900	900	900	900	900	900	725	900	900	900	350	900	900	900
chr21_41231100_41231650	525	550	550	550	550	550	0	550	550	550	550	550	550	550	550	550	550	550	550	550	0	550	550	550	550	550	550	550	550	550	550	400	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550
chr21_41232000_41234000	2000	2000	2000	2000	2000	2000	0	2000	2000	2000	2000	2000	2000	900	2000	2000	675	2000	2000	2000	0	2000	2000	2000	600	2000	2000	2000	2000	2000	2000	525	2000	2000	2000	900	2000	2000	2000	2000	2000	2000	750	2000	2000	2000	750	2000	2000	2000
chr21_41254650_41255150	500	500	500	500	500	500	0	500	500	500	500	500	500	500	0	500	500	0	500	500	0	500	500	500	0	0	0	125	500	75	0	0	375	500	75	0	0	500	500	500	500	500	425	500	500	450	0	0	375	0
chr21_41832300_41832750	0	450	450	450	0	450	150	0	450	450	450	450	450	450	0	0	150	0	450	450	0	225	450	450	450	450	0	300	450	450	0	450	450	450	375	450	450	450	450	450	450	225	0	0	450	450	450	450	450	450
chr21_41834800_41835350	425	550	550	550	0	550	0	550	550	550	550	550	550	350	0	0	550	0	550	0	0	550	550	550	550	550	0	550	275	50	550	550	550	550	275	550	550	550	550	125	550	275	50	0	550	550	550	550	550	550
chr21_41836750_41837100	0	350	350	350	0	350	0	125	350	350	350	350	350	0	0	0	350	0	350	0	0	350	350	350	350	350	275	275	0	0	0	350	350	50	200	350	350	350	275	0	350	200	0	0	350	350	350	350	350	350
chr21_41874900_41875500	375	600	600	300	0	600	0	225	600	600	600	600	600	600	525	600	600	600	600	600	75	600	600	600	600	600	600	375	600	600	375	600	600	600	600	600	600	600	600	600	600	600	0	0	600	600	600	600	600	600
chr21_43298200_43298550	350	350	350	0	0	350	0	0	350	350	350	350	350	350	350	350	350	0	350	350	0	350	350	125	350	350	350	350	350	350	350	350	350	350	200	350	350	350	350	350	350	350	350	350	350	350	200	350	350	275
chr22_19596350_19596750	400	100	400	400	0	400	0	0	400	300	400	375	400	225	150	75	225	0	400	400	0	300	375	400	375	400	400	300	75	150	375	375	400	400	400	375	400	400	400	0	400	400	225	400	400	400	400	400	400	400
chr22_23765100_23765450	350	275	350	350	0	350	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	350	350	350	350	350	350	350
chr22_23822850_23823150	0	300	300	300	0	300	150	300	300	300	300	300	300	75	75	300	0	0	300	300	0	0	0	0	0	0	225	75	300	300	150	150	75	300	300	0	0	0	75	0	300	0	300	0	0	0	0	0	0	0
