A.dname	CLL_25.bed.combine.5mC.CpG.dname	CLL_26.bed.combine.5mC.CpG.dname	CLL_27.bed.combine.5mC.CpG.dname	CLL_28.bed.combine.5mC.CpG.dname	CLL_28.large.bed.combine.5mC.CpG.dname	CLL_28.small.bed.combine.5mC.CpG.dname	CLL_29.bed.combine.5mC.CpG.dname	CLL_30.bed.combine.5mC.CpG.dname	CLL_30.large.bed.combine.5mC.CpG.dname	CLL_30.small.bed.combine.5mC.CpG.dname	CLL_4.bed.combine.5mC.CpG.dname	CLL_5.bed.combine.5mC.CpG.dname	CLL_6.bed.combine.5mC.CpG.dname	CLL_94.bed.combine.5mC.CpG.dname	CLL_95.bed.combine.5mC.CpG.dname	CLL_96.bed.combine.5mC.CpG.dname	CLL_97.bed.combine.5mC.CpG.dname	EGAN00001095766:NBC.1:C003K9.bed.combine.5mC.CpG.dname	EGAN00001095769:NBC.2:C0068L.bed.combine.5mC.CpG.dname	EGAN00001096889:csMBC.2:C003JB.bed.combine.5mC.CpG.dname	EGAN00001096891:MBC.3:C003N3.bed.combine.5mC.CpG.dname	EGAN00001096949:NBC.3:S001JP.bed.combine.5mC.CpG.dname	EGAN00001170519:HMPC.1:F2012-2912.bed.combine.5mC.CpG.dname	EGAN00001170520:PreBC.1:F2012-2912.bed.combine.5mC.CpG.dname	EGAN00001170521:GCBC.1:T11_8.bed.combine.5mC.CpG.dname	EGAN00001170522:PBC.1:MO7071.bed.combine.5mC.CpG.dname	EGAN00001220205:csMBC.1:S004P1.bed.combine.5mC.CpG.dname	EGAN00001220214:NBC.4:S00DM8.bed.combine.5mC.CpG.dname	EGAN00001235812:MBC.2:csMBC.bed.combine.5mC.CpG.dname	EGAN00001266052:HMPC.2:F2012-2912.bed.combine.5mC.CpG.dname	EGAN00001266053:PreBC.2:F2012-2912.bed.combine.5mC.CpG.dname	EGAN00001266054:GCBC.2:T14_10.bed.combine.5mC.CpG.dname	EGAN00001266055:NBC.5:NC11_41.bed.combine.5mC.CpG.dname	EGAN00001266056:csMBC.3:NC11_41.bed.combine.5mC.CpG.dname	EGAN00001266057:PBC.2:V156.bed.combine.5mC.CpG.dname	EGAN00001280907:MBC.1:S017RE.bed.combine.5mC.CpG.dname	EGAN00001282097:GCBC.3:T14_11.bed.combine.5mC.CpG.dname	EGAN00001282098:PBC.3:T14_10.bed.combine.5mC.CpG.dname	EGAN00001282099:PBC.4:T12_20.bed.combine.5mC.CpG.dname	EGAN00001282100:PBC.5:T13_1.bed.combine.5mC.CpG.dname	EGAN00001286337:NBC.6:NC11_83.bed.combine.5mC.CpG.dname	EGAN00001343490:CLL.182:182CLL.bed.combine.5mC.CpG.dname	EGAN00001343492:CLL.12:12CLL.bed.combine.5mC.CpG.dname	EGAN00001343494:CLL.110:110CLL.bed.combine.5mC.CpG.dname	EGAN00001356805:NBC.7:NC15_72.bed.combine.5mC.CpG.dname	EGAN00001358479:CLL.1525:1525CLL.bed.combine.5mC.CpG.dname	EGAN00001358480:CLL.1532:1532CLL.bed.combine.5mC.CpG.dname	EGAN00001401801:CLL.1228:1228CLL.bed.combine.5mC.CpG.dname	GCBC_129.bed.combine.5mC.CpG.dname	GCBC_134.bed.combine.5mC.CpG.dname	GCBC_135.bed.combine.5mC.CpG.dname	GCBC_136.bed.combine.5mC.CpG.dname	GCBC_137.bed.combine.5mC.CpG.dname	GCBC_138.bed.combine.5mC.CpG.dname
chr3_129233250_129233400	0.731142	0.918060	0.555787	0.983871	0.878655	0.961539	0.460956	0.297619	0.322581	0.252816	0.444444	0.667982	0.685421	0.827586	0.773308	0.672727	0.480939	0.951930	0.980392	0.769196	0.848148	0.894942	0.928165	0.954375	0.871191	0.765606	0.818260	0.931318	NAN	0.939656	0.954121	0.865698	0.956588	0.796784	0.767772	0.856991	0.816945	0.906061	0.856709	0.868735	0.841615	0.775911	0.914614	0.812819	0.943360	0.900476	0.316279	0.924077	0.844575	0.801257	0.927910	0.728571	0.891818	0.777132
chr3_143429850_143430300	-0.000000	0.000000	0.078947	-0.000000	-0.000000	0.036364	-0.000000	-0.000000	0.035714	0.000000	0.000000	0.041667	-0.000000	0.000000	0.000000	0.103448	0.058824	0.962264	0.905660	0.596774	0.646341	0.913793	0.926316	0.938776	0.425287	0.136842	0.367647	0.681818	0.333333	0.958333	0.893204	0.442623	0.676190	0.360360	0.058140	0.530120	0.385542	0.470588	0.523810	0.333333	0.633333	0.053571	0.000000	0.122449	0.829268	-0.000000	0.075472	0.133333	0.826087	0.279070	0.694444	0.510638	0.474576	0.750000
chr3_143430450_143430900	0.961538	0.973684	0.947044	1.000000	0.968750	1.000000	0.814492	1.000000	1.000000	0.922619	0.843750	0.922038	0.981481	0.833334	1.000000	1.000000	0.966667	0.843750	1.000000	0.928820	0.977941	0.987805	0.991379	0.977272	0.970588	0.920112	0.991804	1.000000	NAN	0.921993	0.976471	0.953704	0.966667	0.866250	0.993334	0.942292	0.971154	0.986487	0.810541	0.976744	0.871795	0.978724	0.949405	0.952381	0.976744	0.932249	0.882376	1.000000	0.897059	0.750000	0.926470	0.943871	0.750000	0.885417
chr3_143478000_143478350	0.041667	0.000000	0.040833	-0.000000	0.017241	0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.019231	0.023809	0.000000	0.000000	-0.000000	0.000000	0.065217	0.098958	0.242857	0.000000	0.192308	0.033333	0.200757	0.078947	0.272977	0.050000	0.083333	NAN	0.140523	0.233929	0.135501	0.026316	0.195037	0.258607	0.045455	0.021739	0.063578	-0.000000	0.071078	0.375000	0.020408	0.000000	0.053929	0.307692	0.023901	0.027778	0.000000	0.231061	0.105911	0.212406	0.041041	0.259371	0.188039
chr3_143527650_143528000	0.892857	0.613726	0.292929	0.583414	0.758467	0.694643	0.742424	0.514688	0.515481	0.552696	0.353171	0.491473	0.480761	0.481533	0.252351	0.518411	0.270152	0.508730	0.512075	0.832635	0.749432	0.502198	0.531481	0.505083	0.707026	0.838644	0.783971	0.529705	NAN	0.623735	0.519091	0.668425	0.504399	0.759452	0.856600	0.729451	0.721117	0.594847	0.714375	0.505555	0.442424	0.395745	0.409933	0.713379	0.541667	0.502195	0.177168	0.582799	0.671053	0.682693	0.614845	0.721458	0.723259	0.813530
chr3_143537700_143538000	0.923077	0.750000	0.500000	1.000000	1.000000	0.850000	0.815789	0.440000	0.394737	0.680000	0.111111	0.734694	0.948718	0.400000	0.458333	1.000000	0.050000	0.913043	1.000000	1.000000	0.944444	0.904762	0.934783	0.944444	0.906250	0.858974	0.952381	1.000000	NAN	0.950820	0.918367	0.873016	1.000000	1.000000	0.811321	0.909091	0.937500	0.918919	0.906977	0.909091	0.846154	0.471698	0.545455	0.795455	0.913043	0.909091	0.326923	0.961538	0.896552	0.972222	0.930233	0.896552	0.882353	0.976190
chr3_143586000_143586300	-0.000000	0.000000	0.000000	0.025000	0.055555	0.000000	-0.000000	0.150000	0.250000	0.166667	0.000000	-0.000000	-0.000000	0.045455	0.000000	-0.000000	0.000000	-0.000000	0.166667	0.666667	0.363636	-0.000000	0.673077	-0.000000	0.153846	0.125000	0.714286	0.400000	NAN	0.545455	0.027778	0.250000	0.047619	0.375000	0.194445	0.241380	0.125000	0.088236	-0.000000	-0.000000	0.142857	0.032804	0.057692	0.062500	0.032258	-0.000000	0.035714	0.013889	0.035714	0.166667	0.081871	0.075757	0.211250	0.275304
chr3_143587100_143587900	0.790087	0.813469	0.785657	0.803618	0.785917	0.804946	0.692918	0.835774	0.766855	0.787076	0.783522	0.763870	0.828058	0.827083	0.832126	0.840213	0.831427	0.828839	0.848777	0.895298	0.894178	0.844844	0.943564	0.866600	0.849951	0.859867	0.886437	0.862628	0.666667	0.922996	0.838430	0.852925	0.826897	0.901612	0.868067	0.911407	0.852725	0.829813	0.858158	0.694484	0.746358	0.786326	0.819686	0.797567	0.874102	0.816740	0.691127	0.768766	0.809086	0.847736	0.833536	0.851682	0.826715	0.793770
chr3_143644300_143644750	0.683071	0.603671	0.131761	0.619776	0.604425	0.635225	0.207520	0.226489	0.135501	0.208184	0.495592	0.239882	0.625613	0.453409	0.731461	0.478243	0.514307	0.865012	0.851368	0.767681	0.780315	0.808177	0.887076	0.887768	0.698014	0.722454	0.769896	0.836145	NAN	0.737456	0.700191	0.724759	0.769964	0.727994	0.715013	0.772755	0.711341	0.673077	0.723555	0.707855	0.764998	0.357084	0.370533	0.741098	0.813186	0.620468	0.222190	0.502348	0.649518	0.702895	0.728796	0.659588	0.709112	0.626051
chr3_143668050_143668500	0.198562	0.234408	0.239334	0.141938	0.144599	0.137391	0.141349	0.142857	0.183902	0.161894	0.215863	0.198945	0.153695	0.189951	0.294437	0.219473	0.192985	0.716500	0.661224	0.494776	0.377011	0.753061	0.978936	0.824290	0.657453	0.612717	0.665320	0.566017	NAN	0.962861	0.865298	0.542418	0.677619	0.468948	0.542152	0.448206	0.603656	0.534023	0.540206	0.484299	0.489336	0.233283	0.299747	0.260595	0.700873	0.150766	0.193562	0.231683	0.469788	0.527681	0.576816	0.533834	0.538028	0.401141
chr3_143671000_143671100	0.986111	0.944286	0.641570	0.933154	0.974984	0.944781	0.934210	0.946581	0.947369	0.953415	0.920678	0.733991	0.972041	0.987500	0.956522	0.969853	0.840278	0.961538	0.953125	0.981482	0.964286	0.947368	0.939108	0.939269	0.979751	0.930827	0.952381	0.976190	NAN	0.957075	1.000000	0.964167	0.956384	0.948593	0.928915	0.985307	0.937500	0.941816	0.856125	0.931923	1.000000	0.972222	0.939605	0.966386	0.979166	0.937665	0.720588	0.943182	0.978020	0.931502	0.949242	0.923850	0.904375	0.980000
chr3_156976800_156977300	0.952831	0.871304	0.920248	0.969378	1.000000	0.939242	0.812087	0.977083	0.976563	0.920496	0.918269	0.856022	0.918441	0.957516	0.963801	1.000000	0.918625	0.936847	0.976315	0.976269	0.967723	0.974330	0.947632	0.934967	0.945832	0.909711	0.945065	0.943642	1.000000	0.959300	0.947962	0.949612	0.976194	0.926292	0.883479	0.932695	0.934147	0.964529	0.954203	0.959402	0.811904	0.965427	0.931191	0.935185	0.951632	0.964885	0.769855	0.781805	0.967742	0.882890	0.908962	0.967742	0.966313	0.947318
chr3_157064650_157065150	0.468750	0.500000	0.465909	0.476190	0.428571	0.487742	0.437500	0.447916	0.583334	0.535714	0.500000	0.500000	0.434210	0.500000	0.500000	0.517094	0.500000	0.934472	0.889651	0.593850	0.537514	0.714335	0.841807	0.818421	0.570116	0.528856	0.514957	0.780701	1.000000	0.827742	0.886772	0.537626	0.804757	0.552568	0.498208	0.614122	0.549185	0.502559	0.516282	0.439457	0.771551	0.509297	0.545630	0.516340	0.882478	0.204447	0.508213	0.500000	0.687121	0.556691	0.551282	0.633372	0.576191	0.602451
chr3_157066200_157069150	0.649849	0.411933	0.468954	0.575559	0.524568	0.541164	0.443057	0.500942	0.450793	0.492219	0.447614	0.396018	0.401559	0.503048	0.386047	0.553298	0.535924	0.843879	0.851792	0.825674	0.842367	0.866234	0.905764	0.877999	0.820380	0.789006	0.825978	0.873268	0.950000	0.894108	0.891217	0.806972	0.864902	0.795976	0.767069	0.857200	0.798063	0.796756	0.812012	0.699440	0.691535	0.463708	0.493366	0.551511	0.861664	0.576223	0.425938	0.546171	0.774240	0.770489	0.799798	0.793041	0.782634	0.803101
chr3_157129950_157130700	0.444760	0.701673	0.356893	0.546496	0.504400	0.542535	0.293349	0.331337	0.436090	0.396875	0.573928	0.423318	0.470215	0.478263	0.502292	0.591998	0.501521	0.522516	0.486970	0.538470	0.558183	0.547433	0.613363	0.489317	0.473217	0.331756	0.492972	0.505242	0.611111	0.587256	0.502209	0.425957	0.541346	0.485943	0.395624	0.587766	0.502213	0.414530	0.441051	0.443756	0.463702	0.431812	0.403316	0.516510	0.542085	0.605426	0.398858	0.582384	0.419459	0.464841	0.476752	0.522270	0.396339	0.445166
chr3_177190500_177190700	0.220486	0.467392	0.074074	0.439338	0.460685	0.500453	0.558064	0.035714	0.122537	0.057857	0.400132	0.163636	0.510569	0.507103	0.000000	-0.000000	0.112608	0.949369	0.944445	0.761139	0.831452	0.972727	0.892887	0.984154	0.680316	0.721405	0.896058	0.913003	NAN	0.929742	0.921556	0.656250	0.911976	0.711927	0.690151	0.829216	0.606893	0.791546	0.641984	0.823077	0.871283	0.068734	0.088889	0.250000	0.901691	0.533597	0.172040	0.324811	0.780406	0.705071	0.752020	0.582813	0.868248	0.662677
chr3_178676700_178677300	0.230159	0.307862	0.542694	0.157029	0.160620	0.164770	0.131460	0.388008	0.221390	0.308356	0.663764	0.383997	0.120222	0.357622	0.299156	0.145638	0.271813	0.726980	0.689081	0.511385	0.543406	0.795594	0.750099	0.688495	0.592083	0.434108	0.478615	0.736973	0.440476	0.701251	0.667611	0.624904	0.759553	0.500252	0.474133	0.603928	0.615346	0.662707	0.602701	0.590429	0.585960	0.490484	0.344513	0.288732	0.754016	0.548560	0.355726	0.303414	0.545223	0.628136	0.633547	0.566725	0.578194	0.441789
chr3_186150200_186150750	0.316366	0.241921	0.385622	0.240410	0.256099	0.258571	0.329339	0.187145	0.222782	0.166972	0.455235	0.150145	0.181992	0.560773	0.228626	0.521395	0.109688	0.833961	0.854098	0.460765	0.280536	0.872767	0.825657	0.837376	0.521298	0.605729	0.562712	0.765305	0.700000	0.815425	0.793198	0.562939	0.822311	0.567325	0.539496	0.324135	0.615879	0.609572	0.524236	0.522956	0.776779	0.363896	0.393082	0.382586	0.768601	0.456608	0.402861	0.263650	0.527952	0.532334	0.594892	0.483472	0.707764	0.578692
chr3_186154200_186154800	0.902312	0.964416	0.928869	0.962997	0.977106	0.978907	0.939236	0.832970	0.905599	0.907678	0.944704	0.924123	0.954175	0.938831	0.928066	0.981488	0.927016	0.952941	0.956315	0.926662	0.857888	0.920552	0.937006	0.926790	0.948835	0.920375	0.948661	0.926131	NAN	0.953983	0.956309	0.914814	0.957331	0.943790	0.923995	0.953712	0.960995	0.910185	0.910368	0.896140	0.777518	0.938020	0.964669	0.961934	0.952992	0.917054	0.880014	0.843360	0.899837	0.959175	0.924591	0.956127	0.930659	0.908367
chr3_186256900_186257650	0.980608	0.936611	0.941846	0.887399	0.962768	0.951447	0.926748	0.925158	0.880198	0.886797	0.775320	0.971789	0.835123	0.959193	0.856762	0.962029	0.919993	0.978053	0.959755	0.889735	0.951187	0.969098	0.949345	0.958603	0.958426	0.863188	0.952838	0.960229	1.000000	0.954176	0.953570	0.929808	0.945502	0.912302	0.858421	0.953420	0.945911	0.915811	0.952042	0.871732	0.815399	0.946706	0.961003	0.902404	0.940960	0.889504	0.940900	0.927065	0.934045	0.892153	0.949529	0.917434	0.934462	0.913556
chr3_186342950_186343350	0.495387	0.706738	0.456668	0.711061	0.709836	0.749738	0.642526	0.641904	0.662554	0.654602	0.600158	0.723942	0.291772	0.778015	0.601435	0.492335	0.664627	0.864683	0.977628	0.847172	0.867802	0.925774	0.957254	0.971108	0.806899	0.704980	0.866309	0.973529	1.000000	0.955800	0.917717	0.802935	0.949820	0.787153	0.707707	0.860951	0.731461	0.833232	0.814872	0.709163	0.786654	0.685755	0.709602	0.719942	0.929873	0.694266	0.702103	0.653374	0.773193	0.798551	0.765853	0.726100	0.815618	0.765896
chr3_186360350_186361050	0.204695	0.132693	0.073386	0.133247	0.134783	0.129383	0.148518	0.009833	0.013999	0.032627	0.147380	0.165922	0.115237	0.340727	0.122988	0.344009	0.160815	0.223168	0.232975	0.158997	0.187352	0.190276	0.224287	0.227677	0.171465	0.144149	0.169902	0.217582	0.122449	0.202557	0.224589	0.176206	0.221580	0.161679	0.173169	0.204617	0.181190	0.190161	0.172947	0.150275	0.157910	0.145049	0.097429	0.137882	0.215421	0.104440	0.064476	0.094228	0.156763	0.205112	0.187105	0.176441	0.200518	0.139280
chr3_186362550_186363750	0.273435	0.311562	0.410818	0.337359	0.348896	0.331723	0.370189	0.298232	0.238080	0.260352	0.380978	0.421904	0.248170	0.474957	0.356950	0.518827	0.301571	0.704756	0.704357	0.590594	0.688911	0.730404	0.701748	0.707734	0.584803	0.515482	0.603479	0.690761	0.777778	0.664843	0.691324	0.651426	0.691760	0.555314	0.518462	0.656812	0.608737	0.659230	0.591781	0.558409	0.621680	0.334524	0.373771	0.460053	0.696988	0.439246	0.432273	0.427471	0.619487	0.592509	0.610755	0.576797	0.624899	0.564449
chr3_186528250_186528600	0.906250	0.936458	0.880116	0.750000	0.795454	0.635440	0.948849	0.936648	0.972785	0.965909	0.855769	0.898649	0.968246	0.721429	0.975000	0.503284	0.930556	0.986842	0.936634	0.921258	0.943141	0.947516	0.945576	0.974740	0.904785	0.830918	0.898990	0.988636	NAN	0.937088	0.953919	0.837152	0.938567	0.865656	0.852558	0.917753	0.881442	0.833036	0.900305	0.775270	0.760581	0.727171	0.947513	0.908626	0.935254	0.973416	0.789130	0.712749	0.872085	0.827068	0.884185	0.921371	0.911683	0.869459
chr3_186529650_186530850	0.576316	0.438204	0.594825	0.752002	0.646582	0.758927	0.772143	0.485131	0.546831	0.564220	0.770427	0.563849	0.720123	0.576083	0.480042	0.714638	0.690397	0.858624	0.890284	0.861703	0.902502	0.854590	0.902209	0.924151	0.837050	0.860708	0.865343	0.861286	0.950000	0.915393	0.906913	0.814678	0.900079	0.873864	0.858975	0.812242	0.818838	0.838526	0.807344	0.762692	0.655285	0.698240	0.505540	0.737848	0.897655	0.698158	0.678589	0.577067	0.839255	0.804609	0.817749	0.820085	0.840060	0.854638
chr3_186535300_186535350	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
chr3_188361750_188362200	0.297475	0.675867	0.298843	0.331821	0.320513	0.368435	0.532264	0.321605	0.327897	0.307117	0.308711	0.354859	0.722647	0.564451	0.282540	0.551733	0.317124	0.731809	0.785376	0.864665	0.888922	0.634558	0.939011	0.890146	0.751030	0.894235	0.758228	0.612470	NAN	0.942294	0.851232	0.733236	0.769539	0.888773	0.870269	0.829567	0.755358	0.702180	0.758215	0.669307	0.752081	0.317685	0.331621	0.561464	0.886055	0.291032	0.326957	0.370781	0.723038	0.731851	0.621515	0.792423	0.752056	0.807661
chr3_188363300_188363950	0.709861	0.720528	0.766116	0.797529	0.759333	0.749963	0.778233	0.650997	0.660961	0.621983	0.760802	0.741582	0.717443	0.858986	0.829766	0.873628	0.798835	0.799316	0.831075	0.850795	0.904445	0.808357	0.972861	0.956992	0.853149	0.842408	0.899302	0.834502	1.000000	0.916112	0.894309	0.849305	0.873279	0.900645	0.847033	0.806983	0.875119	0.830547	0.772148	0.747840	0.553968	0.857210	0.767139	0.838461	0.855247	0.721726	0.613470	0.842313	0.791824	0.833160	0.808238	0.851499	0.807338	0.812110
chr3_188447400_188447700	0.456597	0.388889	0.522727	0.460294	0.490000	0.449519	0.474375	0.477273	0.528595	0.500000	0.454546	0.361350	0.453983	0.492647	0.476191	0.353768	0.470130	0.575846	0.562705	0.530356	0.569204	0.582640	0.946777	0.895163	0.492353	0.507366	0.539186	0.488613	NAN	0.949955	0.886733	0.497830	0.598548	0.517795	0.553086	0.534651	0.509903	0.457497	0.511337	0.522571	0.589883	0.391392	0.491483	0.507122	0.602158	0.500000	0.360480	0.515155	0.434524	0.482143	0.512549	0.437291	0.487478	0.505873
chr3_195125250_195125850	0.701517	0.777929	0.606662	0.885495	0.874738	0.904588	0.930925	0.468402	0.591342	0.679420	0.630402	0.625244	0.923127	0.800758	0.618881	0.983586	0.724242	0.885132	0.943742	0.828628	0.948582	0.954170	0.954632	0.931770	0.787656	0.832607	0.914312	0.925853	1.000000	0.942485	0.968466	0.854692	0.895323	0.810891	0.889279	0.744153	0.844652	0.861506	0.787604	0.777831	0.861783	0.717075	0.558063	0.848277	0.948786	0.919109	0.796358	0.941130	0.870080	0.915723	0.812339	0.869302	0.860148	0.866827
chr3_195126100_195126150	0.833333	0.916667	0.000000	1.000000	0.857143	0.791667	0.687500	-0.000000	0.071429	0.000000	0.066667	0.125000	0.885714	0.000000	0.000000	0.812500	0.000000	0.814815	0.828571	0.736842	1.000000	0.837838	0.946429	0.900000	0.622951	0.736111	0.852941	0.914286	NAN	0.907895	0.908257	0.719101	0.807692	0.631579	0.795455	0.578125	0.800000	0.742424	0.727273	0.818182	0.666667	0.050000	0.037736	0.342857	0.875000	0.888889	0.382979	0.942308	0.718750	0.800000	0.809524	0.719298	0.763158	0.750000
chr3_195126300_195126700	0.666875	0.641517	0.021805	0.835689	0.795310	0.762578	0.818959	0.005952	0.028349	0.011429	0.000000	0.046111	0.898721	0.005952	0.011429	0.859389	0.006494	0.258384	0.214781	0.723216	0.724958	0.388167	0.669098	0.212457	0.394959	0.699129	0.618530	0.388390	NAN	0.637906	0.198424	0.396093	0.260410	0.666051	0.702811	0.411548	0.494047	0.356195	0.477956	0.238104	0.260379	0.039720	0.089057	0.478667	0.283714	0.798225	0.133137	0.776214	0.420182	0.552299	0.409151	0.511321	0.584828	0.680082
chr3_195131200_195131550	0.465909	0.331746	0.217604	0.631429	0.571637	0.536823	0.885390	0.233326	0.253283	0.188889	0.000000	0.059739	0.545397	0.000000	0.000000	0.389145	0.000000	0.965642	0.967907	0.896274	0.956635	0.983986	0.972869	0.954846	0.787308	0.868135	0.956419	0.969156	NAN	0.970962	0.961616	0.802443	0.971920	0.764499	0.811036	0.940161	0.838468	0.771379	0.757757	0.824423	0.890120	0.031946	0.066887	0.383507	0.965812	0.722693	0.044663	0.832917	0.653284	0.649431	0.828011	0.700732	0.837988	0.786020
chr3_195145350_195146750	0.808140	0.618633	0.275668	0.709678	0.711888	0.754955	0.322810	0.209322	0.379925	0.392446	0.195315	0.245574	0.612734	0.340454	0.359892	0.708337	0.418982	0.792610	0.820679	0.785585	0.770969	0.863740	0.834438	0.836658	0.779473	0.816941	0.823193	0.872237	1.000000	0.839069	0.872734	0.813404	0.847981	0.811046	0.807422	0.721590	0.832277	0.814265	0.784232	0.747714	0.809073	0.176847	0.231581	0.770615	0.876766	0.782064	0.257426	0.708734	0.830046	0.777963	0.848233	0.788156	0.864601	0.807671
chr3_195149650_195150300	0.524053	0.432144	0.142591	0.588775	0.650769	0.594403	0.304107	0.089711	0.144108	0.056504	0.017647	0.035040	0.143610	0.008326	0.029524	0.431424	0.018519	0.436209	0.282329	0.652345	0.597115	0.245760	0.327731	0.436075	0.471393	0.665862	0.517910	0.378374	NAN	0.431201	0.508415	0.310800	0.315265	0.571075	0.576477	0.641749	0.412921	0.283711	0.362272	0.331027	0.208366	0.000000	0.022590	0.333960	0.283372	0.289415	0.170485	0.472442	0.311468	0.433090	0.408392	0.332996	0.450542	0.559625
chr3_195151200_195151450	0.356786	0.396242	0.131502	0.626794	0.617929	0.663143	0.369807	0.215577	0.551871	0.315934	0.196863	0.362741	0.490839	0.185202	0.141647	0.534292	0.190741	0.873580	0.807631	0.779714	0.841869	0.866983	0.782020	0.882925	0.670380	0.735021	0.733810	0.833180	NAN	0.798273	0.866616	0.671472	0.790798	0.678282	0.700929	0.835047	0.718713	0.725797	0.629656	0.549302	0.711796	0.306934	0.288717	0.540756	0.835490	0.377062	0.310231	0.508469	0.739489	0.707455	0.697448	0.706569	0.734021	0.696546
chr3_195152850_195153750	0.614260	0.647227	0.491402	0.772359	0.732169	0.790593	0.607824	0.513322	0.447650	0.446140	0.354881	0.392443	0.727282	0.433827	0.363578	0.677095	0.693049	0.614635	0.664590	0.827723	0.775236	0.668089	0.830927	0.638668	0.717400	0.806208	0.815435	0.722161	1.000000	0.864639	0.667837	0.650523	0.696231	0.803439	0.785152	0.851870	0.678822	0.666395	0.600105	0.555470	0.564043	0.436539	0.442264	0.773594	0.709217	0.698021	0.564909	0.831700	0.713317	0.695340	0.697974	0.699243	0.689396	0.724824
chr3_195206900_195207350	0.839962	0.731652	0.213624	0.630966	0.705124	0.689149	0.526920	0.404040	0.463959	0.501803	0.103857	0.420231	0.557403	0.517373	0.170718	0.642362	0.330401	0.931704	0.901385	0.904196	0.932053	0.951928	0.961026	0.953056	0.914876	0.874664	0.894643	0.966369	0.825000	0.949724	0.942421	0.903665	0.930381	0.899097	0.888900	0.919768	0.899745	0.923802	0.906001	0.809678	0.851118	0.139981	0.260304	0.583059	0.909980	0.725920	0.675837	0.773212	0.853280	0.865591	0.916135	0.945298	0.955115	0.907614
chr3_195208450_195210750	0.638859	0.395505	0.214040	0.521611	0.565737	0.546480	0.237784	0.256752	0.330989	0.319434	0.199566	0.249775	0.548207	0.208249	0.203917	0.460330	0.346077	0.882209	0.890288	0.791804	0.765378	0.922307	0.899029	0.892097	0.793724	0.763343	0.778934	0.901614	0.750000	0.918951	0.892597	0.809162	0.899406	0.777764	0.765037	0.767619	0.810006	0.829719	0.780996	0.777098	0.779543	0.108742	0.269564	0.474959	0.908007	0.494428	0.299873	0.525521	0.742972	0.796626	0.809447	0.788992	0.813893	0.752226
chr3_195544150_195544500	0.945887	0.850000	0.679985	0.836517	0.833333	0.856576	0.911111	0.877660	0.830267	0.798417	0.770107	0.753776	0.698595	0.878956	0.747497	0.932498	0.816979	0.910543	0.968357	0.861104	0.934915	0.895102	0.899920	0.934308	0.934213	0.804485	0.939640	0.932950	1.000000	0.940299	0.916486	0.870416	0.928672	0.884170	0.805751	0.924722	0.887848	0.868821	0.842478	0.822217	0.877901	0.755207	0.443962	0.823012	0.911997	0.928195	0.858144	0.939263	0.903083	0.876540	0.898084	0.896991	0.943904	0.945922
chr3_195549450_195549750	0.930897	0.779221	0.517864	0.910277	1.000000	0.940095	0.906823	0.901974	0.880778	0.810535	0.706535	0.855615	0.726393	0.780552	0.837790	0.800105	0.869231	0.960812	0.935930	0.932464	0.922682	0.906748	0.968151	0.951834	0.924117	0.891893	0.936825	0.970813	NAN	0.937290	0.956733	0.923047	0.947544	0.913366	0.916364	0.949657	0.922996	0.927934	0.921498	0.802815	0.689347	0.794186	0.877771	0.892369	0.932043	0.918762	0.823269	0.800555	0.922453	0.957019	0.910598	0.954823	0.963563	0.908930
chr3_195551100_195551950	0.521703	0.458062	0.223175	0.482281	0.498276	0.450501	0.517593	0.378066	0.379378	0.337914	0.478974	0.573081	0.526469	0.449735	0.444444	0.507190	0.352028	0.648711	0.829636	0.722473	0.723195	0.792321	0.850302	0.802435	0.804667	0.736280	0.748897	0.756859	NAN	0.755638	0.732562	0.864633	0.737041	0.769194	0.745378	0.793326	0.695332	0.835461	0.676413	0.700470	0.592813	0.458611	0.359942	0.601852	0.737476	0.482615	0.278507	0.487915	0.746860	0.659923	0.796925	0.768781	0.784812	0.876958
chr3_195584000_195584400	0.029630	0.011905	0.069184	0.300889	0.281356	0.179338	0.016414	0.009028	0.023380	0.000000	0.007858	0.100286	0.012719	0.000000	0.008689	-0.000000	0.003788	0.765052	0.566162	0.549587	0.505595	0.582004	0.626203	0.586480	0.686911	0.486849	0.505478	0.586890	NAN	0.655137	0.681203	0.627408	0.689660	0.551525	0.549239	0.713866	0.628367	0.630225	0.567018	0.535278	0.651771	0.006410	0.039156	0.080416	0.662639	0.002315	0.015079	0.014249	0.498950	0.480381	0.601246	0.502408	0.476750	0.498285
