A.ID	CLL_25.bed.combine.5mC.CpG.NA_id.methValue	CLL_26.bed.combine.5mC.CpG.NA_id.methValue	CLL_27.bed.combine.5mC.CpG.NA_id.methValue	CLL_28.bed.combine.5mC.CpG.NA_id.methValue	CLL_28.large.bed.combine.5mC.CpG.NA_id.methValue	CLL_28.small.bed.combine.5mC.CpG.NA_id.methValue	CLL_30.bed.combine.5mC.CpG.NA_id.methValue	CLL_30.large.bed.combine.5mC.CpG.NA_id.methValue	CLL_30.small.bed.combine.5mC.CpG.NA_id.methValue	CLL_4.bed.combine.5mC.CpG.NA_id.methValue	CLL_5.bed.combine.5mC.CpG.NA_id.methValue	CLL_6.bed.combine.5mC.CpG.NA_id.methValue	CLL_94.bed.combine.5mC.CpG.NA_id.methValue	CLL_95.bed.combine.5mC.CpG.NA_id.methValue	CLL_96.bed.combine.5mC.CpG.NA_id.methValue	CLL_97.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001095766:NBC.1:C003K9.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001095769:NBC.2:C0068L.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001096889:csMBC.2:C003JB.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001096891:MBC.3:C003N3.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001096949:NBC.3:S001JP.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001170519:HMPC.1:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001170520:PreBC.1:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001170521:GCBC.1:T11_8.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001170522:PBC.1:MO7071.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001220205:csMBC.1:S004P1.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001220214:NBC.4:S00DM8.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266052:HMPC.2:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266053:PreBC.2:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266054:GCBC.2:T14_10.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266055:NBC.5:NC11_41.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266056:csMBC.3:NC11_41.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266057:PBC.2:V156.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001280907:MBC.1:S017RE.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001282097:GCBC.3:T14_11.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001282098:PBC.3:T14_10.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001282099:PBC.4:T12_20.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001282100:PBC.5:T13_1.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001343490:CLL.182:182CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001343492:CLL.12:12CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001343494:CLL.110:110CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001356805:NBC.7:NC15_72.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001358479:CLL.1525:1525CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001358480:CLL.1532:1532CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001401801:CLL.1228:1228CLL.bed.combine.5mC.CpG.NA_id.methValue	GCBC_129.bed.combine.5mC.CpG.NA_id.methValue	GCBC_134.bed.combine.5mC.CpG.NA_id.methValue	GCBC_135.bed.combine.5mC.CpG.NA_id.methValue	GCBC_136.bed.combine.5mC.CpG.NA_id.methValue	GCBC_137.bed.combine.5mC.CpG.NA_id.methValue	GCBC_138.bed.combine.5mC.CpG.NA_id.methValue
4:184311625:184311627	0	0	0	0.0909091	0	0.111111	0	0	0	0.125	0.4	0.166667	0	0	0	0.1	0.901408	0.94	0.824	0.837209	0.775862	1	0.938596	0.688073	0.614035	0.739726	0.860759	1	0.990741	0.46087	0.819277	0.873418	0.457143	0.754717	0.8	0.462963	0.586207	0.385714	0.0697674	0.107143	0.137931	0.825	0.621622	0.0909091	0.0909091	0.514286	0.611111	0.73913	0.707317	0.71875	0.660377
4:184341972:184341974	0.923077	0	0.0740741	0.791667	0.75	0.956522	0.0714286	0	0	0	0	0.347826	0	0	0.608696	0	0.590909	0.5	0.734694	0.342857	0.604167	0.93578	0.935897	0.654867	0.88172	0.666667	0.642857	0.965753	0.922414	0.613139	0.491525	0.746377	0.836735	0.6	0.616279	0.479452	0.590361	0.571429	0.0666667	0.0566038	0.380952	0.5	0.612245	0.0731707	0.372549	0.371429	0.757576	0.767442	0.68	0.754386	0.857143
4:184341987:184341989	0.9	0	0.166667	0.8	0.5	0.666667	0	0	0.0909091	0	0	0.4	0	0	0.583333	0.0689655	0.333333	0.196429	0.76	0.242424	0.444444	0.925926	0.819444	0.52381	0.764706	0.725	0.435897	0.965753	0.857143	0.496644	0.415094	0.82906	0.868132	0.571429	0.641026	0.25	0.506849	0.453125	0.0666667	0.0408163	0.333333	0.414634	0.444444	0.097561	0.365385	0.297297	0.5	0.769231	0.451613	0.671642	0.705128
4:184342010:184342012	0.941176	0	0.0344828	0.65	0.375	0.85	0	0	0	0	0	0.407407	0.0714286	0	0.684211	0	0.693878	0.745455	0.86	0.405405	0.863636	0.969697	0.917808	0.460674	0.860465	0.756757	0.771429	0.940789	0.95122	0.554745	0.632653	0.883212	0.785047	0.515152	0.617284	0.569231	0.643836	0.555556	0	0.02	0.27907	0.710526	0.0909091	0.125	0.369565	0.515152	0.435897	0.755102	0.741935	0.759494	0.698413
4:184342212:184342214	0.344828	0.142857	0	0.833333	0.909091	0.69697	0.04	0.121212	0.0540541	0	0.113208	0	0.142857	0	0.657895	0.0333333	0.76087	0.607143	0.424658	0.115942	0.8125	0.974359	0.957746	0.426471	0.43956	0.5	0.709677	0.923077	0.935065	0.290698	0.714286	0.541176	0.584615	0.236364	0.35	0.4	0.408163	0.25641	0	0.0238095	0.545455	0.772727	0.677419	0	0.0833333	0.241379	0.288462	0.37037	0.390244	0.574468	0.490566
4:184342273:184342275	0.972973	0	0.027027	0.897436	0.875	0.948718	0.230769	0.133333	0.119048	0	0.145455	0.0243902	0.0526316	0	0.638889	0.0588235	0.912281	0.894737	0.863636	0.56	0.8	0.954128	0.925926	0.761905	0.902174	0.835443	0.9	0.925926	0.92	0.691667	0.845238	0.837209	0.954023	0.705128	0.805556	0.645161	0.721311	0.553191	0.025641	0.0638298	0.634615	0.829787	0.8125	0	0.46875	0.758621	0.770833	0.651163	0.72549	0.869565	0.963636
4:184354005:184354007	0	0	0	0.0833333	0.363636	0	0.142857	0.0588235	0	0	0	0	0.363636	0	0	0	0.0833333	0.0606061	0.117647	0.319149	0.0645161	0.406593	0.106383	0.0123457	0.0217391	0.0338983	0.12766	0.485714	0.0898876	0.0365854	0.047619	0.0381679	0.0294118	0.137931	0.0588235	0.0666667	0.0307692	0	0	0.02	0.16129	0.114286	0.0555556	0.0625	0.121212	0	0	0.157895	0	0	0.0153846
4:184354080:184354082	0.0625	0	0	0.153846	0	0	0	0.0909091	0	0	0.0833333	0	0	0	0	0	0.632653	0.431373	0.311475	0.488372	0.5	0.768519	0.528846	0.166667	0.168317	0.324324	0.596774	0.859259	0.521739	0.177419	0.373626	0.0614035	0.125984	0.407895	0.244444	0.351351	0.229167	0.2	0.0172414	0.0196078	0.116279	0.461538	0.03125	0.0277778	0.583333	0	0.111111	0.333333	0.0833333	0.147059	0.0533333
4:184354309:184354311	0.648649	0.321429	0	0.257143	0.155556	0.0769231	0.151515	0.130435	0.0701754	0	0.208333	0.473684	0.113636	0.382353	0.631579	0	0.9	0.971429	0.75	1	0.916667	0.930556	0.959459	0.737705	0.369565	0.804878	1	0.975309	0.950617	0.863158	0.603448	0.43662	0.5875	0.485294	0.982143	0.957447	0.813559	0.733333	0.0392157	0.45	0.552632	0.973684	0.829268	0.578947	0.896552	0.923077	0.958333	0.882353	0.867925	0.903226	0.837209
4:184354316:184354318	0.583333	0.212121	0	0.162162	0.2	0.0943396	0.129032	0.102041	0.0363636	0	0.102941	0.575	0.0487805	0.352941	0.25	0	1	0.966667	0.583333	0.916667	0.894737	0.955224	0.940299	0.385965	0.292683	0.694444	0.806452	0.945946	0.943662	0.833333	1	0.515152	0.463768	0.714286	0.884615	0.883721	0.714286	0.763158	0.0588235	0.444444	0.435897	0.95	0.609756	0.432432	0.714286	0.65	0.877551	0.861111	0.740741	0.833333	0.733333
4:184584767:184584769	0	0.0869565	0.148148	0.6	0.32	0.230769	0.08	0.157895	0.0769231	0	0.166667	0.416667	0.53125	0.0851064	0.0277778	0	0.941176	1	0.59322	0.748092	0.907407	0.965812	0.952756	0.716129	0.494845	0.780303	0.930435	0.956522	0.947368	0.866667	0.927273	0.515789	0.630252	0.738095	0.81	0.833333	0.907895	0.797872	0.333333	0.0392157	0.24	0.95122	0.767442	0.173913	0.85	0.883721	0.863636	0.590909	0.814815	0.736842	0.655172
4:184584819:184584821	0.266667	0.0769231	0.193548	0.6875	0.411765	0.210526	0.0555556	0.04	0.08	0.0344828	0.142857	0.558824	0.765957	0.0731707	0	0.0526316	0.891892	0.816327	0.555556	0.865385	0.8875	0.92	0.989583	0.723577	0.38835	0.701149	0.908046	0.953271	0.929204	0.787234	0.912621	0.333333	0.529412	0.86747	0.64557	0.829787	0.633333	0.797297	0.156863	0.454545	0.145833	0.925	0.116279	0.152174	0.542857	0.666667	0.552632	0.488889	0.58	0.375	0.641509
4:184585243:184585245	0.153846	0	0	0	0	0	0	0.0571429	0	0	0.1	0	0	0	0	0	1	0.944444	0.157895	0.166667	0.8	1	0.809524	0.186047	0.169231	0.125	0.7	0.902439	0.887097	0.111111	0.708333	0	0.209677	0.195122	0.04	0.025641	0.0869565	0	0	0.027027	0.0810811	0.805556	0.0344828	0.0294118	0.0625	0.25	0.25	0.0967742	0.0666667	0.0487805	0.0212766
4:184585251:184585253	0.181818	0	0	0	0	0	0	0.0540541	0	0	0.0540541	0	0	0	0	0	1	0.888889	0	0.105263	0.727273	1	0.913043	0.162791	0.0461538	0	0.73913	0.97561	0.882353	0.108696	0.692308	0	0.177419	0.0930233	0.0322581	0.05	0.0454545	0.0384615	0.0243902	0.0277778	0.0952381	0.823529	0.037037	0.0571429	0.0645161	0.257143	0.0952381	0.0666667	0.0697674	0	0
4:184585371:184585373	0.0769231	0	0.0588235	0	0	0	0	0	0	0	0.030303	0	0	0	0	0	0.914894	0.943396	0.0588235	0.0447761	0.90566	0.911765	0.955752	0.122807	0.0240964	0.0555556	0.571429	0.929204	0.948148	0.0909091	0.764045	0.0686275	0.148515	0.135922	0.107143	0.106061	0.0689655	0.0895522	0	0	0.0980392	0.767442	0.0285714	0.0232558	0.0434783	0.166667	0.0588235	0.153846	0	0.0540541	0.119048
4:184620164:184620166	1	0.478261	0.368421	0.92	1	0.970588	0.307692	0.208333	0.2	0.181818	0.192308	0.740741	0.428571	0.3	0	0.666667	0.92	0.948276	0.902174	0.938272	0.968085	0.969697	0.943662	0.880597	0.959459	0.951456	0.928571	0.991071	0.96	0.938053	0.965116	0.944444	0.91954	0.943182	0.911765	0.978261	0.863014	0.72549	0.421053	0.461538	0.471698	0.923077	0.931034	0.888889	0.975	0.939394	1	1	0.871795	0.947368	0.875
4:184620185:184620187	0.888889	0.6	0.363636	0.962963	1	1	0.0666667	0.0416667	0	0.333333	0.310345	0.862069	0	0.363636	0.28	1	0.921569	0.955882	0.939394	0.961538	0.952381	0.970874	0.977273	0.931507	0.949367	0.990741	0.959184	0.977778	0.957983	0.973913	0.936842	0.904255	0.978261	0.96875	0.944444	0.979592	0.896104	0.930233	0.790698	0.74	0.515625	1	0.96875	0.928571	1	0.875	1	1	0.918919	1	0.882353
4:184620230:184620232	0.315789	0.444444	0.3	0.46875	0.608696	0.416667	0.0769231	0.0869565	0	0	0	0.227273	0	0	0	0.333333	0.959184	0.971429	0.847826	0.892308	1	0.927835	0.947917	0.825581	0.810811	0.790698	0.93617	0.982143	0.972477	0.809091	0.959596	0.896226	0.727273	0.859155	0.859375	0.755102	0.828125	0.777778	0.297297	0.261905	0.32	0.972222	0.888889	0.440678	0.911111	0.636364	0.705882	0.714286	0.826087	0.8	0.775
4:184620311:184620313	0.222222	0	0.217391	0.547619	0.571429	0.46875	0	0	0	0	0.0322581	0.212121	0	0	0.0454545	0.4	0.983051	0.958333	0.688889	0.738462	0.956522	0.92	0.971154	0.746835	0.722222	0.772727	0.714286	0.959016	0.973684	0.915094	0.957895	0.72807	0.721519	0.843373	0.745098	0.757576	0.851351	0.970588	0.0625	0.0677966	0.0714286	0.97619	0.756757	0.622642	0.704545	0.756098	0.896552	0.777778	0.777778	0.78125	0.444444
4:184620337:184620339	0.5	0	0.259259	0.825	0.583333	0.836066	0	0	0	0.444444	0.1	0.138889	0.1	0	0.142857	0.230769	0.933333	0.897059	0.780488	0.730159	0.971014	0.968085	0.980769	0.935065	0.869565	0.866667	0.465116	0.957627	0.963303	0.935185	0.942529	0.925926	0.878049	0.928571	0.927273	0.958333	0.857143	0.9	0.209302	0.272727	0.127273	0.891892	0.766667	0.730769	0.977778	0.829787	0.862069	0.923077	0.871795	0.837209	0.478261
4:184620467:184620469	0.6	0	0	0.0714286	0.125	0.0333333	0.153846	0	0	0.222222	0.153846	0.133333	0.272727	0	0.04	0.1	0.541667	0.6	0.47541	0.5	0.616667	0.386364	0.39	0.604651	0.465517	0.466667	0.625	0.340206	0.357143	0.576087	0.8	0.588235	0.549296	0.621053	0.588235	0.649123	0.59375	0.777778	0.106383	0.111111	0.1	0.444444	0.5	0.411765	0.564103	0.631579	0.666667	0.4	0.444444	0.632653	0.365854
4:184620754:184620756	0.0689655	0	0.0238095	0	0	0	0	0	0	0	0.114286	0.0487805	0	0	0	0	0.468085	0.424242	0.363636	0.519231	0.657143	0.296296	0.690476	0.5	0.355932	0.416667	0.85	0.241379	0.43662	0.581818	0.934783	0.431373	0.492958	0.536232	0.536585	0.673469	0.27907	0.565217	0.037037	0.0681818	0.0943396	0.738095	0.0392157	0.22	0	0.5	0.404762	0.354839	0.470588	0.294118	0.125
4:184620769:184620771	0.956522	0.173913	0.075	0	0	0.0232558	0	0.0434783	0.08	0	0.0571429	0.790698	0	0	0.342105	0.454545	0.473684	0.4375	0.148148	0.8	0.535714	0.463415	0.676471	0.75	0.47619	0.625	0.555556	0.686275	0.773585	0.714286	0.794872	0.780488	0.506849	0.84375	0.677419	0.844444	0.552632	0.8125	0.285714	0.636364	0.283019	0.575	0.958333	0.658537	0.0263158	0.867925	0.571429	0.896552	0.657143	0.612903	0.553846
4:184620975:184620977	1	0.133333	0.0588235	1	1	0.975	0.363636	0.176471	0.2	0.464286	0.148148	0.457143	1	0	0.884615	0.75	0.904762	0.533333	0.471698	0.95	1	0.915254	0.98	0.962264	0.535211	0.92	0.941176	0.891892	0.918033	0.9375	0.46	0.611111	0.9375	0.94186	0.985714	0.941176	0.934211	0.87931	0.166667	0.485714	0.212121	0.933333	0.914286	0.5	1	0.958333	1	0.433333	0.891304	0.88	0.928571
4:184624074:184624076	0.92	0.111111	0.0322581	0.875	1	0.928571	0.0625	0.12	0.0294118	0	0.0789474	0.848485	0.311111	0	0.30303	0.5	0.984127	0.971014	0.95082	0.945055	0.945946	1	0.978723	0.946237	0.913043	0.972973	0.930233	0.971698	0.993377	0.954128	0.951613	0.920455	0.950617	0.971429	0.947368	0.981818	0.921053	0.988372	0.0181818	0.390244	0.868421	0.92	0.810811	0.290323	0.923077	0.875	1	0.894737	0.928571	1	0.916667
4:184624142:184624144	0.95	0	0.04	0.928571	0.971429	0.96875	0	0.037037	0.0769231	0	0.0571429	0.945946	0.588235	0	0.590909	0.645161	0.938776	0.966667	0.893939	0.884615	0.925926	1	0.971429	0.955882	0.960396	0.854167	0.948276	0.978022	0.912621	0.935484	0.890244	0.91954	0.852632	0.901639	0.961538	0.903226	0.844156	0.953125	0	0.375	0.805556	1	0.736842	0.428571	0.394737	0.883721	0.9375	0.904762	0.833333	0.878788	0.854167
4:184624220:184624222	0.9	0.533333	0.0588235	0.869565	0.903226	0.945946	0.6	0.65	0.5	0.0238095	0.0625	0.866667	0.222222	0	0.677419	0.709677	0.897959	0.9	0.964912	0.935484	0.94	0.881356	0.962963	0.916667	0.964286	0.906977	0.863636	0.964706	0.917431	0.98	0.909091	0.91358	0.866667	0.985294	0.95082	0.895522	0.909091	0.830189	0.104167	0.5	0.666667	0.878788	0.947368	0.580645	0.971429	0.931818	1	0.983051	0.935484	0.861111	1
4:184624269:184624271	1	0	0.0294118	0.875	0.9	0.894737	0.5	0.473684	0.516129	0	0	0.903226	0.285714	0	0.888889	0.36	0.915254	0.931818	0.904255	0.915888	0.935897	0.945055	0.955752	0.844037	0.96875	0.895522	0.927273	0.905263	0.888	0.929293	0.882353	0.922078	0.932584	0.93	0.887324	0.969231	0.857143	0.875	0.0612245	0.54717	0.85	0.904762	0.925	0.833333	0.954545	0.896552	0.969697	0.90566	0.837209	0.97561	0.923077
4:184624481:184624483	0.885714	0.137931	0	0.954545	0.952381	0.883721	0.392857	0.217391	0.317073	0	0.0576923	0.954545	0.789474	0.0128205	0.468085	0.526316	0.789062	0.782051	0.704319	0.690476	0.8	0.860759	0.891156	0.772093	0.565789	0.699454	0.85906	0.794872	0.782857	0.761589	0.833333	0.652174	0.594937	0.776744	0.8125	0.785714	0.816	0.722892	0.0392157	0.432432	0.8	0.956522	0.181818	0.386364	0.444444	0.8	0.789474	0.888889	0.789474	0.857143	0.711111
4:184624806:184624808	0.892857	0	0.1	0.804878	0.947368	0.906977	0	0.0681818	0.0196078	0	0.0454545	0.425532	0.0392157	0	0.4	0.166667	0.956522	0.971429	0.94636	0.924399	0.980392	0.969697	0.97076	0.942478	0.949495	0.954023	0.9125	0.985816	0.941176	0.923077	0.991453	0.924731	0.883117	0.952153	0.973684	0.945455	0.947917	0.853333	0.0652174	0.166667	0.473684	0.947368	0.333333	0.363636	0.95122	0.95	0.95	0.875	0.9375	0.926829	0.918033
4:184624822:184624824	1	0.195122	0.125	0.97619	0.966667	0.857143	0.0967742	0.05	0.0943396	0	0.0434783	0.925	0.796296	0.0526316	0.9	0.804348	0.945455	0.910448	0.979508	0.924138	0.949495	0.963636	0.960227	0.969027	0.895238	0.946746	0.960784	0.985507	0.98	0.950704	0.97561	0.909091	0.987654	0.932292	0.982143	0.982759	0.969072	0.883117	0.0666667	0.421053	0.842105	0.95122	0.756098	0.409091	0.954545	0.974359	0.944444	0.938776	0.965517	0.926829	0.983051
4:184624838:184624840	0.9	0.243902	0.104167	1	1	0.938776	0.323529	0.368421	0.333333	0	0.0727273	0.953488	0.8	0.0571429	0.825	0.688889	0.952381	0.941176	0.950413	0.947368	0.978261	0.940397	0.96	0.957746	0.90099	0.969512	0.980392	0.956204	0.987097	0.971429	0.96124	0.947917	0.964706	0.947917	0.974138	1	0.989011	0.842105	0.0652174	0.405405	0.947368	0.972222	0.55	0.418605	1	0.947368	0.939394	0.979167	0.980769	1	0.963636
4:184625032:184625034	0.956522	0	0	1	1	0.965517	0.125	0.208333	0.0625	0	0.0909091	0.945946	0.0769231	0	0.517241	0.428571	0.954955	0.9375	0.936255	0.937198	0.952756	0.934307	0.942708	0.940887	0.852632	0.972222	0.852713	0.977011	0.994118	0.895105	0.941176	0.959184	0.936	0.895928	0.926471	0.986111	0.912	0.833333	0.0392157	0.428571	0.8125	0.97561	0.607843	0.4	0.95	0.9375	1	1	1	0.965517	0.981132
4:184625060:184625062	0.956522	0.384615	0.0714286	0.965517	0.833333	1	0.15	0.181818	0.125	0.0555556	0.0357143	0.97619	0.0769231	0	0.653846	0.470588	0.957627	1	0.973684	0.965517	0.919355	0.977099	0.976331	0.965174	0.933333	0.966667	0.867647	0.954023	0.973856	0.942675	0.958042	0.976923	0.93578	0.963636	0.954545	0.958333	0.956522	0.781609	0.0416667	0.4	0.88	0.933333	0.77551	0.516129	0.923077	1	0.90625	0.896552	1	0.935484	0.949153
4:184625064:184625066	0.95	0.0625	0.0344828	0.928571	1	1	0.05	0.208333	0.0625	0	0.037037	0.974359	0.0769231	0	0.555556	0.529412	0.983051	0.957447	0.940299	0.95098	0.917355	0.921986	0.976331	0.935323	0.921348	0.940397	0.848921	0.946108	0.935484	0.903226	0.963768	0.916031	0.963303	0.921053	0.992188	0.946667	0.940678	0.840909	0.0212766	0.414634	0.886792	0.914894	0.714286	0.5625	0.973684	1	0.939394	0.967742	0.918919	0.96875	0.864407
4:184625092:184625094	0.823529	0.235294	0.0294118	0.939394	1	0.933333	0.166667	0.333333	0.214286	0	0.030303	0.970588	0.111111	0	0.727273	0.352941	0.967213	0.988506	0.949416	0.974874	0.963303	0.930556	0.975309	0.979167	0.873563	0.938462	0.897059	0.973154	0.926667	0.966443	0.900763	0.932836	0.944954	0.939698	0.971429	0.974359	0.964912	0.841463	0.0425532	0.454545	0.603448	0.977273	0.654545	0.393939	0.970588	0.883721	0.941176	0.972222	1	0.860465	0.913793
4:184625130:184625132	0	0.047619	0	0.625	0.571429	0.777778	0	0	0	0	0	0.1875	0	0	0.269231	0.176471	0.941748	0.933333	0.731481	0.818182	0.882353	0.89781	0.940299	0.904255	0.8125	0.759259	0.813433	0	0	0.853659	0.889831	0.822581	0.365854	0.824468	0.846154	0.833333	0.666667	0.772727	0.0212766	0.0454545	0.05	0.9	0.0540541	0.162162	0.851852	0.875	0.692308	0.82	0.842105	0.904762	0.5
4:184625158:184625160	0.826087	0.0384615	0.05	0.921053	0.956522	0.941176	0	0.0322581	0	0.0357143	0.0851064	0.864865	0	0	0.636364	0.178571	0.967391	0.928571	0.941176	0.93125	0.910112	0.945312	0.896296	0.89375	0.924731	0.981308	0.860656	0.946903	0.936937	0.918699	0.862745	0.929825	0.815217	0.892857	0.976471	0.971014	0.928571	0.945205	0.04	0.418182	0.571429	0.902439	0.576923	0.222222	0.95	0.96	0.928571	0.849057	0.843137	0.86	0.818182
4:184625624:184625626	0.695652	0	0.148148	0.822222	0.79661	0.864865	0	0	0	0	0.0232558	0.44898	0.025	0	0.235294	0	0.977778	1	0.922078	0.903846	1	0.977011	0.957447	0.876543	0.773585	0.924242	0.923077	0.967213	0.984375	0.955882	1	0.918919	0.955224	0.930556	0.981132	0.970588	0.895833	0.974359	0.0833333	0.0222222	0.361111	0.902439	0.4375	0.166667	0.810811	0.804348	0.890909	0.377358	0.94	0.730769	0.843137
4:184625667:184625669	0.761905	0	0	0.25641	0.422222	0.25	0.0357143	0	0.0344828	0	0.0294118	0.428571	0.0212766	0	0.192308	0	0.977778	0.964286	0.8	0.83871	1	0.985507	0.971429	0.746269	0.674419	0.840909	0.926829	0.971429	1	0.868852	1	0.71831	0.8	0.880597	0.929825	0.965517	0.848485	0.97619	0.075	0	0.238095	0.935484	0.387097	0.142857	0.818182	0.666667	0.821429	0.782609	0.804348	0.76087	0.787234
4:184625721:184625723	0.75	0	0.0555556	0.613636	0.653846	0.466667	0.0285714	0.0263158	0.0740741	0	0.0322581	0.25641	0	0	0	0	1	0.939394	0.328125	0.824561	0.966667	0.971429	0.956522	0.771739	0.651163	0.87013	0.880597	0.952941	0.961905	0.870588	1	0.617978	0.636364	0.886179	0.873418	0.930233	0.808219	0.846154	0.04	0.025	0.145833	0.846154	0.28125	0.137255	0.625	0.73913	0.929825	0.697674	0.833333	0.72549	0.773585
4:184625740:184625742	0.916667	0	0.09375	0.755102	0.770833	0.644444	0.0263158	0.025641	0	0	0.0294118	0.294118	0.0192308	0	0.2	0	0.985075	1	0.746032	0.84127	0.985915	0.985507	0.938776	0.834951	0.697674	0.915663	0.886076	0.988764	0.951923	0.963855	0.983051	0.626374	0.746479	0.946154	0.940476	0.933333	0.833333	0.945205	0.0465116	0.05	0.177778	0.928571	0.346154	0.156863	0.883721	0.767442	0.82	0.911111	0.847826	0.767857	0.74
4:184625750:184625752	0.727273	0	0.0625	0.78	0.857143	0.666667	0.025641	0.0263158	0	0	0.0344828	0.296296	0	0	0.2	0	0.953125	0.975	0.75188	0.848921	0.931507	0.962025	0.970297	0.824074	0.674419	0.906977	0.858696	0.958333	0.963636	0.931034	0.924242	0.647727	0.824324	0.89781	0.926829	0.978261	0.852941	0.918919	0.0465116	0.0769231	0.26	0.9	0.428571	0.16	0.863636	0.833333	0.921569	0.95122	0.840909	0.810345	0.854167
4:184625767:184625769	0.68	0	0.0645161	0.680851	0.829268	0.627907	0.0285714	0.05	0	0	0.0714286	0.259259	0.0196078	0	0.185185	0	0.986486	1	0.772727	0.854167	1	0.976471	0.990385	0.839286	0.770833	0.917526	0.873563	0.978261	0.948276	0.895833	0.9	0.712644	0.789474	0.88806	0.917647	0.943396	0.88	0.831325	0.047619	0.0487805	0.218182	0.966667	0.444444	0.132075	0.631579	0.880952	0.877551	0.952381	0.923077	0.816667	0.795455
4:184625860:184625862	0.666667	0.0357143	0.0243902	0.214286	0.173913	0.3	0.037037	0	0	0	0.030303	0.186047	0	0	0	0	0.955224	0.981481	0.814159	0.8125	0.946667	0.934579	0.922414	0.789916	0.811111	0.905172	0.810127	0.908257	0.923664	0.882353	0.86747	0.835165	0.894737	0.888158	0.785714	0.931034	0.76	0.761905	0.0172414	0.0851064	0.183673	0.970588	0.411765	0.0625	0.75	0.867925	0.880952	0.924528	0.904762	0.761905	0.727273
4:184626051:184626053	1	0	0.0769231	0.4375	0.428571	0.566667	0	0	0	0	0.027027	0.441176	0.272727	0	0.384615	0.2	0.902439	1	0.804348	0.959184	1	0.969231	0.929577	0.802817	0.787234	0.947368	0.9	0.94186	0.963855	0.816667	1	0.807229	0.756098	0.958763	0.966667	0.907407	0.981818	0.689189	0.0408163	0.113208	0.4	1	0.630435	0.0465116	0.925	0.866667	0.74359	0.967742	0.74359	0.823529	0.811321
4:184626263:184626265	1	0	0.0465116	0.9	0.945946	0.923077	0.404762	0.371429	0.338983	0.162162	0.6	0.943396	0.806452	0	0.456522	0.365854	0.952381	0.925926	0.883333	0.903226	0.923077	0.942857	0.96875	0.892857	0.966102	0.933333	0.75	0.916667	0.946429	0.966667	0.980769	0.953125	0.9	0.885246	0.906977	1	0.607143	0.925926	0.195652	0.482759	0.943396	0.9375	0.846154	0.536585	1	0.975	0.901639	0.933333	0.913043	0.837209	0.943396
4:184626315:184626317	0.5	0.115385	0.0652174	0.96875	0.918919	0.932203	0.555556	0.454545	0.470588	0.172414	0.44186	0.942308	0.707317	0	0.411765	0.911765	0.90625	0.941176	0.957895	0.902778	0.956522	0.913793	0.919355	0.845238	0.88	0.897959	0.736842	0.978022	0.973333	0.924528	0.911765	0.962025	0.836364	0.873684	0.762712	0.906977	0.886364	0.914894	0.136364	0.489362	0.931034	0.945946	0.972222	0.428571	1	0.894737	0.77551	0.955556	0.931034	0.947368	0.722222
4:184626418:184626420	0.857143	0	0	0.821429	0.923077	0.807018	0	0.0526316	0	0	0.0425532	1	0.03125	0	0	0.130435	0.661017	0.897959	0.947368	0.904762	0.72549	0.414286	0.563218	0.712644	0.910448	0.833333	0.691176	0.357143	0.625	0.876712	0.728395	0.9	0.73913	0.896552	0.711864	0.860465	0.634615	0.714286	0.025	0.0512821	0.625	0.595745	0.511111	0.520833	0.878788	0.764706	0.805556	0.76	0.777778	0.684211	0.923077
