A.TSS2k	H3K27me3	end	NESG.intersect.value	CLL.A34022.CEMT_4.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_AAGCGA.FindER2.bed.remDups.bed.intersect.value	CLL.A34038.CEMT_5.H3K27me3.hg38.bwa-sb.IX2843.C3RULACXX_1_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A34077.CEMT_6.H3K27me3.hg38.bwa-sb.IX2843.C3RULACXX_1_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A34941.CEMT_26.H3K27me3.hg38.bwa-sb.IX2650.C3THCACXX_4_AAGCGA.FindER2.bed.remDups.bed.intersect.value	CLL.A34948.CEMT_27.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A34955.CEMT_28.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A34962.CEMT_29.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_CAACTA.FindER2.bed.remDups.bed.intersect.value	CLL.A35239.CEMT_25.H3K27me3.hg38.bwa-sb.IX2650.C3THCACXX_4_CTCAGA.FindER2.bed.remDups.bed.intersect.value	CLL.A35246.CEMT_30.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_TTAGGC.FindER2.bed.remDups.bed.intersect.value	CLL.A60646.CEMT_94.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A60653.CEMT_95.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A60660.CEMT_96.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_CAACTA.FindER2.bed.remDups.bed.intersect.value	CLL.A60667.CEMT_97.H3K27me3.hg38.bwa-sb.IX4419.C9587ANXX_4_TTAGGC.FindER2.bed.remDups.bed.intersect.value	EGAN00001202786_EGAX00001231898_EGAR00001245924_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001272597_EGAR00001300138_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001272594_EGAR00001300135_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001231899_EGAR00001245925_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001234408_EGAR00001248463_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272586_EGAR00001300133_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001364335_EGAR00001401453_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value
chr11	130914509	130918509	ENSG00000120451	1284	2125	525	1584	3100	1059	1659	1284	1584	1359	2184	1209	1359	1734	1284	984	834	1134	1209	984
chr2	144665967	144669967	ENSG00000226674	1267	1117	817	2017	1267	1642	975	1342	2092	2650	2617	4000	3475	2200	3175	4000	2950	4000	3475	1975
chr18	26089217	26093217	ENSG00000141380	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	39665981	39669981	ENSG00000141744	2931	2475	4000	2931	3156	2856	4000	4000	4000	4000	4000	4000	3775	4000	4000	4000	4000	3756	4000	4000
chr17	40138318	40142318	ENSG00000108349	0	300	0	0	0	0	0	0	0	900	750	825	750	0	0	0	0	0	0	0
chr1	152673295	152677295	ENSG00000187180	1800	1970	3700	2570	1875	2195	2270	1875	3320	3250	3325	4000	4000	3925	2420	3020	1950	3550	4000	4000
chr1	54885218	54889218	ENSG00000116133	2800	1725	3550	918	2950	3550	0	3100	4000	3075	0	1518	1275	1207	4000	4000	4000	1275	3400	4000
chr2	178828802	178832802	ENSG00000155657	0	0	148	0	148	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0
chr16	979318	983318	ENSG00000103227	3175	0	4000	1650	3475	3250	3700	3700	3625	3850	4000	4000	3775	4000	4000	4000	4000	4000	4000	4000
chr4	82560357	82564357	ENSG00000249242	2557	3225	3700	3307	2782	3307	3532	3382	3532	4000	3768	4000	3850	4000	4000	4000	4000	4000	4000	4000
chr19	57933393	57937393	ENSG00000196724	0	1500	2157	2025	2082	750	0	450	0	0	1875	1575	0	0	0	675	0	1275	2100	0
chr12	57238715	57242715	ENSG00000185633	985	0	0	0	1285	0	1515	385	2035	3400	4000	0	850	1660	4000	3700	775	1075	4000	2350
chr2	44359950	44363950	ENSG00000143919	0	0	300	100	325	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0
chrX	110793819	110797819	ENSG00000101938	2250	1950	3850	3675	2400	2475	3225	2250	3544	3694	4000	4000	3844	3775	4000	3906	4000	3775	4000	4000
chr2	218779749	218783749	ENSG00000135929	3700	3400	3475	3475	3700	3325	3625	3550	3475	3700	3424	4000	4000	4000	4000	4000	4000	4000	3949	3700
chr7	150320639	150324639	ENSG00000127399	211	300	586	0	789	0	0	375	0	0	0	0	0	0	0	0	0	0	264	0
chr8	120057780	120061780	ENSG00000187955	2400	3130	2530	3225	3075	2400	2775	2700	1875	1920	2080	4000	3195	2970	1995	2670	1500	3205	1170	3300
chr11	124439158	124443158	ENSG00000197125	2042	2267	3850	3025	2267	1825	2725	1892	3167	2492	4000	3700	4000	4000	3850	4000	4000	3700	3175	4000
chr4	67543606	67547606	ENSG00000145241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0
chr2	32944972	32948972	ENSG00000049323	3775	2575	4000	3700	3175	3925	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr3	125053958	125057958	ENSG00000173706	1642	67	0	0	1050	0	0	0	3667	183	3400	408	1008	3558	3700	3708	1083	333	1758	0
chr1	23013850	23017850	ENSG00000227868	3475	1400	1625	3100	3550	2275	2000	4000	3625	3325	1625	3175	1775	3125	1475	1100	1550	3125	2150	2000
chr6	43425366	43429366	ENSG00000124574	525	900	459	750	466	750	450	750	1059	834	309	309	84	0	0	0	0	0	0	0
chrX	149629912	149633912	ENSG00000269556	362	2462	437	0	1637	737	962	1112	2012	1862	3625	62	675	2100	1412	1787	887	1337	2312	887
chrX	51801007	51805007	ENSG00000179222	450	1118	600	0	0	600	1118	450	975	675	143	600	525	750	1500	1493	1793	1200	975	368
chr7	140922764	140926764	ENSG00000157764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675	0	0	525	0
chr19	42877822	42881822	ENSG00000231924	3325	4000	4000	3175	3100	4000	2222	3700	4000	1125	4000	3572	3550	3175	3100	0	0	3475	1725	3000
chr3	190320541	190324541	ENSG00000113946	2891	3041	3641	3041	3041	3041	3341	3041	3416	4000	4000	4000	4000	3925	4000	3341	4000	2441	4000	3341
chr20	45831810	45835810	ENSG00000124104	0	1200	300	675	675	1725	525	1050	3165	0	1440	1950	465	1065	1425	1275	0	3450	2250	900
chr9	90641104	90645104	ENSG00000165023	1425	2279	3700	2954	1725	2429	1050	1829	2879	3479	3779	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr1	31574485	31578485	ENSG00000142910	3815	2990	4000	2950	3890	3890	4000	3890	4000	4000	4000	4000	4000	3375	3890	3890	3815	3815	3740	3740
chr6	149646972	149650972	ENSG00000186625	0	0	0	0	900	0	0	1050	0	0	0	0	600	0	0	322	0	0	0	0
chr1	229302857	229306857	ENSG00000213029	0	0	0	0	600	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0
chr12	92700843	92704843	ENSG00000214215	0	0	568	0	282	0	0	432	550	193	0	0	0	0	132	0	0	0	0	0
chr11	415455	419455	ENSG00000185187	0	0	2400	0	1470	0	0	0	0	0	1995	0	0	300	1725	1470	1725	0	375	375
chr1	2423980	2427980	ENSG00000149527	675	1370	675	1220	2195	2795	3170	1820	2700	1655	980	1580	2800	825	2275	2650	3850	1750	1950	830
chr22	44700233	44704233	ENSG00000248405	3175	2725	2317	1233	1450	3700	817	1267	2017	2692	1650	3625	933	3850	4000	3475	3408	4000	4000	1950
chr1	61740477	61744477	ENSG00000132849	0	0	0	0	975	0	0	0	0	0	0	0	0	0	0	450	0	0	0	300
chr10	5193462	5197462	ENSG00000198610	0	750	1050	862	0	300	600	0	450	0	1237	1312	3288	2137	450	1762	525	2887	1425	1725
chr11	104967436	104971436	ENSG00000196954	450	600	611	375	600	0	0	450	536	386	0	1211	1886	1575	675	525	0	1436	11	0
chr14	24118956	24122956	ENSG00000259371	0	0	675	0	300	0	0	300	0	256	0	0	0	0	0	0	0	0	0	0
chr16	74664881	74668881	ENSG00000168411	0	6	0	300	1075	0	0	0	0	0	300	0	0	825	300	450	0	900	1056	0
chr11	60853971	60857971	ENSG00000183134	3946	3721	3175	3625	3775	2821	3204	3700	4000	3879	4000	2604	3000	3850	3954	3700	3775	3654	3925	3354
chr9	35648950	35652950	ENSG00000137078	0	0	0	0	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6	161159982	161163982	ENSG00000279355	382	2200	3625	2500	1225	3850	4000	3700	4000	3907	4000	3832	3457	1207	1725	1200	4000	3682	1357	3532
chr7	8431955	8435955	ENSG00000122584	3480	3480	4000	3930	3480	3555	3930	3480	4000	4000	3555	4000	0	4000	4000	4000	4000	4000	4000	4000
chr21	44538195	44542195	ENSG00000215455	2850	825	3555	1350	3180	3180	1155	3180	3630	3175	4000	4000	3625	4000	4000	4000	4000	3550	2500	4000
chr21	30618627	30622627	ENSG00000206105	0	450	1050	450	1050	0	0	0	0	0	1027	952	577	0	750	0	0	1927	427	0
chr2	10120328	10124328	ENSG00000171848	1353	528	1803	1203	1428	1503	1428	2328	1653	1878	1803	1653	1803	2178	2478	2703	2928	1803	3228	2853
chr1	224432660	224436660	ENSG00000143786	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	0
chr1	53836860	53840860	ENSG00000058804	85	1360	1135	1510	760	1435	835	1435	1510	1060	10	1285	1210	985	1135	610	1060	985	385	1360
chr19	58394090	58398090	ENSG00000269855	1290	1215	2415	2415	2490	2115	2940	2565	2490	2940	3615	3015	2265	2490	2415	2565	3015	3240	3015	2715
chr2	210230692	210234692	ENSG00000279317	308	908	1450	1208	233	1283	1133	908	1208	3308	3475	4000	3250	3175	3025	3908	3550	4000	4000	4000
chr13	23178952	23182952	ENSG00000102683	452	602	1300	1277	452	925	925	977	1150	1225	2500	3175	3550	2125	2425	3625	2725	3700	2800	2725
chr10	73907177	73911177	ENSG00000122861	3598	3148	3250	3673	3073	3550	675	3475	4000	4000	4000	3625	3250	4000	4000	4000	3550	4000	4000	4000
chr7	73576791	73580791	ENSG00000106638	300	0	0	166	916	0	991	766	16	0	0	0	0	0	0	16	16	0	166	0
chr8	7473082	7477082	ENSG00000177023	2243	525	1568	1950	1907	1050	3225	818	2957	0	2175	2325	2775	2250	0	975	0	450	0	1500
chr11	36287449	36291449	ENSG00000110442	0	0	374	299	899	0	0	0	524	600	0	375	750	1050	0	0	0	1574	1500	0
chr6	127517355	127521355	ENSG00000255330	1650	1650	375	1575	1650	1650	1950	1725	1875	3550	3270	4000	3580	4000	4000	3205	4000	3580	4000	4000
chr20	23566749	23570749	ENSG00000101435	3576	3351	3051	2451	3876	3051	3201	3475	3400	3349	3400	3576	3400	3775	1500	3501	3276	3700	1800	3025
chr17	32264176	32268176	ENSG00000141314	3325	3100	3475	3475	3475	3625	3775	4000	3700	3625	3925	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr11	95787965	95791965	ENSG00000166037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5	140041299	140045299	ENSG00000158458	3075	2400	3574	2524	3750	3799	3949	3600	3949	4000	4000	4000	4000	4000	4000	3949	4000	4000	4000	4000
chr10	986019	990019	ENSG00000107937	0	381	0	0	156	0	0	1200	0	0	0	0	0	306	0	0	0	0	306	0
chr19	44660278	44664278	ENSG00000186567	1478	3175	4000	4000	3797	4000	0	4000	4000	3797	2897	3797	4000	4000	3175	2250	3947	4000	3278	1650
chr15	52707817	52711817	ENSG00000047346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0
chr17	34578749	34582749	ENSG00000181291	4000	3700	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr11	58117444	58121444	ENSG00000172377	675	975	2744	1350	750	1125	1200	750	1050	1125	2800	3400	3175	4000	2519	2519	3025	4000	4000	4000
chr6	167269169	167273169	ENSG00000112494	3250	4000	4000	4000	3250	4000	4000	4000	4000	4000	4000	4000	3250	4000	3475	3475	4000	3700	3250	3550
chr17	67823524	67827524	ENSG00000171634	1226	851	1601	1376	1076	1151	1526	1451	1601	1376	1301	1451	926	1601	1350	1500	926	1601	1601	1601
chr1	32814767	32818767	ENSG00000116497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2	240023402	240027402	ENSG00000130414	0	0	402	777	375	600	1002	675	300	0	702	675	27	1227	402	477	525	252	627	0
chr22	26856634	26860634	ENSG00000223704	884	1859	3250	734	0	1125	884	900	1784	975	0	1784	2966	209	0	1500	2684	2666	1559	2084
chr7	106110576	106114576	ENSG00000008282	0	0	0	0	375	0	675	0	0	0	0	0	0	0	0	0	0	0	300	0
chr4	151275171	151279171	ENSG00000189099	4000	4000	3700	4000	3475	4000	4000	4000	4000	4000	3175	3775	4000	4000	4000	1696	4000	3775	2800	4000
chr15	23352748	23356748	ENSG00000261739	0	0	525	0	0	0	0	0	0	0	0	375	0	0	0	0	0	375	0	0
chr7	23595379	23599379	ENSG00000169193	1575	1529	29	854	1829	1500	0	2021	1454	0	0	0	0	750	975	375	1125	2125	1975	1500
chr8	123735407	123739407	ENSG00000104537	1650	1525	2200	1543	1650	1425	1707	1825	1707	2232	2907	3775	4000	3625	4000	4000	4000	4000	4000	4000
chr5	95711522	95715522	ENSG00000164292	1225	2953	3550	1750	2725	2650	3025	2725	2725	2128	2575	4000	4000	3775	3553	2950	3403	3925	3700	3853
chr17	35999621	36003621	ENSG00000275688	2479	3850	4000	4000	3400	4000	4000	3625	4000	2100	1575	3304	3921	3550	3229	3550	4000	3775	3471	4000
chr5	7867037	7871037	ENSG00000124279	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	102797049	102801049	ENSG00000134897	3874	1699	3250	2599	3874	1725	3874	3949	3424	3700	3951	4000	3126	3775	4000	4000	4000	3351	4000	4000
chr17	35119579	35123579	ENSG00000073598	1350	1604	1125	1050	1754	1500	0	2025	1454	2325	1050	1725	825	2504	900	525	1500	2175	1350	1425
chr12	100471708	100475708	ENSG00000012504	1508	0	2950	3100	1133	0	2950	1358	2650	2483	2858	3550	4000	3100	2275	4000	4000	3917	3458	3925
chrX	131056146	131060146	ENSG00000228659	3225	2475	4000	3496	2550	3496	4000	2850	3571	3400	4000	4000	3475	4000	4000	4000	3271	3400	4000	4000
chr16	10526202	10530202	ENSG00000260468	2800	3250	2500	3850	3250	3127	3400	2800	3550	3202	2500	4000	1852	3550	2602	3877	3850	3277	3400	1375
chr6	49634839	49638839	ENSG00000112077	0	0	0	675	0	0	0	0	0	1139	1900	2350	1525	2625	600	375	1964	3025	2561	1650
chr4	6198591	6202591	ENSG00000152969	3700	2125	4000	2725	2800	3700	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr22	18943123	18947123	ENSG00000279560	0	0	0	600	0	0	450	0	675	0	0	1575	0	0	0	0	0	0	0	0
chr5	176058689	176062689	ENSG00000182230	2050	1411	1486	1750	2011	1261	2011	1975	2536	2011	1200	975	1711	375	525	450	600	825	0	1200
chr6	133950170	133954170	ENSG00000028839	0	0	0	0	0	0	0	0	0	0	750	0	0	0	0	0	0	0	355	0
chr22	17772770	17776770	ENSG00000015475	0	0	0	0	750	0	0	0	0	0	730	0	580	0	2455	0	0	355	0	1050
chr6	32005104	32009104	ENSG00000279546	0	546	0	0	825	1821	2346	0	3025	2025	0	525	2025	0	975	600	0	0	0	1275
chr1	100130955	100134955	ENSG00000156876	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11	745329	749329	ENSG00000177156	171	0	0	396	846	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0
chr2	27137410	27141410	ENSG00000186143	3110	2510	2285	635	3035	2735	2660	2135	3035	2650	3250	860	975	3025	2950	1685	1600	1985	1050	1350
chr17	40770162	40774162	ENSG00000186393	2088	2913	2913	2088	2313	2688	2913	2763	2538	2388	2950	3925	3550	4000	4000	3775	3550	4000	4000	4000
chrX	147979329	147983329	ENSG00000176988	1896	2100	1950	846	2196	1596	0	2025	2271	2121	3021	1075	1446	1971	2554	1821	2946	2571	3025	1821
chr6	27865529	27869529	ENSG00000184357	3046	0	2146	525	450	3325	0	3250	0	3850	1500	0	3025	0	1650	0	3775	0	4000	4000
chr2	98729126	98733126	ENSG00000071073	675	1626	1101	951	975	726	1026	1350	1626	2676	3276	1251	2076	375	2775	4000	3625	2751	3274	600
chr11	33072214	33076214	ENSG00000280550	0	825	450	0	1139	0	0	0	0	0	525	0	0	0	0	0	0	375	0	0
chr3	120594309	120598309	ENSG00000065518	591	625	441	1125	1075	441	816	441	1266	741	516	291	66	0	1266	1341	0	1416	825	0
chr8	28888394	28892394	ENSG00000147421	0	0	1125	300	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19	51643545	51647545	ENSG00000105501	0	145	0	0	0	145	0	0	3775	525	0	520	0	0	750	0	105	1950	0	0
chr17	40361815	40365815	ENSG00000183153	665	0	0	0	2615	665	965	215	0	2060	1160	1910	600	2885	3625	3335	2435	1835	1685	1835
chr19	2162149	2166149	ENSG00000104885	224	524	0	251	1724	824	176	1375	0	0	675	0	0	1575	1725	1350	375	975	0	1500
chr14	60722348	60726348	ENSG00000100625	3325	2650	3700	3025	3625	3325	4000	3775	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr2	99179079	99183079	ENSG00000185414	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0
chr14	92104621	92108621	ENSG00000066427	0	0	1200	0	1900	450	1346	1121	0	0	0	0	0	0	525	0	525	0	300	0
chr16	67845811	67849811	ENSG00000102901	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	93054657	93058657	ENSG00000232849	675	843	1668	0	843	600	93	768	300	1882	1207	382	675	757	525	0	1275	900	1357	0
chr19	15896120	15900120	ENSG00000186115	3570	3045	4000	3700	3420	3570	3270	3645	3795	3700	3700	4000	4000	3700	3250	3625	4000	3055	4000	4000
chr5	177515469	177519469	ENSG00000183258	0	0	0	0	0	0	0	0	0	825	300	0	0	0	0	0	0	0	0	0
chr14	23033230	23037230	ENSG00000100804	0	305	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9	71909510	71913510	ENSG00000155621	0	0	0	0	0	750	0	0	525	0	640	490	475	1465	1165	1465	450	865	1540	940
chr12	121886809	121890809	ENSG00000256950	1241	0	525	1166	1691	0	1166	1016	1166	491	975	750	750	1350	1466	1616	600	1916	1616	1541
chr6	132536290	132540290	ENSG00000237110	900	975	1610	900	975	750	900	825	900	2885	2100	4000	3710	2575	3185	4000	3260	4000	4000	2465
chr2	42046020	42050020	ENSG00000162878	2950	2800	3475	2500	3025	3175	3100	3700	3250	4000	3925	3850	3700	4000	4000	4000	4000	4000	4000	4000
chr19	55598022	55602022	ENSG00000171443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	56358155	56362155	ENSG00000170581	0	0	0	145	0	0	0	0	220	480	0	0	0	0	0	0	0	0	0	0
chr12	123970831	123974831	ENSG00000119242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	750	525	0	0	0	450
chr14	91508554	91512554	ENSG00000100796	779	404	300	554	1004	479	854	854	704	0	0	479	0	0	479	479	0	0	525	0
chr11	4953713	4957713	ENSG00000205496	138	850	825	588	738	288	0	63	525	0	825	1113	1162	1225	963	513	0	1563	1338	513
chr19	44940238	44944238	ENSG00000224916	362	137	0	0	1112	1337	0	1637	0	0	375	0	0	675	750	0	600	750	600	0
chr15	22078527	22082527	ENSG00000274102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16	2007926	2011926	ENSG00000183971	0	126	0	0	0	0	126	0	0	724	1474	0	0	0	0	750	0	424	450	0
chr11	7675222	7679222	ENSG00000166394	0	450	3572	3497	525	0	900	900	2972	3497	4000	3047	4000	2725	4000	4000	4000	3947	4000	4000
chr12	47077603	47081603	ENSG00000179715	0	0	450	300	0	0	0	0	0	0	872	0	47	825	0	0	0	0	0	0
chr2	1742852	1746852	ENSG00000130508	3100	2950	3550	1798	3175	3250	3625	3250	3850	4000	4000	4000	3775	4000	4000	4000	4000	4000	3850	4000
chrX	106998244	107002244	ENSG00000133131	794	644	0	375	1694	0	1094	119	525	581	0	0	0	0	3700	1500	3625	1694	1350	0
chrY	25097892	25101892	ENSG00000228296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	124710732	124714732	ENSG00000151458	1875	1968	3093	1875	2400	2193	2325	2475	2400	3168	3243	4000	4000	4000	3993	3918	4000	4000	4000	4000
chr11	105099431	105103431	ENSG00000204397	0	1350	2106	1950	825	1200	2100	750	2025	2325	1425	4000	3306	2631	2194	2256	1975	3250	2275	2650
chr20	3405625	3409625	ENSG00000088854	0	0	2800	0	0	2525	0	0	2975	0	0	0	0	0	0	0	0	0	0	300
chr1	42151421	42155421	ENSG00000044012	3250	2875	4000	2404	3550	4000	4000	3850	4000	3775	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr1	1212138	1216138	ENSG00000186827	825	450	1737	0	1125	600	3387	0	1062	3475	2787	2712	1125	2262	2412	3012	2562	1512	2562	2187
chr2	73640393	73644393	ENSG00000144035	3318	4000	3625	3625	4000	4000	4000	4000	4000	4000	4000	4000	4000	3250	3475	3400	3700	3025	2868	3025
chrX	110942285	110946285	ENSG00000077264	1725	1050	3640	2235	1575	1125	1800	1425	900	2685	3925	3775	3475	4000	3660	4000	3210	3925	4000	4000
chr2	86104155	86108155	ENSG00000068654	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0
chr1	225880369	225884369	ENSG00000196187	0	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	0
chr2	178110424	178114424	ENSG00000155636	0	0	0	0	0	0	375	0	0	1200	0	0	0	300	600	450	0	525	0	0
chr13	20100701	20104701	ENSG00000236076	4000	3775	3925	4000	4000	3700	4000	4000	4000	2800	3625	3700	4000	4000	4000	4000	4000	3775	4000	4000
chr11	57333877	57337877	ENSG00000149136	0	302	0	77	677	2	302	827	0	0	0	0	0	2	0	0	2	0	227	0
chr11	101914522	101918522	ENSG00000187151	0	1547	128	422	1397	0	0	0	0	2753	0	2603	0	3175	300	0	1928	3850	2453	3550
chr8	19311617	19315617	ENSG00000104611	2142	2083	4000	2575	3175	4000	3000	3175	3225	2742	3867	4000	3942	4000	3075	3642	3700	4000	3267	4000
chr17	6711567	6715567	ENSG00000141485	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	3967	4000	4000
chr6	47307905	47311905	ENSG00000146072	2100	1270	3370	2470	2470	2470	3295	2470	3295	2995	2695	4000	3250	3775	4000	4000	4000	4000	4000	3670
chr10	43604407	43608407	ENSG00000198298	375	675	825	668	675	818	1268	0	1343	1118	1375	1268	1118	1193	0	450	1118	0	1575	143
chr20	49980999	49984999	ENSG00000124216	1900	0	199	0	1500	1324	0	51	1225	1626	1401	0	0	1026	3475	1774	3175	2376	2749	2976
chr10	122697822	122701822	ENSG00000183559	1450	1825	3625	3550	1500	2875	3025	1522	3250	3475	2553	3547	2950	4000	1725	3325	3228	3775	2103	3700
chrX	153828565	153832565	ENSG00000067840	3550	1825	3175	2125	3475	1825	3700	3250	3400	3550	3775	3925	3400	4000	4000	4000	4000	4000	4000	4000
chr1	212622474	212626474	ENSG00000162771	2149	2374	3400	3175	2599	2899	3175	2575	3625	3550	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr1	247756406	247760406	ENSG00000221888	525	1050	1125	1125	450	975	675	600	525	975	2850	2575	2350	1125	1050	675	2031	3550	2106	1425
chr20	45545752	45549752	ENSG00000101448	1898	3100	3775	3325	2348	3175	3400	2348	3325	3400	4000	4000	4000	4000	3625	4000	3700	4000	3850	4000
chr16	50150918	50154918	ENSG00000121274	0	975	0	0	832	0	982	607	825	375	0	0	0	0	825	307	0	450	900	0
chr8	66868749	66872749	ENSG00000178460	900	1275	825	1626	2275	1350	600	3250	1725	450	0	2850	375	651	300	975	2550	900	2076	0
chr18	79861668	79865668	ENSG00000178342	1525	1150	2050	1182	1557	2275	957	1825	1182	3400	3175	2950	2532	2575	4000	3475	4000	2307	2875	4000
chr1	10428443	10432443	ENSG00000175279	0	1507	757	300	300	157	0	0	0	900	0	525	0	0	0	0	450	0	0	0
chr17	75523080	75527080	ENSG00000073350	955	730	880	55	730	0	805	580	900	1555	1105	880	750	1030	1405	1330	675	750	1855	1050
chr6	153000685	153004685	ENSG00000112031	0	0	0	0	975	0	0	0	0	0	0	0	35	0	0	300	0	0	410	0
chr10	97638686	97642686	ENSG00000155252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0
chr17	42796792	42800792	ENSG00000176563	975	300	600	0	1067	600	0	900	525	0	617	300	0	0	317	0	0	375	908	0
chr16	1306880	1310880	ENSG00000103275	0	0	0	0	0	0	0	0	0	1570	0	0	0	0	0	300	0	0	0	0
chr7	45919874	45923874	ENSG00000146674	3700	3475	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	0	4000	4000	4000	4000	4000	4000	4000
chr8	85371436	85375436	ENSG00000164879	0	0	1361	236	0	300	161	0	0	911	0	1361	1511	161	0	0	825	1661	1286	536
chr16	69752940	69756940	ENSG00000141101	265	0	565	0	715	265	565	265	640	565	115	190	415	190	0	415	0	865	415	565
chr11	94541840	94545840	ENSG00000134627	600	375	10	760	0	375	1360	750	0	235	0	385	0	10	1740	760	2940	835	310	0
chr9	22007363	22011363	ENSG00000147883	262	37	0	625	337	262	187	1612	262	0	0	337	862	0	2737	1912	2200	1237	2125	2587
chr14	77318884	77322884	ENSG00000009830	0	0	0	0	0	0	0	0	0	584	0	0	0	0	0	0	0	0	0	0
chr3	71752050	71756050	ENSG00000170837	2100	2775	3825	3075	2550	3375	3550	3975	3075	3900	3900	4000	4000	4000	4000	4000	4000	3625	4000	4000
chr2	94586522	94590522	ENSG00000259916	2847	2172	4000	447	3475	2697	3400	1197	1647	2653	2503	2578	2025	1153	403	553	1078	1378	0	750
chr7	142853061	142857061	ENSG00000106123	0	0	0	0	0	0	0	0	0	300	0	0	0	0	675	675	0	0	0	450
chr3	111068071	111072071	ENSG00000177707	2425	2129	3400	1829	2354	2425	2350	2575	2350	3400	3025	4000	3550	4000	4000	4000	4000	4000	4000	4000
chr19	5718572	5722572	ENSG00000196365	1272	222	372	372	0	597	372	1200	1122	0	0	300	0	522	0	0	222	0	0	0
chr19	55036264	55040264	ENSG00000088053	2800	1814	1125	450	3175	3325	3161	89	161	375	0	1125	300	839	0	0	2036	2636	900	0
chr17	77775464	77779464	ENSG00000278938	2139	975	1764	1989	1914	1989	2425	1464	1839	1614	1839	2950	1689	1750	2125	1539	1839	1914	1614	1839
